Admit_TermID,CRMID,Last_Name,First_Name,Middle_Name,Admit_Descr,Admit_Type,Admit_Type_Descr,Acad_Career,Acad_Prog,Acad_Prog_Descr,Acad_Plan,Acad_Plan_Descr,Appl_Source,Gender,Age_By_Years,Address1,Address2,City,State,Postal,Current_Program,Current_Program_Descr,Current_Plan,Current_Plan_Descr
7193097,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,49,,,Baltimore,MD,21213-4010,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7193849,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,46,,,Willingboro,NJ,08046-1041,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7194903,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,38,,,Baltimore,MD,21216-4510,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7195009,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21223-1431,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7195073,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,36,,,Baltimore,MD,21224-2013,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7195271,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,51,,,Baltimore,MD,21207-5257,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7195308,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,51,,,Baltimore,MD,21216-1928,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7195666,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,65,,,Baltimore,MD,21216-2119,SOWK,Social Work,SOWKBSW,Social Work
7195767,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-7003,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7195877,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,MALE,32,,,Baltimore,MD,21217-3006,NULL,NULL,NULL,NULL
7195938,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,27,,, , , ,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7201045,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,48,,,Baltimore,MD,21239-2026,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7201153,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,31,,,Baltimore,MD,21206-7054,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7202119,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,28,,,Bridgewater,NJ,08807-3418,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7202307,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,45,,,Baltimore,MD,21239-1721,MNSU,Undergraduate Business,MGMTBS,BS in Management
7202691,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,33,,,Windsor Mill,MD,21244-8015,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7203155,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,64,,,Baltimore,MD,21209-4662,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7203280,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,46,,,Baltimore,MD,21223-2147,SOWK,Social Work,SOWKBSW,Social Work
7204163,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,MALE,31,,,Baltimore,MD,21213-2120,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7204617,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,61,,,Baltimore,MD,21217-2207,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7204694,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,44,,,Baltimore,MD,21229-1355,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7205910,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,29,,,Baltimore,MD,21217-4521,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7205953,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,32,,,Parkville,MD,21234-2837,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7205986,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21215-2920,NULL,NULL,NULL,NULL
7206173,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,45,,,Baltimore,MD,21216-4730,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7206310,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,48,,,Dallastown,PA,17313-9612,NULL,NULL,NULL,NULL
7206616,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,35,,,Baltimore,MD,21209-2401,NULL,NULL,NULL,NULL
7206632,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,MALE,35,,,Baltimore,MD,21220-1723,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7206645,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Silver Spring,MD,20901-3607,NULL,NULL,NULL,NULL
7206684,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,28,,,Baltimore,MD,21207,NULL,NULL,NULL,NULL
7206784,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-4935,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7208018,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,44,,,Laurel,MD,20723-1527,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7211673,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,36,,,Baltimore,MD,21230-3076,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7211773,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,28,,,Baltimore,MD,21212-4337,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7212332,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,28,,,Baltimore,MD,21239-3419,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7212703,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,33,,,Bladensburg,MD,20710-2009,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English
7213055,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,30,,,Catonsville,MD,21228-1150,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7213192,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,42,,,Baltimore,MD,21213-2009,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7213381,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,30,,,Essex,MD,21221-7307,SOWK,Social Work,SOWKBSW,Social Work
7213858,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,39,,,Baltimore,MD,21222-8805,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7214117,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,37,,,Baltimore,MD,21218-6103,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7214159,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,43,,,Baltimore,MD,21206-3150,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7215302,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,27,,,Baltimore,MD,21208-2878,NULL,NULL,NULL,NULL
7215375,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,30,,,Philadelphia,PA,19151-3537,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7215377,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,39,,,North East,MD,21901-2249,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7215384,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,38,,,Baltimore,MD,21215-2712,SOWK,Social Work,SOWKBSW,Social Work
7215437,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,33,,,Baltimore,MD,21215-2405,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7215511,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,33,,,Owings Mills,MD,21117-3083,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7216451,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,35,,,Baltimore,MD,21234-4026,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7216459,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,59,,,Baltimore,MD,21239-1719,NULL,NULL,NULL,NULL
7216535,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,33,,,Baltimore,MD,21215-6214,NULL,NULL,NULL,NULL
7216590,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,FEMALE,47,,,Randallstown,MD,21133-3739,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7216595,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,51,,,Cockeysville,MD,21030-5214,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7216618,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,38,,,Baltimore,MD,21206-6864,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7216774,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,29,,,Silver Spring,MD,20901-4725,NULL,NULL,NULL,NULL
7216854,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Gwynn Oak,MD,21207-5830,NULL,NULL,NULL,NULL
7216925,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,MALE,29,,,Reisterstown,MD,21136-2003,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7217072,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,41,,,Baltimore,MD,21217-1835,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7217137,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,33,,,Catonsville,MD,21228-0428,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7217181,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,31,,,Essex,MD,21221-1756,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7217394,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,46,,,Baltimore,MD,21223-2147,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7217421,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,28,,,Baltimore,MD,21244-1981,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7217435,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,36,,,Hanover,MD,21076-1202,NULL,NULL,NULL,NULL
7217622,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Baltimore,MD,21216-4324,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7217672,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,56,,,Baltimore,MD,21215,NULL,NULL,NULL,NULL
7217675,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Baltimore,MD,21216-1146,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7217679,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,29,,,Meriden,CT,6451,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7219430,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,34,,,Baltimore,MD,21216-4104,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7219566,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,63,,,Baltimore,MD,21213-2514,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7219583,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,40,,,Baltimore,MD,21217-3425,SOWK,Social Work,PRE-SOWK,Pre-Social Work
7221736,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,29,,,Baltimore,MD,21215-6915,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7224524,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,34,,,Baltimore,MD,21218-2045,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7226166,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Baltimore,MD,21215-6024,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7227401,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21216-1950,NULL,NULL,NULL,NULL
7227473,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,39,,,Baltimore,MD,21216-3733,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7227565,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Baltimore,MD,21208-5842,NULL,NULL,NULL,NULL
7227762,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,31,,,Baltimore,MD,21207-6092,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7227862,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,50,,,Baltimore,MD,21229-3037,NULL,NULL,NULL,NULL
7227940,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,41,,,Randallstown,MD,21133-6845,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7228003,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,31,,,Baltimore,MD,21207-6978,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7228043,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,45,,,Belcamp,MD,21017-1659,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7228084,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,57,,,Red Lion,PA,17356-9237,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7228381,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,64,,,Baltimore,MD,21209-4662,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7228429,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,28,,,Nairobi, ,400,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7228441,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,48,,,Baltimore,MD,21223-1773,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7228511,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,39,,,Baltimore,MD,21229-1922,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7228549,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,29,,,Baltimore,MD,21229-1702,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7229740,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,27,,,Baltimore,MD,21229-1907,NULL,NULL,NULL,NULL
7230318,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,55,,,Baltimore,MD,21244-3663,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7231900,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,36,,,Baltimore,MD,21216-1016,SOWK,Social Work,PRE-SOWK,Pre-Social Work
7233019,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,41,,,Baltimore,MD,21223,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7233148,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,31,,,Baltimore,MD,21217-2601,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7234064,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,MALE,28,,,Baltimore,MD,21213-1756,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7234286,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,37,,,Baltimore,MD,21234-6131,NULL,NULL,NULL,NULL
7234995,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Essex,MD,21221-5413,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7235052,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,31,,,Baltimore,MD,21216-4605,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7235131,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts,HARD COPY,MALE,33,,,Baltimore,MD,21213-1649,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7235691,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,29,,,Baltimore,MD,21212-4606,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7235691,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21201-1837,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7235691,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,29,,,Gwynn Oak,MD,21207-6946,NULL,NULL,NULL,NULL
7237517,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,43,,,Randallstown,MD,21133-3108,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7237517,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,28,,,Baltimore,MD,21217-2009,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7237985,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Essex,MD,21221,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
