date,MonthName,CityName,WeekNumber,BedOccupancied
2019-08-09,Aug,Honolulu,32,182
2019-07-13,Jul,Honolulu,28,165
2020-10-06,Oct,Chicago,41,608
2019-02-20,Feb,Honolulu,8,155
2019-08-06,Aug,Miami,32,257
2019-08-18,Aug,Miami,34,261
2019-02-16,Feb,Miami,7,218
2019-08-08,Aug,Honolulu,32,191
2019-09-08,Sep,Honolulu,37,151
2020-07-15,Jul,Honolulu,29,707
2020-09-17,Sep,Chicago,38,7190
2020-10-27,Oct,Honolulu,44,6650
2020-05-27,May,Chicago,22,0
2019-07-07,Jul,Chicago,28,6720
2020-03-03,Mar,Honolulu,10,0
2020-09-15,Sep,Chicago,38,7160
2020-05-02,May,Honolulu,18,0
2019-05-15,May,Miami,20,5440
2019-09-14,Sep,Chicago,37,4730
2020-05-07,May,Chicago,19,0
2020-09-07,Sep,Chicago,37,7110
2020-09-01,Sep,Chicago,36,7400
2020-07-02,Jul,Honolulu,27,5040
2019-03-15,Mar,Honolulu,11,5070
2019-06-18,Jun,Honolulu,25,5480
2019-12-24,Dec,Honolulu,52,1600
2020-07-21,Jul,Honolulu,30,1760
2020-10-18,Oct,Chicago,43,2440
2019-07-05,Jul,Chicago,27,1650
2020-05-18,May,Chicago,21,426
2019-11-08,Nov,Honolulu,45,352
2019-02-24,Feb,Miami,9,701
2020-02-25,Feb,Honolulu,9,0
2019-06-12,Jun,Honolulu,24,713
2019-02-12,Feb,Honolulu,7,380
2020-08-16,Aug,Miami,34,256
2019-09-17,Sep,Chicago,38,794
2020-11-25,Nov,Honolulu,48,400
2019-11-06,Nov,Honolulu,45,138
2020-09-28,Sep,Chicago,40,146
2019-11-15,Nov,Miami,46,238
2019-03-16,Mar,Honolulu,11,382
2019-11-26,Nov,Honolulu,48,360
2019-04-28,Apr,Honolulu,18,124
2020-06-10,Jun,Honolulu,24,246
2020-11-28,Nov,Chicago,48,195
2020-03-27,Mar,Honolulu,13,0
2019-12-13,Dec,Honolulu,50,198
2019-08-23,Aug,Honolulu,34,229
2019-10-16,Oct,Chicago,42,354
2020-11-24,Nov,Honolulu,48,192
2020-08-19,Aug,Honolulu,34,196
2020-06-11,Jun,Honolulu,24,373
2019-09-15,Sep,Chicago,38,91
2020-06-03,Jun,Honolulu,23,191
2020-02-22,Feb,Miami,8,0
2019-08-11,Aug,Honolulu,33,351
2019-09-23,Sep,Honolulu,39,110
2020-06-12,Jun,Honolulu,24,184
2019-04-10,Apr,Honolulu,15,199
2019-09-25,Sep,Honolulu,39,113
2019-11-03,Nov,Chicago,45,120
2019-07-16,Jul,Chicago,29,204
2019-03-10,Mar,Honolulu,11,97
2020-04-04,Apr,Honolulu,14,210
2020-05-06,May,Honolulu,19,95
2019-11-12,Nov,Miami,46,357
2020-04-28,Apr,Honolulu,18,170
2020-05-14,May,Chicago,20,199
2020-04-03,Apr,Honolulu,14,101
2020-04-05,Apr,Honolulu,15,246
2020-06-01,Jun,Honolulu,23,250
2020-03-22,Mar,Honolulu,13,0
2020-06-28,Jun,Honolulu,27,241
2020-02-28,Feb,Honolulu,9,0
2020-03-01,Mar,Honolulu,10,0
2019-04-25,Apr,Honolulu,17,137
2019-03-17,Mar,Chicago,12,534
2019-11-18,Nov,Chicago,47,492
2020-11-07,Nov,Honolulu,45,153
2019-06-03,Jun,Miami,23,321
2019-07-03,Jul,Honolulu,27,172
2020-06-16,Jun,Honolulu,25,255
2020-07-10,Jul,Honolulu,28,255
2020-07-01,Jul,Miami,27,346
2020-02-26,Feb,Miami,9,0
2019-04-02,Apr,Honolulu,14,106
2020-09-27,Sep,Honolulu,40,219
2020-11-18,Nov,Honolulu,47,158
2020-04-19,Apr,Honolulu,17,231
2020-06-14,Jun,Anchorage,25,203
2019-09-06,Sep,Miami,36,230
2020-05-05,May,Honolulu,19,262
2020-10-12,Oct,Honolulu,42,179
2019-08-05,Aug,Honolulu,32,191
2019-06-17,Jun,Honolulu,25,254
2019-10-03,Oct,Chicago,40,398
2020-03-02,Mar,Miami,10,0
2019-11-09,Nov,Honolulu,45,164
2019-12-18,Dec,Honolulu,51,140
2019-02-18,Feb,Honolulu,8,156
2019-09-12,Sep,Chicago,37,461
2019-04-07,Apr,Miami,15,195
2019-02-17,Feb,Honolulu,8,138
2019-11-11,Nov,Honolulu,46,141
2019-09-22,Sep,Chicago,39,449
2020-06-07,Jun,Honolulu,24,245
2020-07-26,Jul,Miami,31,363
2020-08-10,Aug,Miami,33,317
2019-06-20,Jun,Honolulu,25,197
2019-08-10,Aug,Honolulu,32,178
2019-02-15,Feb,Miami,7,226
2020-11-11,Nov,Chicago,46,490
2019-06-13,Jun,Chicago,24,664
2020-11-09,Nov,Honolulu,46,160
2019-08-01,Aug,Honolulu,31,157
2020-04-14,Apr,Miami,16,335
2020-10-16,Oct,Miami,42,273
2020-08-27,Aug,Honolulu,35,212
2020-09-19,Sep,Chicago,38,650
2019-04-23,Apr,Honolulu,17,131
2019-08-03,Aug,Honolulu,31,173
2020-06-15,Jun,Honolulu,25,280
2020-03-28,Mar,Honolulu,13,0
2019-05-08,May,Honolulu,19,174
2019-05-04,May,Honolulu,18,165
2020-07-12,Jul,Honolulu,29,707
2020-05-25,May,Chicago,22,0
2019-10-19,Oct,Chicago,42,6650
2020-11-16,Nov,Honolulu,47,6940
2020-06-06,Jun,Miami,23,0
2019-07-27,Jul,Honolulu,30,6970
2020-03-12,Mar,Honolulu,11,0
2020-10-08,Oct,Anchorage,41,5440
2019-06-05,Jun,Honolulu,23,4730
2019-07-24,Jul,Miami,30,7460
2020-04-01,Apr,Honolulu,14,0
2020-04-08,Apr,Miami,15,0
2020-04-15,Apr,Miami,16,0
2019-08-22,Aug,Honolulu,34,1600
2020-05-15,May,Anchorage,20,0
2019-09-28,Sep,Miami,39,2440
2019-04-24,Apr,Miami,17,1650
2020-10-26,Oct,Honolulu,44,426
2019-12-01,Dec,Honolulu,49,352
2020-06-21,Jun,Honolulu,26,701
2020-08-06,Aug,Honolulu,32,385
2019-03-18,Mar,Anchorage,12,713
2020-11-15,Nov,Honolulu,47,380
2020-07-16,Jul,Honolulu,29,238
2020-06-25,Jun,Honolulu,26,127
2020-08-09,Aug,Honolulu,33,256
2019-04-16,Apr,Miami,16,794
2020-02-20,Feb,Honolulu,8,0
2019-11-22,Nov,Honolulu,47,138
2019-08-24,Aug,Honolulu,34,267
2020-03-24,Mar,Honolulu,13,0
2019-07-23,Jul,Miami,30,123
2020-07-09,Jul,Miami,28,238
2020-03-10,Mar,Miami,11,0
2019-07-12,Jul,Honolulu,28,360
2019-08-28,Aug,Miami,35,124
2019-06-26,Jun,Honolulu,26,246
2019-08-15,Aug,Honolulu,33,195
2019-11-23,Nov,Chicago,47,149
2019-05-06,May,Chicago,19,198
2020-10-09,Oct,Honolulu,41,229
2019-06-04,Jun,Honolulu,23,189
2020-08-05,Aug,Miami,32,354
2019-08-26,Aug,Anchorage,35,192
2020-02-15,Feb,Honolulu,7,0
2019-04-05,Apr,Honolulu,14,373
2020-04-27,Apr,Honolulu,18,91
2019-12-28,Dec,Honolulu,52,191
2019-03-21,Mar,Honolulu,12,241
2020-05-04,May,Honolulu,19,135
2020-05-09,May,Honolulu,19,223
2020-07-13,Jul,Honolulu,29,351
2019-11-10,Nov,Honolulu,46,110
2020-07-28,Jul,Honolulu,31,184
2020-05-28,May,Chicago,22,199
2019-10-26,Oct,Chicago,43,113
2019-10-20,Oct,Honolulu,43,120
2019-05-01,May,Miami,18,204
2020-07-20,Jul,Honolulu,30,97
2020-09-08,Sep,Honolulu,37,210
2019-09-04,Sep,Anchorage,36,357
2020-03-20,Mar,Honolulu,12,0
2020-07-24,Jul,Miami,30,199
2020-07-06,Jul,Miami,28,101
2019-04-08,Apr,Honolulu,15,149
2020-08-21,Aug,Miami,34,354
2019-06-22,Jun,Honolulu,25,203
2019-12-06,Dec,Honolulu,49,120
2019-10-02,Oct,Anchorage,40,97
2019-04-06,Apr,Anchorage,14,105
2020-08-24,Aug,Miami,35,322
2020-09-12,Sep,Honolulu,37,181
2019-12-04,Dec,Honolulu,49,137
2020-03-06,Mar,Honolulu,10,0
2019-12-08,Dec,Honolulu,50,118
2020-07-25,Jul,Anchorage,30,225
2020-11-22,Nov,Honolulu,48,164
2020-07-22,Jul,Honolulu,30,254
2019-03-11,Mar,Honolulu,11,175
2020-02-11,Feb,Honolulu,7,0
2019-08-14,Aug,Miami,33,253
2020-11-23,Nov,Honolulu,48,177
2019-11-25,Nov,Honolulu,48,142
2019-03-12,Mar,Miami,11,266
2019-03-28,Mar,Miami,13,253
2019-05-21,May,Miami,21,264
2020-07-19,Jul,Honolulu,30,228
2019-12-11,Dec,Miami,50,194
2020-03-13,Mar,Honolulu,11,0
2020-06-13,Jun,Miami,24,388
2020-09-16,Sep,Chicago,38,619
2020-05-17,May,Chicago,21,758
2019-09-05,Sep,Honolulu,36,129
2019-06-09,Jun,Honolulu,24,198
2020-08-23,Aug,Miami,35,308
2020-08-26,Aug,Anchorage,35,211
2019-04-15,Apr,Honolulu,16,122
2020-08-14,Aug,Honolulu,33,245
2019-02-25,Feb,Honolulu,9,156
2019-05-10,May,Honolulu,19,182
2019-11-16,Nov,Honolulu,46,161
2019-10-15,Oct,Honolulu,42,135
2019-03-24,Mar,Honolulu,13,149
2019-09-19,Sep,Honolulu,38,166
2019-06-25,Jun,Honolulu,26,211
2019-11-07,Nov,Chicago,45,445
2020-09-23,Sep,Chicago,39,662
2020-10-24,Oct,Honolulu,43,210
2019-05-23,May,Miami,21,230
2019-06-11,Jun,Honolulu,24,206
2020-09-24,Sep,Honolulu,39,211
2019-07-19,Jul,Honolulu,29,707
2019-09-20,Sep,Anchorage,38,7190
2019-03-26,Mar,Honolulu,13,6650
2019-03-01,Mar,Miami,9,6940
2020-07-27,Jul,Miami,31,6720
2020-04-25,Apr,Honolulu,17,0
2019-12-10,Dec,Miami,50,6650
2020-03-26,Mar,Honolulu,13,0
2019-12-27,Dec,Honolulu,52,4730
2020-10-25,Oct,Anchorage,44,7460
2019-07-17,Jul,Anchorage,29,7110
2019-12-02,Dec,Miami,49,7400
2020-04-24,Apr,Miami,17,0
2019-12-25,Dec,Honolulu,52,5070
2019-03-14,Mar,Honolulu,11,5480
2019-04-03,Apr,Miami,14,2440
2020-05-01,May,Honolulu,18,426
2019-04-11,Apr,Miami,15,352
2019-03-09,Mar,Honolulu,10,713
2019-10-05,Oct,Honolulu,40,380
2020-10-04,Oct,Honolulu,41,238
2019-10-17,Oct,Miami,42,127
2020-10-05,Oct,Miami,41,256
2020-09-11,Sep,Miami,37,794
2019-05-25,May,Honolulu,21,400
2019-03-22,Mar,Miami,12,138
2020-03-19,Mar,Honolulu,12,0
2019-07-18,Jul,Honolulu,29,146
2019-06-21,Jun,Miami,25,123
2019-04-27,Apr,Honolulu,17,238
2019-05-26,May,Chicago,22,382
2020-05-11,May,Honolulu,20,124
2019-12-15,Dec,Miami,51,246
2019-06-07,Jun,Anchorage,23,195
2019-07-02,Jul,Honolulu,27,355
2019-12-20,Dec,Honolulu,51,149
2020-02-19,Feb,Honolulu,8,0
2020-04-18,Apr,Miami,16,189
2020-11-20,Nov,Honolulu,47,354
2020-10-20,Oct,Honolulu,43,192
2019-11-01,Nov,Honolulu,44,196
2019-12-03,Dec,Miami,49,373
2019-03-05,Mar,Honolulu,10,91
2020-11-12,Nov,Chicago,46,191
2020-08-04,Aug,Honolulu,32,241
2020-08-01,Aug,Miami,31,135
2019-09-10,Sep,Miami,37,223
2020-06-09,Jun,Honolulu,24,351
2019-04-19,Apr,Miami,16,110
2020-06-18,Jun,Honolulu,25,184
2019-11-28,Nov,Honolulu,48,199
2019-10-22,Oct,Miami,43,113
2019-10-11,Oct,Miami,41,120
2020-08-03,Aug,Honolulu,32,204
2020-07-17,Jul,Miami,29,97
2020-05-26,May,Honolulu,22,95
2019-05-02,May,Anchorage,18,170
2020-02-12,Feb,Miami,7,0
2020-08-22,Aug,Miami,34,101
2020-03-09,Mar,Honolulu,11,0
2020-02-21,Feb,Honolulu,8,0
2020-03-02,Mar,Anchorage,10,0
2020-08-02,Aug,Miami,32,343
2019-07-11,Jul,Honolulu,28,177
2019-11-20,Nov,Honolulu,47,127
2019-08-13,Aug,Miami,33,248
2019-02-10,Feb,Miami,7,209
2020-03-04,Mar,Honolulu,10,0
2019-09-07,Sep,Honolulu,36,135
2019-02-13,Feb,Honolulu,7,156
2020-10-19,Oct,Honolulu,43,195
2019-09-03,Sep,Miami,36,227
2019-09-01,Sep,Miami,36,228
2020-09-20,Sep,Miami,39,331
2020-05-19,May,Honolulu,21,279
2020-05-21,May,Miami,21,432
2020-05-20,May,Honolulu,21,272
2019-06-08,Jun,Honolulu,23,198
2019-06-27,Jun,Miami,26,352
2019-12-16,Dec,Honolulu,51,138
2020-11-05,Nov,Chicago,45,501
2020-07-08,Jul,Miami,28,345
2019-05-22,May,Honolulu,21,190
2019-12-22,Dec,Miami,52,205
2019-03-04,Mar,Anchorage,10,129
2020-03-11,Mar,Honolulu,11,0
2020-02-09,Feb,Honolulu,7,0
2019-07-06,Jul,Honolulu,27,184
2019-08-16,Aug,Miami,33,253
2019-10-18,Oct,Honolulu,42,120
2019-09-02,Sep,Honolulu,36,150
2019-10-01,Oct,Honolulu,40,135
2020-03-08,Mar,Honolulu,11,0
2020-11-27,Nov,Chicago,48,482
2019-12-05,Dec,Honolulu,49,134
2020-07-11,Jul,Miami,28,340
2020-09-25,Sep,Miami,39,293
2020-11-03,Nov,Honolulu,45,165
2020-04-23,Apr,Miami,17,369
2020-03-21,Mar,Honolulu,12,0
2019-10-07,Oct,Honolulu,41,132
2019-09-21,Sep,Miami,38,226
2019-09-26,Sep,Miami,39,206
2020-08-12,Aug,Honolulu,33,243
2019-05-14,May,Miami,20,262
2019-05-12,May,Miami,20,284
2020-10-07,Oct,Honolulu,41,196
2020-02-14,Feb,Honolulu,7,0
2020-05-03,May,Anchorage,19,225
2019-12-09,Dec,Miami,50,188
2019-02-19,Feb,Honolulu,8,154
2019-11-21,Nov,Honolulu,47,130
2019-07-04,Jul,Honolulu,27,192
2020-03-07,Mar,Anchorage,10,0
2020-08-28,Aug,Miami,35,322
2020-06-24,Jun,Honolulu,26,259
2019-09-13,Sep,Honolulu,37,151
2020-02-10,Feb,Miami,7,0
2020-03-14,Mar,Honolulu,11,0
2020-09-09,Sep,Honolulu,37,212
2020-09-13,Sep,Honolulu,38,205
2019-04-14,Apr,Anchorage,16,83
2019-08-04,Aug,Anchorage,32,138
2020-04-09,Apr,Anchorage,15,0
2020-11-06,Nov,Honolulu,45,154
2020-11-21,Nov,Miami,47,220
2019-11-02,Nov,Honolulu,44,162
2020-06-04,Jun,Honolulu,23,0
2020-05-08,May,Miami,19,0
2019-12-26,Dec,Honolulu,52,136
2020-11-10,Nov,Chicago,46,531
2020-07-14,Jul,Miami,29,707
2020-11-01,Nov,Honolulu,45,7190
2019-02-26,Feb,Miami,9,6650
2019-05-15,May,Anchorage,20,6940
2020-03-16,Mar,Honolulu,12,0
2019-02-21,Feb,Honolulu,8,6970
2019-07-28,Jul,Honolulu,31,7160
2020-07-04,Jul,Honolulu,27,6650
2020-08-13,Aug,Miami,33,5440
2020-09-05,Sep,Honolulu,36,4730
2020-09-14,Sep,Honolulu,38,7460
2019-09-16,Sep,Honolulu,38,7110
2019-02-23,Feb,Miami,8,7400
2019-03-25,Mar,Honolulu,13,5040
2019-10-10,Oct,Chicago,41,5070
2019-12-19,Dec,Honolulu,51,5480
2019-06-01,Jun,Miami,22,1600
2020-04-16,Apr,Anchorage,16,0
2019-10-25,Oct,Honolulu,43,2440
2020-08-11,Aug,Miami,33,1650
2019-05-17,May,Honolulu,20,426
2020-10-28,Oct,Honolulu,44,352
2020-04-20,Apr,Anchorage,17,0
2020-04-07,Apr,Anchorage,15,0
2020-08-25,Aug,Honolulu,35,713
2019-05-28,May,Miami,22,380
2020-05-13,May,Miami,20,0
2020-10-14,Oct,Honolulu,42,238
2020-06-17,Jun,Honolulu,25,0
2019-11-15,Nov,Anchorage,46,256
2019-07-26,Jul,Miami,30,794
2019-02-14,Feb,Miami,7,400
2020-07-23,Jul,Honolulu,30,138
2020-11-19,Nov,Honolulu,47,267
2019-07-14,Jul,Honolulu,29,146
2020-03-18,Mar,Honolulu,12,0
2019-04-04,Apr,Miami,14,360
2020-02-27,Feb,Miami,9,0
2019-06-14,Jun,Honolulu,24,246
2019-05-27,May,Honolulu,22,355
2020-02-17,Feb,Miami,8,0
2019-04-26,Apr,Miami,17,229
2019-08-06,Aug,Anchorage,32,189
2019-08-18,Aug,Anchorage,34,354
2019-02-16,Feb,Anchorage,7,192
2019-10-12,Oct,Honolulu,41,196
2020-10-01,Oct,Miami,40,373
2020-04-11,Apr,Miami,15,0
2019-06-28,Jun,Honolulu,26,191
2019-05-24,May,Miami,21,241
2019-11-17,Nov,Chicago,47,223
2019-07-21,Jul,Miami,30,351
2019-11-27,Nov,Honolulu,48,110
2019-11-12,Nov,Anchorage,46,199
2019-03-27,Mar,Honolulu,13,113
2020-06-27,Jun,Honolulu,26,204
2019-06-02,Jun,Honolulu,23,97
2019-02-27,Feb,Miami,9,210
2019-04-20,Apr,Miami,16,95
2020-04-17,Apr,Miami,16,0
2019-04-01,Apr,Miami,14,170
2019-05-11,May,Honolulu,19,101
2020-10-10,Oct,Chicago,41,566
2019-06-15,Jun,Miami,24,325
2019-02-24,Feb,Anchorage,9,120
2019-08-21,Aug,Miami,34,246
2020-09-03,Sep,Honolulu,36,188
2019-04-22,Apr,Miami,17,205
2020-08-16,Aug,Anchorage,34,209
2019-12-17,Dec,Honolulu,51,124
2019-11-24,Nov,Miami,48,203
2019-05-19,May,Miami,21,247
2019-04-18,Apr,Miami,16,198
2020-10-17,Oct,Honolulu,42,178
2019-09-06,Sep,Anchorage,36,125
2020-06-05,Jun,Miami,23,0
2019-07-10,Jul,Miami,28,247
2020-06-19,Jun,Honolulu,25,0
2019-10-09,Oct,Honolulu,41,128
2020-06-08,Jun,Honolulu,24,0
2019-06-06,Jun,Anchorage,23,168
2020-07-07,Jul,Miami,28,355
2020-11-13,Nov,Honolulu,46,142
2019-04-09,Apr,Miami,15,192
2019-06-23,Jun,Honolulu,26,199
2019-03-07,Mar,Miami,10,256
2019-10-24,Oct,Honolulu,43,115
2019-02-28,Feb,Miami,9,229
2020-07-03,Jul,Honolulu,27,228
2019-08-17,Aug,Miami,33,234
2020-02-22,Feb,Anchorage,8,0
2020-09-04,Sep,Honolulu,36,221
2019-09-08,Sep,Miami,37,219
2019-08-12,Aug,Miami,33,252
2019-03-13,Mar,Honolulu,11,180
2020-10-27,Oct,Miami,44,278
2020-11-17,Nov,Chicago,47,511
2019-06-24,Jun,Miami,26,334
2019-10-06,Oct,Honolulu,41,107
2020-05-02,May,Miami,18,0
2020-10-16,Oct,Anchorage,42,194
2020-11-04,Nov,Honolulu,45,148
2019-03-08,Mar,Honolulu,10,194
2019-03-19,Mar,Honolulu,12,190
2019-07-25,Jul,Miami,30,292
2020-04-22,Apr,Miami,17,0
2019-04-12,Apr,Miami,15,196
2019-07-09,Jul,Miami,28,240
2019-05-16,May,Honolulu,20,162
2020-10-15,Oct,Chicago,42,510
2020-05-10,May,Miami,20,0
2019-06-03,Jun,Anchorage,23,186
2019-02-22,Feb,Miami,8,225
2020-09-10,Sep,Honolulu,37,208
2019-08-20,Aug,Miami,34,254
2020-07-01,Jul,Anchorage,27,248
2020-02-26,Feb,Anchorage,9,0
2020-11-25,Nov,Miami,48,243
2019-11-06,Nov,Miami,45,211
2020-04-13,Apr,Miami,16,0
2019-10-23,Oct,Honolulu,43,137
2019-09-28,Sep,Anchorage,39,113
2019-03-16,Mar,Miami,11,228
2019-07-20,Jul,Miami,29,707
2020-03-05,Mar,Honolulu,10,0
2020-10-13,Oct,Honolulu,42,6650
2019-06-19,Jun,Honolulu,25,6940
2020-06-22,Jun,Miami,26,6720
2020-09-18,Sep,Honolulu,38,6970
2020-04-10,Apr,Miami,15,0
2019-03-03,Mar,Honolulu,10,5440
2020-11-24,Nov,Miami,48,4730
2020-09-21,Sep,Honolulu,39,7460
2020-02-24,Feb,Miami,9,0
2019-07-08,Jul,Honolulu,28,7400
2020-02-13,Feb,Miami,7,0
2020-07-26,Jul,Anchorage,31,1600
2019-09-11,Sep,Honolulu,37,1760
2019-09-23,Sep,Miami,39,2440
2019-08-25,Aug,Miami,35,1650
2019-03-20,Mar,Honolulu,12,426
2019-09-25,Sep,Miami,39,352
2019-10-08,Oct,Chicago,41,385
2020-03-03,Mar,Miami,10,0
2019-10-14,Oct,Honolulu,42,380
2020-05-06,May,Miami,19,0
2020-11-26,Nov,Honolulu,48,238
2019-05-09,May,Honolulu,19,256
2020-05-24,May,Honolulu,22,0
2020-07-02,Jul,Miami,27,400
2019-06-16,Jun,Miami,25,138
2019-12-07,Dec,Miami,49,267
2020-08-18,Aug,Miami,34,146
2020-07-21,Jul,Miami,30,123
2020-05-23,May,Honolulu,21,0
2019-10-28,Oct,Chicago,44,382
2020-02-18,Feb,Honolulu,8,0
2019-11-08,Nov,Miami,45,124
2020-06-06,Jun,Anchorage,23,0
2020-02-16,Feb,Miami,8,0
2019-06-12,Jun,Miami,24,355
2020-09-26,Sep,Honolulu,39,149
2019-12-12,Dec,Miami,50,198
2019-07-24,Jul,Anchorage,30,229
2020-09-27,Sep,Miami,40,192
2020-11-18,Nov,Miami,47,196
2019-12-21,Dec,Miami,51,373
2020-10-23,Oct,Honolulu,43,91
2020-05-05,May,Miami,19,0
2019-11-26,Nov,Miami,48,241
2019-03-23,Mar,Honolulu,12,135
2020-04-12,Apr,Miami,16,0
2019-03-02,Mar,Honolulu,9,351
2020-03-27,Mar,Miami,13,0
2020-04-02,Apr,Miami,14,184
2019-08-19,Aug,Miami,34,199
2019-05-03,May,Honolulu,18,120
2019-04-07,Apr,Anchorage,15,204
2019-04-21,Apr,Miami,17,97
2019-07-13,Jul,Miami,28,210
2019-07-15,Jul,Honolulu,29,95
2019-02-20,Feb,Miami,8,357
2019-07-23,Jul,Anchorage,30,170
2020-07-09,Jul,Anchorage,28,199
2020-03-10,Mar,Anchorage,11,0
2020-04-26,Apr,Miami,18,336
2020-08-10,Aug,Anchorage,33,198
2020-07-15,Jul,Miami,29,707
2020-11-02,Nov,Honolulu,45,7190
2019-02-15,Feb,Anchorage,7,6650
2019-06-10,Jun,Honolulu,24,6940
2019-10-13,Oct,Chicago,42,6720
2019-03-10,Mar,Miami,11,6970
2020-10-21,Oct,Honolulu,43,7160
2020-04-14,Apr,Anchorage,16,0
2020-10-02,Oct,Honolulu,40,5440
2019-07-01,Jul,Honolulu,27,4730
2019-11-14,Nov,Honolulu,46,7460
2019-10-04,Oct,Honolulu,40,7110
2020-06-01,Jun,Miami,23,0
2019-03-15,Mar,Miami,11,5040
2019-06-18,Jun,Miami,25,5070
2019-12-24,Dec,Miami,52,5480
2020-03-01,Mar,Miami,10,0
2019-11-05,Nov,Honolulu,45,1760
2019-09-18,Sep,Chicago,38,2440
2020-11-07,Nov,Miami,45,426
2019-05-01,May,Anchorage,18,352
2020-02-25,Feb,Miami,9,0
2020-06-16,Jun,Miami,25,385
2020-04-21,Apr,Miami,17,713
2020-07-24,Jul,Anchorage,30,235
2020-07-06,Jul,Anchorage,28,238
2020-07-18,Jul,Honolulu,29,127
2020-04-08,Apr,Anchorage,15,256
2020-04-15,Apr,Anchorage,16,794
2019-09-24,Sep,Honolulu,39,138
2019-04-24,Apr,Anchorage,17,267
2020-10-12,Oct,Miami,42,146
2020-03-15,Mar,Honolulu,12,0
2020-02-23,Feb,Miami,9,0
2019-05-07,May,Honolulu,19,382
2019-11-09,Nov,Miami,45,360
2020-08-08,Aug,Miami,32,124
2019-08-23,Aug,Miami,34,246
2020-05-22,May,Honolulu,21,355
2019-04-16,Apr,Anchorage,16,149
2019-08-09,Aug,Miami,32,198
2020-06-11,Jun,Miami,24,229
2019-07-22,Jul,Honolulu,30,189
2020-06-03,Jun,Miami,23,354
2019-03-12,Mar,Anchorage,11,192
2019-03-28,Mar,Anchorage,13,196
2019-05-21,May,Anchorage,21,373
2019-08-08,Aug,Miami,32,91
2019-08-28,Aug,Anchorage,35,191
2020-06-12,Jun,Miami,24,241
2020-09-02,Sep,Honolulu,36,135
2020-06-23,Jun,Honolulu,26,351
2019-10-27,Oct,Chicago,44,110
2020-11-09,Nov,Miami,46,184
2020-09-06,Sep,Honolulu,37,199
2020-08-05,Aug,Anchorage,32,113
2020-10-11,Oct,Honolulu,42,120
2020-07-05,Jul,Honolulu,28,204
2019-09-09,Sep,Honolulu,37,97
2020-10-22,Oct,Honolulu,43,210
2020-06-15,Jun,Miami,25,95
2020-03-22,Mar,Miami,13,0
2020-06-28,Jun,Miami,27,170
2020-02-28,Feb,Miami,9,0
2019-05-04,May,Miami,18,101
2020-11-14,Nov,Honolulu,46,176
2019-09-27,Sep,Chicago,39,414
2020-11-16,Nov,Miami,47,262
2019-05-23,May,Anchorage,21,123
2019-07-03,Jul,Miami,27,218
2020-03-12,Mar,Miami,11,0
2019-02-12,Feb,Miami,7,229
2020-07-10,Jul,Miami,28,339
2019-03-01,Mar,Anchorage,9,139
2020-07-27,Jul,Anchorage,31,220
2020-06-02,Jun,Honolulu,23,275
2020-08-21,Aug,Anchorage,34,187
2020-09-22,Sep,Honolulu,39,216
2020-08-24,Aug,Anchorage,35,213
2020-10-26,Oct,Miami,44,289
2019-11-19,Nov,Honolulu,47,150
2020-06-10,Jun,Miami,24,418
2020-05-16,May,Honolulu,20,256
2020-11-15,Nov,Miami,47,260
2019-12-13,Dec,Miami,50,201
2019-02-18,Feb,Miami,8,213
2020-06-25,Jun,Miami,26,408
2020-11-08,Nov,Honolulu,46,145
2019-08-14,Aug,Anchorage,33,122
2020-08-19,Aug,Miami,34,334
2019-11-11,Nov,Miami,46,224
2020-03-17,Mar,Honolulu,12,0
2020-06-07,Jun,Miami,24,362
2019-10-17,Oct,Anchorage,42,107
2020-10-05,Oct,Anchorage,41,174
2020-09-11,Sep,Anchorage,37,206
2019-08-11,Aug,Miami,33,253
2019-12-11,Dec,Anchorage,50,115
2019-06-20,Jun,Miami,25,319
2020-09-17,Sep,Honolulu,38,204
2020-06-13,Jun,Anchorage,24,238
2020-06-26,Jun,Honolulu,26,277
2020-04-06,Apr,Honolulu,15,241
2020-10-09,Oct,Miami,41,297
2020-09-15,Sep,Honolulu,38,221
2020-08-23,Aug,Anchorage,35,232
2019-09-14,Sep,Honolulu,37,159
2019-03-06,Mar,Honolulu,10,204
2020-09-07,Sep,Honolulu,37,214
2020-09-01,Sep,Honolulu,36,219
2019-03-21,Mar,Miami,12,246
2020-03-28,Mar,Miami,13,0
2019-05-08,May,Miami,19,246
2019-11-10,Nov,Miami,46,243
2020-10-18,Oct,Honolulu,43,198
2019-04-13,Apr,Honolulu,15,135
2020-03-23,Mar,Honolulu,13,0
2019-10-20,Oct,Miami,43,191
2019-09-10,Sep,Anchorage,37,110
2019-07-27,Jul,Miami,30,246
2020-09-08,Sep,Miami,37,329
2019-06-05,Jun,Miami,23,347
2019-10-22,Oct,Anchorage,43,78
2019-10-11,Oct,Anchorage,41,102
2019-09-17,Sep,Honolulu,38,150
2019-12-10,Dec,Anchorage,50,115
2020-09-28,Sep,Honolulu,40,192
2019-12-02,Dec,Anchorage,49,103
2020-09-12,Sep,Miami,37,344
2019-04-28,Apr,Miami,18,184
2019-06-17,Jun,Miami,25,315
2019-11-13,Nov,Honolulu,46,178
2020-11-22,Nov,Miami,48,215
2019-12-18,Dec,Miami,51,195
2020-07-16,Jul,Miami,29,7070
2019-03-11,Mar,Miami,11,7190
2020-10-03,Oct,Honolulu,40,6650
