date,MonthName,CityName,WeekNumber,BedOccupancied
2019-09-22,Sep,Chicago,39,0
2020-07-04,Jul,Honolulu,27,0
2020-07-03,Jul,Honolulu,27,0
2020-07-01,Jul,Anchorage,27,0
2019-06-20,Jun,Honolulu,25,0
2019-08-10,Aug,Honolulu,32,0
2019-02-15,Feb,Miami,7,226
2020-07-02,Jul,Miami,27,0
2019-06-13,Jun,Chicago,24,0
2020-06-28,Jun,Miami,27,0
2019-08-01,Aug,Honolulu,31,0
2020-07-04,Jul,Miami,27,0
2020-07-02,Jul,Anchorage,27,0
2020-07-03,Jul,Miami,27,0
2020-06-28,Jun,Anchorage,27,0
2019-04-23,Apr,Honolulu,17,0
2019-08-03,Aug,Honolulu,31,0
2020-07-04,Jul,Anchorage,27,0
2020-07-03,Jul,Anchorage,27,0
2019-05-08,May,Honolulu,19,0
2019-05-04,May,Honolulu,18,0
2020-07-08,Jul,Los Angeles,28,6675
2020-07-11,Jul,Los Angeles,28,0
2019-10-19,Oct,Chicago,42,0
2020-07-07,Jul,Los Angeles,28,0
2020-07-09,Jul,Los Angeles,28,0
2019-07-27,Jul,Honolulu,30,0
2020-07-10,Jul,Los Angeles,28,0
2020-07-06,Jul,Los Angeles,28,0
2019-06-05,Jun,Honolulu,23,0
2019-07-24,Jul,Miami,30,0
2020-07-05,Jul,Los Angeles,28,0
2020-07-08,Jul,Chicago,28,0
2020-07-11,Jul,Chicago,28,0
2019-08-22,Aug,Honolulu,34,0
2020-07-09,Jul,Chicago,28,0
2019-09-28,Sep,Miami,39,0
2019-04-24,Apr,Miami,17,0
2020-07-06,Jul,Chicago,28,0
2020-07-07,Jul,Chicago,28,0
2020-07-10,Jul,Chicago,28,0
2019-03-18,Mar,Anchorage,12,0
2020-07-09,Jul,Honolulu,28,0
2020-07-06,Jul,Honolulu,28,0
2020-07-08,Jul,Honolulu,28,0
2020-07-11,Jul,Honolulu,28,0
2019-04-16,Apr,Miami,16,0
2020-07-05,Jul,Chicago,28,0
2019-11-22,Nov,Honolulu,47,0
2019-08-24,Aug,Honolulu,34,0
2020-07-07,Jul,Honolulu,28,0
2019-07-23,Jul,Miami,30,0
2020-07-10,Jul,Honolulu,28,0
2020-07-09,Jul,Miami,28,0
2019-07-12,Jul,Honolulu,28,0
2019-08-28,Aug,Miami,35,0
2019-06-26,Jun,Honolulu,26,0
2019-08-15,Aug,Honolulu,33,0
2019-11-23,Nov,Chicago,47,0
2019-05-06,May,Chicago,19,0
2020-07-06,Jul,Miami,28,0
2019-06-04,Jun,Honolulu,23,0
2020-07-08,Jul,Miami,28,0
2019-08-26,Aug,Anchorage,35,0
2020-07-11,Jul,Miami,28,0
2019-04-05,Apr,Honolulu,14,0
2020-07-07,Jul,Miami,28,0
2019-03-21,Mar,Honolulu,12,0
2020-07-09,Jul,Anchorage,28,0
2020-07-06,Jul,Anchorage,28,0
2020-07-05,Jul,Honolulu,28,0
2019-11-10,Nov,Honolulu,46,0
2020-07-10,Jul,Miami,28,0
2020-07-08,Jul,Anchorage,28,0
2019-10-26,Oct,Chicago,43,0
2019-10-20,Oct,Honolulu,43,0
2019-05-01,May,Miami,18,0
2020-07-11,Jul,Anchorage,28,0
2020-07-07,Jul,Anchorage,28,0
2019-09-04,Sep,Anchorage,36,0
2020-07-10,Jul,Anchorage,28,0
2020-07-05,Jul,Miami,28,0
2020-07-05,Jul,Anchorage,28,0
2019-04-08,Apr,Honolulu,15,0
2020-07-12,Jul,Los Angeles,29,7989
2019-06-22,Jun,Honolulu,25,0
2019-10-02,Oct,Anchorage,40,0
2019-04-06,Apr,Anchorage,14,0
2020-07-14,Jul,Los Angeles,29,0
2020-07-15,Jul,Los Angeles,29,0
2020-07-17,Jul,Los Angeles,29,0
2020-07-16,Jul,Los Angeles,29,0
2020-07-13,Jul,Los Angeles,29,0
2020-07-18,Jul,Los Angeles,29,0
2019-03-11,Mar,Honolulu,11,175
2020-07-14,Jul,Chicago,29,0
2019-08-14,Aug,Miami,33,0
2020-07-17,Jul,Chicago,29,0
2019-11-25,Nov,Honolulu,48,0
2019-03-12,Mar,Miami,11,266
2019-03-28,Mar,Miami,13,0
2019-05-21,May,Miami,21,0
2020-07-15,Jul,Chicago,29,0
2020-07-12,Jul,Chicago,29,0
2020-07-16,Jul,Chicago,29,0
2020-07-13,Jul,Chicago,29,0
2020-07-17,Jul,Honolulu,29,0
2019-09-05,Sep,Honolulu,36,0
2019-06-09,Jun,Honolulu,24,0
2020-07-14,Jul,Honolulu,29,0
2020-07-18,Jul,Chicago,29,0
2019-04-15,Apr,Honolulu,16,0
2020-07-15,Jul,Honolulu,29,0
2019-02-25,Feb,Honolulu,9,156
2019-05-10,May,Honolulu,19,0
2019-11-16,Nov,Honolulu,46,0
2019-10-15,Oct,Honolulu,42,0
2019-03-24,Mar,Honolulu,13,0
2019-09-19,Sep,Honolulu,38,0
2019-06-25,Jun,Honolulu,26,0
2019-11-07,Nov,Chicago,45,0
2020-07-12,Jul,Honolulu,29,0
2020-07-16,Jul,Honolulu,29,0
2019-05-23,May,Miami,21,0
2019-06-11,Jun,Honolulu,24,0
2020-07-13,Jul,Honolulu,29,0
2019-07-19,Jul,Honolulu,29,0
2019-09-20,Sep,Anchorage,38,0
2019-03-26,Mar,Honolulu,13,0
2019-03-01,Mar,Miami,9,6940
2020-07-17,Jul,Miami,29,0
2020-07-14,Jul,Miami,29,0
2020-07-15,Jul,Miami,29,0
2020-07-18,Jul,Honolulu,29,0
2019-07-17,Jul,Anchorage,29,0
2020-07-16,Jul,Miami,29,0
2019-03-14,Mar,Honolulu,11,5480
2019-04-03,Apr,Miami,14,0
2020-07-13,Jul,Miami,29,0
2019-04-11,Apr,Miami,15,0
2019-03-09,Mar,Honolulu,10,713
2019-10-05,Oct,Honolulu,40,0
2020-07-17,Jul,Anchorage,29,0
2019-10-17,Oct,Miami,42,0
2020-07-12,Jul,Miami,29,0
2020-07-14,Jul,Anchorage,29,0
2019-05-25,May,Honolulu,21,0
2019-03-22,Mar,Miami,12,0
2020-07-15,Jul,Anchorage,29,0
2019-07-18,Jul,Honolulu,29,0
2019-06-21,Jun,Miami,25,0
2019-04-27,Apr,Honolulu,17,0
2019-05-26,May,Chicago,22,0
2020-07-18,Jul,Miami,29,0
2019-06-07,Jun,Anchorage,23,0
2019-07-02,Jul,Honolulu,27,0
2020-07-16,Jul,Anchorage,29,0
2020-07-13,Jul,Anchorage,29,0
2020-07-12,Jul,Anchorage,29,0
2020-07-18,Jul,Anchorage,29,0
2019-11-01,Nov,Honolulu,44,0
2019-03-05,Mar,Honolulu,10,91
2020-07-25,Jul,Los Angeles,30,10534
2020-07-24,Jul,Los Angeles,30,0
2020-07-19,Jul,Los Angeles,30,0
2019-09-10,Sep,Miami,37,0
2020-07-21,Jul,Los Angeles,30,0
2019-04-19,Apr,Miami,16,0
2020-07-20,Jul,Los Angeles,30,0
2019-11-28,Nov,Honolulu,48,0
2019-10-22,Oct,Miami,43,0
2019-10-11,Oct,Miami,41,0
2020-07-23,Jul,Los Angeles,30,0
2020-07-22,Jul,Los Angeles,30,0
2020-07-25,Jul,Chicago,30,0
2019-05-02,May,Anchorage,18,0
2020-07-24,Jul,Chicago,30,0
2020-07-21,Jul,Chicago,30,0
2020-07-19,Jul,Chicago,30,0
2020-07-20,Jul,Chicago,30,0
2020-07-22,Jul,Chicago,30,0
2020-07-23,Jul,Chicago,30,0
2019-07-11,Jul,Honolulu,28,0
2019-11-20,Nov,Honolulu,47,0
2019-08-13,Aug,Miami,33,0
2019-02-10,Feb,Miami,7,209
2020-07-25,Jul,Honolulu,30,0
2019-09-07,Sep,Honolulu,36,0
2019-02-13,Feb,Honolulu,7,156
2020-07-24,Jul,Honolulu,30,0
2019-09-03,Sep,Miami,36,0
2019-09-01,Sep,Miami,36,0
2020-07-25,Jul,Miami,30,0
2020-07-21,Jul,Honolulu,30,0
2020-07-20,Jul,Honolulu,30,0
2020-07-24,Jul,Miami,30,0
2019-06-08,Jun,Honolulu,23,0
2019-06-27,Jun,Miami,26,0
2020-07-25,Jul,Anchorage,30,0
2020-07-22,Jul,Honolulu,30,0
2019-05-22,May,Honolulu,21,0
2019-03-04,Mar,Anchorage,10,129
2020-07-19,Jul,Honolulu,30,0
2020-07-23,Jul,Honolulu,30,0
2019-07-06,Jul,Honolulu,27,0
2019-08-16,Aug,Miami,33,0
2019-10-18,Oct,Honolulu,42,0
2019-09-02,Sep,Honolulu,36,0
2019-10-01,Oct,Honolulu,40,0
2020-07-21,Jul,Miami,30,0
2020-07-24,Jul,Anchorage,30,0
2020-07-20,Jul,Miami,30,0
2020-07-22,Jul,Miami,30,0
2020-07-19,Jul,Miami,30,0
2020-07-21,Jul,Anchorage,30,0
2020-07-23,Jul,Miami,30,0
2019-10-07,Oct,Honolulu,41,0
2019-09-21,Sep,Miami,38,0
2019-09-26,Sep,Miami,39,0
2020-07-20,Jul,Anchorage,30,0
2019-05-14,May,Miami,20,0
2019-05-12,May,Miami,20,0
2020-07-22,Jul,Anchorage,30,0
2020-07-19,Jul,Anchorage,30,0
2020-07-23,Jul,Anchorage,30,0
2019-02-19,Feb,Honolulu,8,154
2019-11-21,Nov,Honolulu,47,0
2019-07-04,Jul,Honolulu,27,0
2020-08-01,Aug,Los Angeles,31,13976
2020-07-28,Jul,Los Angeles,31,0
2020-07-26,Jul,Los Angeles,31,0
2019-09-13,Sep,Honolulu,37,0
2020-07-27,Jul,Los Angeles,31,0
2020-08-01,Aug,Chicago,31,0
2020-07-26,Jul,Chicago,31,0
2020-07-27,Jul,Chicago,31,0
2019-04-14,Apr,Anchorage,16,0
2019-08-04,Aug,Anchorage,32,0
2020-07-28,Jul,Chicago,31,0
2020-07-26,Jul,Honolulu,31,0
2020-08-01,Aug,Honolulu,31,0
2019-11-02,Nov,Honolulu,44,0
2020-07-27,Jul,Honolulu,31,0
2020-07-26,Jul,Miami,31,0
2020-07-28,Jul,Honolulu,31,0
2020-07-27,Jul,Miami,31,0
2020-08-01,Aug,Miami,31,0
2019-02-26,Feb,Miami,9,6650
2019-05-15,May,Anchorage,20,0
2020-07-26,Jul,Anchorage,31,0
2019-02-21,Feb,Honolulu,8,6970
2019-07-28,Jul,Honolulu,31,0
2020-07-27,Jul,Anchorage,31,0
2020-08-01,Aug,Anchorage,31,0
2020-07-28,Jul,Miami,31,0
2020-07-28,Jul,Anchorage,31,0
2019-09-16,Sep,Honolulu,38,0
2019-02-23,Feb,Miami,8,7400
2019-03-25,Mar,Honolulu,13,0
2019-10-10,Oct,Chicago,41,0
2019-06-01,Jun,Miami,22,0
2020-08-06,Aug,Los Angeles,32,15400
2019-10-25,Oct,Honolulu,43,0
2020-08-04,Aug,Los Angeles,32,0
2019-05-17,May,Honolulu,20,0
2020-08-02,Aug,Los Angeles,32,0
2020-08-08,Aug,Los Angeles,32,0
2020-08-07,Aug,Los Angeles,32,0
2020-08-05,Aug,Los Angeles,32,0
2019-05-28,May,Miami,22,0
2020-08-03,Aug,Los Angeles,32,0
2020-08-05,Aug,Chicago,32,0
2020-08-02,Aug,Chicago,32,0
2019-11-15,Nov,Anchorage,46,0
2019-07-26,Jul,Miami,30,0
2019-02-14,Feb,Miami,7,400
2020-08-08,Aug,Chicago,32,0
2020-08-06,Aug,Chicago,32,0
2019-07-14,Jul,Honolulu,29,0
2020-08-04,Aug,Chicago,32,0
2019-04-04,Apr,Miami,14,0
2020-08-03,Aug,Chicago,32,0
2019-06-14,Jun,Honolulu,24,0
2019-05-27,May,Honolulu,22,0
2020-08-05,Aug,Honolulu,32,0
2019-04-26,Apr,Miami,17,0
2019-08-06,Aug,Anchorage,32,0
2019-08-18,Aug,Anchorage,34,0
2019-02-16,Feb,Anchorage,7,192
2019-10-12,Oct,Honolulu,41,0
2020-08-07,Aug,Chicago,32,0
2020-08-02,Aug,Honolulu,32,0
2019-06-28,Jun,Honolulu,26,0
2019-05-24,May,Miami,21,0
2019-11-17,Nov,Chicago,47,0
2019-07-21,Jul,Miami,30,0
2019-11-27,Nov,Honolulu,48,0
2019-11-12,Nov,Anchorage,46,0
2019-03-27,Mar,Honolulu,13,0
2020-08-08,Aug,Honolulu,32,0
2019-06-02,Jun,Honolulu,23,0
2019-02-27,Feb,Miami,9,210
2019-04-20,Apr,Miami,16,0
2020-08-06,Aug,Honolulu,32,0
2019-04-01,Apr,Miami,14,0
2019-05-11,May,Honolulu,19,0
2020-08-05,Aug,Miami,32,0
2019-06-15,Jun,Miami,24,0
2019-02-24,Feb,Anchorage,9,120
2019-08-21,Aug,Miami,34,0
2020-08-04,Aug,Honolulu,32,0
2019-04-22,Apr,Miami,17,0
2020-08-03,Aug,Honolulu,32,0
2019-11-24,Nov,Miami,48,0
2019-05-19,May,Miami,21,0
2019-04-18,Apr,Miami,16,0
2020-08-02,Aug,Miami,32,0
2019-09-06,Sep,Anchorage,36,0
2020-08-08,Aug,Miami,32,0
2019-07-10,Jul,Miami,28,0
2020-08-05,Aug,Anchorage,32,0
2019-10-09,Oct,Honolulu,41,0
2020-08-07,Aug,Honolulu,32,0
2019-06-06,Jun,Anchorage,23,0
2020-08-02,Aug,Anchorage,32,0
2020-08-06,Aug,Miami,32,0
2019-04-09,Apr,Miami,15,0
2019-06-23,Jun,Honolulu,26,0
2019-03-07,Mar,Miami,10,256
2019-10-24,Oct,Honolulu,43,0
2019-02-28,Feb,Miami,9,229
2020-08-03,Aug,Miami,32,0
2019-08-17,Aug,Miami,33,0
2020-08-04,Aug,Miami,32,0
2020-08-08,Aug,Anchorage,32,0
2019-09-08,Sep,Miami,37,0
2019-08-12,Aug,Miami,33,0
2019-03-13,Mar,Honolulu,11,180
2020-08-06,Aug,Anchorage,32,0
2020-08-03,Aug,Anchorage,32,0
2019-06-24,Jun,Miami,26,0
2019-10-06,Oct,Honolulu,41,0
2020-08-07,Aug,Miami,32,0
2020-08-04,Aug,Anchorage,32,0
2020-08-07,Aug,Anchorage,32,0
2019-03-08,Mar,Honolulu,10,194
2019-03-19,Mar,Honolulu,12,0
2019-07-25,Jul,Miami,30,0
2020-08-09,Aug,Los Angeles,33,20789
2019-04-12,Apr,Miami,15,0
2019-07-09,Jul,Miami,28,0
2019-05-16,May,Honolulu,20,0
2020-08-10,Aug,Los Angeles,33,0
2020-08-13,Aug,Los Angeles,33,0
2019-06-03,Jun,Anchorage,23,0
2019-02-22,Feb,Miami,8,225
2020-08-15,Aug,Los Angeles,33,0
2019-08-20,Aug,Miami,34,0
2020-08-11,Aug,Los Angeles,33,0
2020-08-14,Aug,Los Angeles,33,0
2020-08-12,Aug,Los Angeles,33,0
2019-11-06,Nov,Miami,45,0
2020-08-10,Aug,Chicago,33,0
2019-10-23,Oct,Honolulu,43,0
2019-09-28,Sep,Anchorage,39,0
2019-03-16,Mar,Miami,11,228
2019-07-20,Jul,Miami,29,0
2020-08-13,Aug,Chicago,33,0
2020-08-11,Aug,Chicago,33,0
2019-06-19,Jun,Honolulu,25,0
2020-08-09,Aug,Chicago,33,0
2020-08-14,Aug,Chicago,33,0
2020-08-10,Aug,Honolulu,33,0
2019-03-03,Mar,Honolulu,10,5440
2020-08-12,Aug,Chicago,33,0
2020-08-15,Aug,Chicago,33,0
2020-08-13,Aug,Honolulu,33,0
2019-07-08,Jul,Honolulu,28,0
2020-08-11,Aug,Honolulu,33,0
2020-08-10,Aug,Miami,33,0
2019-09-11,Sep,Honolulu,37,0
2019-09-23,Sep,Miami,39,0
2019-08-25,Aug,Miami,35,0
2019-03-20,Mar,Honolulu,12,0
2019-09-25,Sep,Miami,39,0
2019-10-08,Oct,Chicago,41,0
2020-08-09,Aug,Honolulu,33,0
2019-10-14,Oct,Honolulu,42,0
2020-08-14,Aug,Honolulu,33,0
2020-08-12,Aug,Honolulu,33,0
2019-05-09,May,Honolulu,19,0
2020-08-13,Aug,Miami,33,0
2020-08-11,Aug,Miami,33,0
2019-06-16,Jun,Miami,25,0
2020-08-10,Aug,Anchorage,33,0
2020-08-15,Aug,Honolulu,33,0
2020-08-09,Aug,Miami,33,0
2019-10-28,Oct,Chicago,44,0
2020-08-14,Aug,Miami,33,0
2019-11-08,Nov,Miami,45,0
2020-08-13,Aug,Anchorage,33,0
2020-08-11,Aug,Anchorage,33,0
2019-06-12,Jun,Miami,24,0
2020-08-12,Aug,Miami,33,0
2019-07-24,Jul,Anchorage,30,0
2020-08-14,Aug,Anchorage,33,0
2020-08-09,Aug,Anchorage,33,0
2020-08-12,Aug,Anchorage,33,0
2020-08-15,Aug,Miami,33,0
2019-11-26,Nov,Miami,48,0
2019-03-23,Mar,Honolulu,12,0
2020-08-15,Aug,Anchorage,33,0
2019-03-02,Mar,Honolulu,9,351
2020-08-22,Aug,Los Angeles,34,25896
2020-08-16,Aug,Los Angeles,34,0
2019-08-19,Aug,Miami,34,0
2019-05-03,May,Honolulu,18,0
2019-04-07,Apr,Anchorage,15,0
2019-04-21,Apr,Miami,17,0
2019-07-13,Jul,Miami,28,0
2019-07-15,Jul,Honolulu,29,0
2019-02-20,Feb,Miami,8,357
2019-07-23,Jul,Anchorage,30,0
2020-08-21,Aug,Los Angeles,34,0
2020-08-19,Aug,Los Angeles,34,0
2020-08-17,Aug,Los Angeles,34,0
2020-08-18,Aug,Los Angeles,34,0
2020-08-20,Aug,Los Angeles,34,0
2020-08-16,Aug,Chicago,34,0
2019-02-15,Feb,Anchorage,7,6650
2019-06-10,Jun,Honolulu,24,0
2019-10-13,Oct,Chicago,42,0
2019-03-10,Mar,Miami,11,6970
2020-08-21,Aug,Chicago,34,0
2020-08-22,Aug,Chicago,34,0
2020-08-18,Aug,Chicago,34,0
2019-07-01,Jul,Honolulu,27,0
2019-11-14,Nov,Honolulu,46,0
2019-10-04,Oct,Honolulu,40,0
2020-08-19,Aug,Chicago,34,0
2019-03-15,Mar,Miami,11,5040
2019-06-18,Jun,Miami,25,0
2020-08-16,Aug,Honolulu,34,0
2019-11-05,Nov,Honolulu,45,0
2019-09-18,Sep,Chicago,38,0
2020-08-21,Aug,Honolulu,34,0
2019-05-01,May,Anchorage,18,0
2020-08-22,Aug,Honolulu,34,0
2020-08-17,Aug,Chicago,34,0
2020-08-20,Aug,Chicago,34,0
2020-08-18,Aug,Honolulu,34,0
2020-08-16,Aug,Miami,34,0
2020-08-19,Aug,Honolulu,34,0
2020-08-21,Aug,Miami,34,0
2020-08-22,Aug,Miami,34,0
2019-09-24,Sep,Honolulu,39,0
2019-04-24,Apr,Anchorage,17,0
2020-08-16,Aug,Anchorage,34,0
2020-08-18,Aug,Miami,34,0
2020-08-21,Aug,Anchorage,34,0
2019-05-07,May,Honolulu,19,0
2019-11-09,Nov,Miami,45,0
2020-08-19,Aug,Miami,34,0
2019-08-23,Aug,Miami,34,0
2020-08-17,Aug,Honolulu,34,0
2019-04-16,Apr,Anchorage,16,0
2019-08-09,Aug,Miami,32,0
2020-08-22,Aug,Anchorage,34,0
2019-07-22,Jul,Honolulu,30,0
2020-08-20,Aug,Honolulu,34,0
2019-03-12,Mar,Anchorage,11,192
2019-03-28,Mar,Anchorage,13,0
2019-05-21,May,Anchorage,21,0
2019-08-08,Aug,Miami,32,0
2019-08-28,Aug,Anchorage,35,0
2020-08-18,Aug,Anchorage,34,0
2020-08-19,Aug,Anchorage,34,0
2020-08-17,Aug,Miami,34,0
2019-10-27,Oct,Chicago,44,0
2020-08-20,Aug,Miami,34,0
2020-08-17,Aug,Anchorage,34,0
2020-08-20,Aug,Anchorage,34,0
2020-08-26,Aug,Los Angeles,35,29786
2020-08-27,Aug,Los Angeles,35,0
2019-09-09,Sep,Honolulu,37,0
2020-08-24,Aug,Los Angeles,35,0
2020-08-28,Aug,Los Angeles,35,0
2020-08-23,Aug,Los Angeles,35,0
2020-08-25,Aug,Los Angeles,35,0
2020-08-26,Aug,Chicago,35,0
2019-05-04,May,Miami,18,0
2020-08-24,Aug,Chicago,35,0
2019-09-27,Sep,Chicago,39,0
2020-08-23,Aug,Chicago,35,0
2019-05-23,May,Anchorage,21,0
2019-07-03,Jul,Miami,27,0
2020-08-28,Aug,Chicago,35,0
2019-02-12,Feb,Miami,7,229
2020-08-27,Aug,Chicago,35,0
2019-03-01,Mar,Anchorage,9,139
2020-08-26,Aug,Honolulu,35,0
2020-08-25,Aug,Chicago,35,0
2020-08-24,Aug,Honolulu,35,0
2020-08-23,Aug,Honolulu,35,0
2020-08-28,Aug,Honolulu,35,0
2020-08-26,Aug,Miami,35,0
2019-11-19,Nov,Honolulu,47,0
2020-08-27,Aug,Honolulu,35,0
2020-08-24,Aug,Miami,35,0
2020-08-23,Aug,Miami,35,0
2019-02-18,Feb,Miami,8,213
2020-08-26,Aug,Anchorage,35,0
2020-08-28,Aug,Miami,35,0
2019-08-14,Aug,Anchorage,33,0
2020-08-25,Aug,Honolulu,35,0
2019-11-11,Nov,Miami,46,0
2020-08-24,Aug,Anchorage,35,0
2020-08-23,Aug,Anchorage,35,0
2019-10-17,Oct,Anchorage,42,0
2020-08-27,Aug,Miami,35,0
2020-08-28,Aug,Anchorage,35,0
2019-08-11,Aug,Miami,33,0
2019-06-20,Jun,Miami,25,0
2020-08-25,Aug,Miami,35,0
2020-08-27,Aug,Anchorage,35,0
2020-08-25,Aug,Anchorage,35,0
2020-09-03,Sep,Los Angeles,36,31563
2020-09-04,Sep,Los Angeles,36,0
2020-09-05,Sep,Los Angeles,36,0
2020-09-02,Sep,Los Angeles,36,0
2019-09-14,Sep,Honolulu,37,0
2019-03-06,Mar,Honolulu,10,204
2020-09-01,Sep,Los Angeles,36,0
2020-09-05,Sep,Chicago,36,0
2019-03-21,Mar,Miami,12,0
2020-09-03,Sep,Chicago,36,0
2019-05-08,May,Miami,19,0
2019-11-10,Nov,Miami,46,0
2020-09-04,Sep,Chicago,36,0
2019-04-13,Apr,Honolulu,15,0
2020-09-02,Sep,Chicago,36,0
2019-10-20,Oct,Miami,43,0
2019-09-10,Sep,Anchorage,37,0
2019-07-27,Jul,Miami,30,0
2020-09-01,Sep,Chicago,36,0
2019-06-05,Jun,Miami,23,0
2019-10-22,Oct,Anchorage,43,0
2019-10-11,Oct,Anchorage,41,0
2019-09-17,Sep,Honolulu,38,0
2020-09-05,Sep,Honolulu,36,0
2020-09-03,Sep,Honolulu,36,0
2019-04-28,Apr,Miami,18,0
2019-06-17,Jun,Miami,25,0
2019-11-13,Nov,Honolulu,46,0
2020-09-04,Sep,Honolulu,36,0
2020-09-02,Sep,Honolulu,36,0
2019-03-11,Mar,Miami,11,7190
2020-09-01,Sep,Honolulu,36,0
2019-02-17,Feb,Miami,8,6720
2019-11-22,Nov,Miami,47,0
2020-09-05,Sep,Miami,36,0
2020-09-03,Sep,Miami,36,0
2019-09-03,Sep,Anchorage,36,0
2019-09-01,Sep,Anchorage,36,0
2020-09-04,Sep,Miami,36,0
2019-03-22,Mar,Anchorage,12,0
2019-06-26,Jun,Miami,26,0
2019-04-10,Apr,Miami,15,0
2019-06-21,Jun,Anchorage,25,0
2019-05-13,May,Honolulu,20,0
2020-09-02,Sep,Miami,36,0
2019-09-05,Sep,Miami,36,0
2020-09-01,Sep,Miami,36,0
2020-09-05,Sep,Anchorage,36,0
2020-09-03,Sep,Anchorage,36,0
2020-09-04,Sep,Anchorage,36,0
2020-09-02,Sep,Anchorage,36,0
2019-05-10,May,Miami,19,0
2020-09-01,Sep,Anchorage,36,0
2020-09-11,Sep,Los Angeles,37,35874
2020-09-08,Sep,Los Angeles,37,0
2019-09-19,Sep,Miami,38,0
2019-04-25,Apr,Miami,17,0
2019-08-02,Aug,Honolulu,31,0
2019-05-05,May,Honolulu,19,0
2020-09-12,Sep,Los Angeles,37,0
2020-09-09,Sep,Los Angeles,37,0
2020-09-10,Sep,Los Angeles,37,0
2020-09-06,Sep,Los Angeles,37,0
2020-09-07,Sep,Los Angeles,37,0
2019-09-21,Sep,Anchorage,38,0
2019-09-26,Sep,Anchorage,39,0
2019-04-02,Apr,Miami,14,0
2020-09-11,Sep,Chicago,37,0
2019-06-22,Jun,Miami,25,0
2020-09-08,Sep,Chicago,37,0
2020-09-12,Sep,Chicago,37,0
2020-09-09,Sep,Chicago,37,0
2019-08-05,Aug,Miami,32,0
2020-09-11,Sep,Honolulu,37,0
2020-09-10,Sep,Chicago,37,0
2019-04-03,Apr,Anchorage,14,0
2020-09-06,Sep,Chicago,37,0
2019-04-11,Apr,Anchorage,15,0
2019-10-16,Oct,Honolulu,42,0
2019-02-10,Feb,Anchorage,7,351
2020-09-07,Sep,Chicago,37,0
2020-09-08,Sep,Honolulu,37,0
2019-09-15,Sep,Honolulu,38,0
2019-11-25,Nov,Miami,48,0
2019-07-12,Jul,Miami,28,0
2020-09-12,Sep,Honolulu,37,0
2020-09-11,Sep,Miami,37,0
2019-08-10,Aug,Miami,32,0
2019-06-27,Jun,Anchorage,26,0
2020-09-09,Sep,Honolulu,37,0
2020-09-10,Sep,Honolulu,37,0
2019-08-01,Aug,Miami,31,0
2020-09-06,Sep,Honolulu,37,0
2020-09-11,Sep,Anchorage,37,0
2019-04-23,Apr,Miami,17,0
2019-08-03,Aug,Miami,31,0
2020-09-07,Sep,Honolulu,37,0
2019-11-16,Nov,Miami,46,0
2019-10-15,Oct,Miami,42,0
2019-03-24,Mar,Miami,13,0
2020-09-08,Sep,Miami,37,0
2020-09-12,Sep,Miami,37,0
2020-09-09,Sep,Miami,37,0
2020-09-10,Sep,Miami,37,0
2019-06-11,Jun,Miami,24,0
2019-04-19,Apr,Anchorage,16,0
2019-03-26,Mar,Miami,13,0
2020-09-08,Sep,Anchorage,37,0
2019-05-14,May,Anchorage,20,0
2019-05-12,May,Anchorage,20,0
2020-09-12,Sep,Anchorage,37,0
2019-08-22,Aug,Miami,34,0
2020-09-06,Sep,Miami,37,0
2020-09-07,Sep,Miami,37,0
2019-10-03,Oct,Honolulu,40,0
2020-09-09,Sep,Anchorage,37,0
2020-09-10,Sep,Anchorage,37,0
2019-08-13,Aug,Anchorage,33,0
2019-09-12,Sep,Honolulu,37,0
2020-09-06,Sep,Anchorage,37,0
2019-10-05,Oct,Miami,40,0
2019-09-22,Sep,Honolulu,39,0
2020-09-07,Sep,Anchorage,37,0
2020-09-13,Sep,Los Angeles,38,36897
2020-09-14,Sep,Los Angeles,38,0
2020-09-18,Sep,Los Angeles,38,0
2019-08-15,Aug,Miami,33,0
2020-09-17,Sep,Los Angeles,38,0
2019-11-03,Nov,Honolulu,45,0
2020-09-15,Sep,Los Angeles,38,0
2019-06-04,Jun,Miami,23,0
2019-02-26,Feb,Anchorage,9,382
2020-09-19,Sep,Los Angeles,38,0
2020-09-16,Sep,Los Angeles,38,0
2020-09-13,Sep,Chicago,38,0
2019-08-16,Aug,Anchorage,33,0
2020-09-14,Sep,Chicago,38,0
2020-09-18,Sep,Chicago,38,0
2019-11-01,Nov,Miami,44,0
2020-09-17,Sep,Chicago,38,0
2020-09-15,Sep,Chicago,38,0
2019-11-18,Nov,Honolulu,47,0
2020-09-19,Sep,Chicago,38,0
2020-09-16,Sep,Chicago,38,0
2020-09-13,Sep,Honolulu,38,0
2019-07-19,Jul,Miami,29,0
2019-11-28,Nov,Miami,48,0
2019-04-08,Apr,Miami,15,0
2019-05-28,May,Anchorage,22,0
2020-09-14,Sep,Honolulu,38,0
2020-09-18,Sep,Honolulu,38,0
2019-07-26,Jul,Anchorage,30,0
2019-03-14,Mar,Miami,11,97
2020-09-17,Sep,Honolulu,38,0
2020-09-15,Sep,Honolulu,38,0
2019-11-20,Nov,Miami,47,0
2020-09-19,Sep,Honolulu,38,0
2019-03-09,Mar,Miami,10,257
2019-09-07,Sep,Miami,36,0
2019-08-24,Aug,Miami,34,0
2020-09-13,Sep,Miami,38,0
2019-05-25,May,Miami,21,0
