ID,UpdateOn,IncomeTax,IncomeTaxTarget,ValueAddedTax,TargetValueAddedTax,CorporationTax,TargetCorporationTax,location,Industries
1997,8/3/2020,28701841.37,32263503.37,20480350.64,23388345.65,3508137.51,22225528.2,Location-3,Retails
1998,8/3/2020,28699801.14,32274942.24,20482781.55,23392465.75,3505888.39,22223774.96,Location-4,Retails
1999,8/3/2020,28721012.85,32276111.4,20489123.29,23424351.33,3533016.23,22257752.95,Location-5,Retails
2000,8/3/2020,28699284.11,32116869.13,24307674.55,27273910.99,3479959.61,22088616.2,Location-1,Manufacturing
2001,8/3/2020,28699645.51,32112633.51,24315375.9,27273978.98,3481981.35,22089956.89,Location-2,Manufacturing
2002,8/3/2020,28694944.73,32118934.2,24307594.46,27271682.99,3477729.2,22085254.32,Location-3,Manufacturing
2003,8/3/2020,28700406.89,32117533.92,24320836.23,27265694.25,3483552.02,22081354.31,Location-4,Manufacturing
2004,8/3/2020,28713912.93,32141612.61,24324924.98,27287851.97,3497589.76,22108222.83,Location-5,Manufacturing
2005,8/3/2020,28663260.11,32106721.18,24328898.13,27311187.21,3434678.84,22093214.94,Location-1,Finance
2006,8/3/2020,28662411.94,32109007.71,24330607.14,27310122.58,3432283.63,22094078.85,Location-2,Finance
2007,8/3/2020,28661190.53,32114762.19,24337364.89,27309621.79,3442846.46,22091022.12,Location-3,Finance
2008,8/3/2020,28660468.03,32119566.51,24343013.14,27312036.9,3432038.38,22084880.01,Location-4,Finance
2009,8/3/2020,28687116.17,32131663.49,24348904.5,27321480.69,3456290.01,22111106.79,Location-5,Finance
2010,8/4/2020,28699231.03,32270311.47,22475616.2,25392422.87,3507988.39,22227559.36,Location-1,Retails
2011,8/4/2020,28700998.4,32264086.08,22476559.45,25388085.51,3502580.55,22232442.6,Location-2,Retails
2012,8/4/2020,28707035.13,32264356.86,22472918.64,25399188.57,3504055.33,22231347.96,Location-3,Retails
2013,8/4/2020,28696031.85,32275887.61,22471174.77,25395935.56,3513741.91,22234971.35,Location-4,Retails
2014,8/4/2020,28723705.62,32277143.46,22502072.38,25403670.84,3524555.41,22235912.98,Location-5,Retails
2015,8/4/2020,28699587.21,32119369.78,24308226.51,27264422.04,3477433.61,22090273.71,Location-1,Manufacturing
2016,8/4/2020,28698435.84,32116471.8,24306808.85,27274340.96,3480128.55,22090550.98,Location-2,Manufacturing
2017,8/4/2020,28695235.2,32111731,24319312.27,27276818.49,3477639.63,22083257.32,Location-3,Manufacturing
2018,8/4/2020,28702439.38,32111444.91,24319671.5,27266561.84,3478634.63,22096008.88,Location-4,Manufacturing
2019,8/4/2020,28709829.95,32146006.96,24323744.28,27289673.43,3510532.69,22098857.33,Location-5,Manufacturing
2020,8/4/2020,28659252.86,32114679.81,24330191.05,30311653.88,3736468.22,22088939.15,Location-1,Finance
2021,8/4/2020,28661287.08,32113099.53,24326729.19,30313949.57,3736760.51,22085102.6,Location-2,Finance
2022,8/4/2020,28658321.59,32106508.25,24337424.04,30309136.74,3738487.88,22094490.45,Location-3,Finance
2023,8/4/2020,28669548.54,32110732.25,24329431.89,30315890.99,3741018.28,22098143.56,Location-4,Finance
2024,8/4/2020,28686602.12,32133359.98,24359358.09,30318074.35,3741139.78,22103117.65,Location-5,Finance
2025,8/5/2020,28702093.31,32267009.57,24474207.83,27389129.59,3509099.25,22232807.27,Location-1,Retails
2026,8/5/2020,28698534.31,32268530.92,24471240.35,27386640.9,3511062.52,22230770.22,Location-2,Retails
2027,8/5/2020,28708515.64,32266402.04,24481775.91,27399337.49,3503027.02,22235028.64,Location-3,Retails
2028,8/5/2020,28700247.27,32260585.43,24481722.9,27388301.67,3509945.05,22225182.67,Location-4,Retails
2029,8/5/2020,28722823.31,32284891.34,24495450.19,27417518.95,3522332.07,22247692.59,Location-5,Retails
2030,8/5/2020,28697903.64,32121031.09,25309670.94,28267864.89,3484259.46,22081858.44,Location-1,Manufacturing
2031,8/5/2020,28693663.4,32116851.3,25310671.96,28274323.32,3475313.6,22084256.39,Location-2,Manufacturing
2032,8/5/2020,28705915.45,32115411.21,25316759.43,28268913.5,3488089.27,22093951.12,Location-3,Manufacturing
2033,8/5/2020,28703533.82,32123073.84,25322533.24,28273557.54,3476200.79,22096823.53,Location-4,Manufacturing
2034,8/5/2020,28714153,32133469.43,25324574.46,28284248.67,3500002.35,22098507.63,Location-5,Manufacturing
2035,8/5/2020,28661517.92,32111804,24328272.73,27303120.45,3435323.81,22084194.56,Location-1,Finance
2036,8/5/2020,28663370.69,32112025.2,24331330.64,27315252.53,3436687.3,22092204.4,Location-2,Finance
2037,8/5/2020,28665682.06,32108236.64,24329229.08,27305441.66,3437825.61,22083795.09,Location-3,Finance
2038,8/5/2020,28664233.66,32118602.09,24330790.15,27319116.14,3438164.01,22099722.97,Location-4,Finance
2039,8/5/2020,28673335.43,32131830.04,24366811.25,27322210.45,3449291.49,22107421.73,Location-5,Finance
2040,8/6/2020,28697282.64,32267069.04,24475765.89,27394580.43,3504061.85,22224575.79,Location-1,Retails
2041,8/6/2020,28696371.64,32267702.52,24472765.31,27392304.18,3504179.23,22232152.4,Location-2,Retails
2042,8/6/2020,28696636.5,32265707.2,24475796.97,27390771.46,3512638.45,22236301.29,Location-3,Retails
2043,8/6/2020,28705886.31,32267576.87,24480302.07,27393978.04,3513944.68,22235546.42,Location-4,Retails
2044,8/6/2020,28733657.58,32285456.65,24500168.59,27403771.09,3521356.13,22239059.76,Location-5,Retails
2045,8/6/2020,28697214.05,32121505.98,26311271.38,29265881.96,3484973.68,22087585.78,Location-1,Manufacturing
2046,8/6/2020,28698758.53,32113983.86,26310281.99,29268123.64,3478491.27,22090517.05,Location-2,Manufacturing
2047,8/6/2020,28696498.88,32125672.66,26316622.36,29273595.7,3481411.39,22082783.96,Location-3,Manufacturing
2048,8/6/2020,28697282.42,32125912.33,26311367.38,29265372.36,3479484.83,22095922.39,Location-4,Manufacturing
2049,8/6/2020,28716275.12,32126722.06,26330745.79,29301878.76,3501795.38,22097730.31,Location-5,Manufacturing
2050,8/6/2020,28661626.29,32114103.86,24336621.57,27313418.13,3438155.88,22092759.55,Location-1,Finance
2051,8/6/2020,28657124.24,32110750.61,24330400.76,27311322.89,3435755.85,22088487.45,Location-2,Finance
2052,8/6/2020,28661211.29,32116327.38,24333497.31,27304596.82,3432699.6,22091772.35,Location-3,Finance
2053,8/6/2020,28669816.22,32118189.76,24337737.11,27311832.2,3443198.29,22087677.39,Location-4,Finance
2054,8/6/2020,28679768.71,32124485.42,24348282.43,27326439.96,3452174.71,22110305.66,Location-5,Finance
2055,8/7/2020,28705319.7,32263615.14,24476550.95,27388353.77,3511293.86,22224114.24,Location-1,Retails
2056,8/7/2020,28699518.93,32261929.78,24474220.29,27385523.1,3504188.11,22232475.81,Location-2,Retails
2057,8/7/2020,28701301.23,32267133.48,24470538.97,27389639.3,3511844.18,22228153.29,Location-3,Retails
2058,8/7/2020,28708654.74,32263390.8,24474229.4,27393082.67,3512424.95,22226463.26,Location-4,Retails
2059,8/7/2020,28713483.89,32290929.32,24500198.18,27414277.56,3520002.88,22250982.8,Location-5,Retails
2060,8/7/2020,28696123.98,32113240.73,25309906.33,28272542.37,3483635.6,22089452.31,Location-1,Manufacturing
2061,8/7/2020,28704494.72,32122456.43,25314710.08,28266521.02,3481446.61,22081796.5,Location-2,Manufacturing
2062,8/7/2020,28699900.04,32112864.18,25316287.22,28265081.75,3485269.05,22088071.15,Location-3,Manufacturing
2063,8/7/2020,28698802.37,32126951.31,25313483.16,28267783.56,3476844.4,22083750.19,Location-4,Manufacturing
2064,8/7/2020,28714966.85,32131141.09,25328303.89,28298583.52,3494988.43,22111673.59,Location-5,Manufacturing
2065,8/7/2020,28657473.54,32108638.84,24330498.77,27312419.11,3434560.45,22089592.84,Location-1,Finance
2066,8/7/2020,28660888.69,32113539.39,24334807.89,27304680.81,3439025.89,22088467.53,Location-2,Finance
2067,8/7/2020,28663887.32,32111209.58,24331520.72,27316102.14,3437137.24,22085167.78,Location-3,Finance
2068,8/7/2020,28668922.44,32121826.12,24338971.41,27306993.72,3442109.79,22090784.28,Location-4,Finance
2069,8/7/2020,28679247.28,32128780.96,24347761.83,27330806.68,3446625.64,22111914.19,Location-5,Finance
2070,8/8/2020,28701761.83,32265063.3,24474202.09,27389822.09,3503869.26,22229421.79,Location-1,Retails
2071,8/8/2020,28699516.32,32263029.66,24479011.13,27395305.85,3503263.11,22228620.49,Location-2,Retails
2072,8/8/2020,28696312.4,32259250.21,24472950.52,27396705.38,3506906.53,22225733,Location-3,Retails
2073,8/8/2020,28712937.85,32262275.69,24484419.01,27395083.7,3513165.71,22229120.49,Location-4,Retails
2074,8/8/2020,28716326.67,32293322.54,24486673.49,27403813.91,3532701.71,22251273.81,Location-5,Retails
2075,8/8/2020,28701051.17,32119655.3,24312330.39,27265988.72,3475051.71,22085959.57,Location-1,Manufacturing
2076,8/8/2020,28701107.83,32120831.12,24306992.89,27268807.93,3485608.84,22083522.5,Location-2,Manufacturing
2077,8/8/2020,28697935.72,32111371.44,24320679.86,27272797.59,3483534.68,22085471.24,Location-3,Manufacturing
2078,8/8/2020,28706353.88,32117752.87,24308011.11,27266650.57,3488747.93,22089426.11,Location-4,Manufacturing
2079,8/8/2020,28706393.93,32137124.05,24334598.72,27302215.88,3489920.25,22114519.38,Location-5,Manufacturing
2080,8/8/2020,28662741.05,32112205.1,21332431.25,24312689.98,3431202.95,22089822.93,Location-1,Finance
2081,8/8/2020,28661995.46,32110255.01,21333728.22,24305064.88,3442070.23,22091427.59,Location-2,Finance
2082,8/8/2020,28661176.5,32112654.19,21326920.68,24310625.25,3440326.23,22090018.69,Location-3,Finance
2083,8/8/2020,28663358.03,32121596.3,21340721,24311216.27,3438425.98,22093905.93,Location-4,Finance
2084,8/8/2020,28684923.51,32126492.72,21349523.57,24330976.26,3451181.39,22099908.11,Location-5,Finance
2085,8/9/2020,28700812.36,32263378.96,26477511.81,29394422.7,3507676.74,22224063.42,Location-1,Retails
2086,8/9/2020,28700505.81,32261678.7,26471328.58,29391282.41,3506298.82,22232292.55,Location-2,Retails
2087,8/9/2020,28702984.05,32264252.22,26474071.01,29387411.8,3503960.75,22234557.53,Location-3,Retails
2088,8/9/2020,28704378.03,32265053.53,26477537.64,29393627.13,3504677.27,22225886.5,Location-4,Retails
2089,8/9/2020,28725601.47,32298800.53,26503725.9,29411405.96,3535541.89,22248190.78,Location-5,Retails
2090,8/9/2020,28695572.47,32119709.11,24406118.66,27370806.38,3480338.18,22085873.66,Location-1,Manufacturing
2091,8/9/2020,28693921.52,32116395.97,24416516.35,27368269.09,3481222.47,22088299.13,Location-2,Manufacturing
2092,8/9/2020,28707106.88,32115258.49,24408107.1,27369285.1,3474626.07,22088586.88,Location-3,Manufacturing
2093,8/9/2020,28693749.8,32126211.26,24417045.75,27368927.77,3474934.23,22085959.08,Location-4,Manufacturing
2094,8/9/2020,28721888.09,32135671.97,24431695.57,27389943.64,3510411.88,22110560.11,Location-5,Manufacturing
2095,8/9/2020,28657309.1,32107662.61,24335967.57,27312467.38,3433234.71,22088193.25,Location-1,Finance
2096,8/9/2020,28664189.37,32111139.51,24331138.59,27307977.47,3433211.59,22085379.96,Location-2,Finance
2097,8/9/2020,28666689.18,32108222.04,24336654.46,27311029.88,3442326.18,22097939.81,Location-3,Finance
2098,8/9/2020,28662277.49,32108272.55,24340191.34,27305691.43,3430755.18,22091512.08,Location-4,Finance
2099,8/9/2020,28677383.93,32147880.69,24349830.91,27329530.65,3459154.23,22106015.45,Location-5,Finance
2100,8/10/2020,28698447.06,32269617.6,24474652.72,27393515,3506547.03,22223988.73,Location-1,Retails
2101,8/10/2020,28698481.35,32268684.58,24471576.32,27394996.8,3507403.61,22226346.42,Location-2,Retails
2102,8/10/2020,28696711.98,32262391.02,24475322.74,27396137.16,3512755.72,22227947.47,Location-3,Retails
2103,8/10/2020,28713806.22,32271487.45,24474239.92,27393460.66,3511535.2,22229290.74,Location-4,Retails
2104,8/10/2020,28720917.39,32277166.68,24500393.72,27399569.37,3516546.46,22253594.45,Location-5,Retails
2105,8/10/2020,28694419.21,32115320.45,24314488.06,27263767.41,3480489.72,22082437.65,Location-1,Manufacturing
2106,8/10/2020,28697424.19,32118705.2,24312118.18,27266796.55,3480021.05,22087433.83,Location-2,Manufacturing
2107,8/10/2020,28697799.47,32122555.74,24315360.17,27271103.71,3475074.82,22083246.3,Location-3,Manufacturing
2108,8/10/2020,28704891.93,32123316.72,24315626.38,27271024.01,3485470.76,22098758.42,Location-4,Manufacturing
2109,8/10/2020,28711586.93,32132271.78,24322638.6,27294389.57,3496714.57,22105371.41,Location-5,Manufacturing
2110,8/10/2020,28661842.03,32108382.23,24329902.25,27308290.02,3435426.96,22085871.73,Location-1,Finance
2111,8/10/2020,28668032.59,32106924.95,24331172.14,27310712.02,3437554.28,22090892.11,Location-2,Finance
2112,8/10/2020,28668016.55,32117231.33,24331849,27312405.1,3440880.48,22094121.83,Location-3,Finance
2113,8/10/2020,28658618.36,32108043.39,24339435.21,27304725.56,3437730.27,22083166.04,Location-4,Finance
2114,8/10/2020,28679802.61,32140657.03,24351063.95,27331810.2,3450372.27,22110899.99,Location-5,Finance
2115,8/11/2020,28697268.19,32265021.27,24473453.73,27388684.87,3508989.53,22228351.03,Location-1,Retails
2116,8/11/2020,28697635.74,32263387.07,24482343.59,27396331.8,3511305.71,22234282.56,Location-2,Retails
2117,8/11/2020,28710324.72,32259893.56,24480531.06,27389277.95,3509924.68,22223425.81,Location-3,Retails
2118,8/11/2020,28710898.2,32270001.35,24471684.26,27397239.17,3505329.54,22228891.79,Location-4,Retails
2119,8/11/2020,28716510.06,32289959.92,24495119.95,27403859.25,3520961.24,22251327.08,Location-5,Retails
2120,8/11/2020,28694520.24,32117318.42,24312507.14,27272378.53,3477854.2,22087962.99,Location-1,Manufacturing
2121,8/11/2020,28696949.54,32121983.75,24310369.65,27270278.88,3481956.77,22082177.51,Location-2,Manufacturing
2122,8/11/2020,28699361.89,32117600.45,24306084.83,27269480.83,3486133.81,22081989.44,Location-3,Manufacturing
2123,8/11/2020,28700670.89,32121283.8,24322514.93,27266960.79,3486711.26,22090670.81,Location-4,Manufacturing
2124,8/11/2020,28723001.11,32137028.26,24324019.85,27297304.41,3496928.01,22114982.75,Location-5,Manufacturing
2125,8/11/2020,28662954.58,32107232.93,24334912.36,27310448.43,3430448.44,22091017.29,Location-1,Finance
2126,8/11/2020,28660300.25,32108335.93,24332265.69,27303468.63,3436859.95,22086943,Location-2,Finance
2127,8/11/2020,28666026,32122969.26,24328065.22,27309303.25,3438323.94,22085330.84,Location-3,Finance
2128,8/11/2020,28660661.8,32119422.45,24343935.38,27314573.93,3437513.01,22104293.89,Location-4,Finance
2129,8/11/2020,28679760.11,32127330.36,24344166.07,27327976.84,3452228.99,22106192.34,Location-5,Finance
2130,8/12/2020,28705335.15,32265374.19,24475115.77,27388250.55,3505050.47,22229280,Location-1,Retails
2131,8/12/2020,28704274.77,32270614.63,24477085.57,27386872.92,3507651.92,22225848.8,Location-2,Retails
2132,8/12/2020,28707105.72,32261147.34,24470586.78,27397713.03,3514746.31,22238714.71,Location-3,Retails
2133,8/12/2020,28703570.56,32272331.57,24477131.39,27392518.05,3506467.05,22236762.89,Location-4,Retails
2134,8/12/2020,28717044.29,32280129.96,24499495.32,27410794.16,3529443.25,22240738.64,Location-5,Retails
2135,8/12/2020,28692292.91,32111944.15,24310080.14,27270242.69,3474353.88,22082530.38,Location-1,Manufacturing
2136,8/12/2020,28691748.36,32122385.17,24317449.85,27275387.15,3483331.22,22092266.45,Location-2,Manufacturing
2137,8/12/2020,28699546.91,32117686.88,24317878.81,27269777.7,3480779.35,22090381.19,Location-3,Manufacturing
2138,8/12/2020,28711662.49,32121160.69,24309932.83,27268221.89,3491161.8,22087910.83,Location-4,Manufacturing
2139,8/12/2020,28711764.78,32130444.95,24329793.27,27288469.31,3491510.2,22107065.94,Location-5,Manufacturing
2140,8/12/2020,28664254.1,32117183.07,24330221.23,27307789.68,3434196.58,22086273.98,Location-1,Finance
2141,8/12/2020,28659043.98,32107937.92,24331015.59,27306289.58,3432921.48,22084579.52,Location-2,Finance
2142,8/12/2020,28658940.74,32111884.7,24339858.66,27306587.92,3439968.78,22091973.84,Location-3,Finance
2143,8/12/2020,28659489.4,32123450.59,24330570.23,27316348.9,3430762.39,22087088.26,Location-4,Finance
2144,8/12/2020,28688652.17,32126850.72,24359717,27328282.84,3460115.98,22119487.56,Location-5,Finance
2145,8/13/2020,28700356.22,32263488.61,24473348.39,27390012.75,3510627.11,22224887.11,Location-1,Retails
2146,8/13/2020,28702843.21,32268122.86,24470993.67,27392725.6,3507688.8,22228640.22,Location-2,Retails
2147,8/13/2020,28703951.84,32262765.72,24470572.95,27389635.43,3511914.92,22227513.34,Location-3,Retails
2148,8/13/2020,28707201.3,32270778,24484937.44,27389091.01,3502229.28,22231687.68,Location-4,Retails
2149,8/13/2020,28713251.99,32279493.71,24496337.3,27414384.33,3527752.05,22257616.13,Location-5,Retails
2150,8/13/2020,28696235.28,32120927.46,24307017.43,27264460.62,3485845.84,22090198.78,Location-1,Manufacturing
2151,8/13/2020,28697594.65,32114928.73,24317044.75,27264903.13,3480908.34,22083686.28,Location-2,Manufacturing
2152,8/13/2020,28702884.23,32113016.64,24310754.83,27268881.53,3485528.86,22086613.7,Location-3,Manufacturing
2153,8/13/2020,28698970.53,32117975.85,24310085.05,27278414.92,3477256.57,22095049.2,Location-4,Manufacturing
2154,8/13/2020,28721247.26,32143765.98,24335061.78,27291870.62,3500104.44,22096328.4,Location-5,Manufacturing
2155,8/13/2020,28664346.29,32109759.76,24330820.51,27308259.41,3434395.47,22091415.52,Location-1,Finance
2156,8/13/2020,28666469.77,32107467.54,24335040.47,27303817.78,3440207.53,22092811.2,Location-2,Finance
2157,8/13/2020,28660083.11,32113477.47,24334637.36,27314926.86,3438386.33,22083716.96,Location-3,Finance
2158,8/13/2020,28667723.4,32108849.55,24334146.02,27307687.41,3436900.01,22088669.42,Location-4,Finance
2159,8/13/2020,28671790.67,32146072.3,24354380.27,27330753.88,3453688.41,22108417.35,Location-5,Finance
2160,8/14/2020,28705772.85,32267238.18,24478944.93,27389904.87,3504005.01,22227150.55,Location-1,Retails
2161,8/14/2020,28702251.48,32268033.6,24478866.2,27387530.57,3508595.88,22230576.06,Location-2,Retails
2162,8/14/2020,28700368.27,32264062.59,24474267.92,27385615.2,3502933.92,22228510.72,Location-3,Retails
2163,8/14/2020,28701095.81,32268666.97,24486013.08,27399270.53,3502181.11,22226140.39,Location-4,Retails
2164,8/14/2020,28726820.73,32282126.97,24488601.96,27413043.86,3540528.39,22249006.62,Location-5,Retails
2165,8/14/2020,28695474.29,32114672.5,24311944.83,27272436.83,3482735.58,22083683.72,Location-1,Manufacturing
2166,8/14/2020,28702228.06,32120039.94,24310807.94,27271105.02,3485361.16,22085379.39,Location-2,Manufacturing
2167,8/14/2020,28699638.92,32113422.89,24306150.92,27276864.46,3478036.45,22083585.17,Location-3,Manufacturing
2168,8/14/2020,28697213.86,32123450.18,24324581.09,27266276.08,3482005.52,22085366.53,Location-4,Manufacturing
2169,8/14/2020,28716300.6,32134139.03,24325503.81,27288674.33,3500762.8,22122814.77,Location-5,Manufacturing
2170,8/14/2020,28657580.04,32111020.73,27338234.28,30305948.17,3432768.43,22085533.91,Location-1,Finance
2171,8/14/2020,28660801.91,32111718.42,27337724.58,30312137.57,3430528.37,22095449.83,Location-2,Finance
2172,8/14/2020,28662225.38,32116018.74,27331872.92,30306292.25,3442908.18,22092250.54,Location-3,Finance
2173,8/14/2020,28663911.37,32122201.29,27328832.17,30310428.04,3441806.38,22095748.52,Location-4,Finance
2174,8/14/2020,28690605.27,32122302.39,27355633.09,30330414.13,3445900.89,22105321.92,Location-5,Finance
2175,8/15/2020,28705194.68,32265851.02,24478912.12,27392465.21,3506259.51,22232126.47,Location-1,Retails
2176,8/15/2020,28698927.07,32266528.76,24478273.4,27392075.19,3503292.05,22229125.69,Location-2,Retails
2177,8/15/2020,28705885.79,32263396.02,24474573.19,27388709.33,3506867.52,22225448.51,Location-3,Retails
2178,8/15/2020,28708029.11,32278167.06,24480304.78,27391288.19,3503926.54,22234668.83,Location-4,Retails
2179,8/15/2020,28708899.92,32279511.41,24494122.51,27409369.44,3542143.52,22245199.73,Location-5,Retails
2180,8/15/2020,28695961.05,32112505.65,24314760.36,27275212.68,3482892.14,22089176.14,Location-1,Manufacturing
2181,8/15/2020,28699390.65,32120852.37,24314495.67,27267271.43,3479408.59,22087037.05,Location-2,Manufacturing
2182,8/15/2020,28699625.04,32114795.75,24309294.51,27274280.55,3483376.84,22091626.48,Location-3,Manufacturing
2183,8/15/2020,28691949.69,32115438.55,24319775.75,27268563.21,3480084.65,22088494.73,Location-4,Manufacturing
2184,8/15/2020,28719388.58,32144566.74,24329352.13,27294904.38,3492187.14,22106535.06,Location-5,Manufacturing
2185,8/15/2020,28664122.23,32112199.11,24334989.2,27308768.66,3432051.41,22084937.84,Location-1,Finance
2186,8/15/2020,28663756.07,32108419.27,24330042.96,27308285.39,3431787.3,22091639.87,Location-2,Finance
2187,8/15/2020,28665194.15,32122816.72,24332121.28,27310693.7,3446723.21,22095748.67,Location-3,Finance
2188,8/15/2020,28658072.7,32119427.83,24342192.45,27318685.93,3438212.95,22093204,Location-4,Finance
2189,8/15/2020,28675931.84,32126588.97,24344598.28,27319657.7,3455285.23,22107840.2,Location-5,Finance
2190,8/16/2020,28706812.3,32262097.75,24479608.82,27391446.59,3507468,22230006.01,Location-1,Retails
2191,8/16/2020,28697358.59,32263681.69,24480736.65,27387793.75,3503525.31,22225501.11,Location-2,Retails
2192,8/16/2020,28700405.91,32272379.69,24472762.65,27394965.76,3507518.67,22226886.1,Location-3,Retails
2193,8/16/2020,28704251.99,32273503.57,24471921.87,27394329.95,3514926.13,22236089.32,Location-4,Retails
2194,8/16/2020,28725797.4,32281170.83,24501509.52,27413441.7,3529294.69,22243938.77,Location-5,Retails
2195,8/16/2020,28698500.35,32119154.74,24314144.94,27267041.96,3479004.71,22087501.52,Location-1,Manufacturing
2196,8/16/2020,28701323.87,32121221.13,24313646.82,27270917.61,3477462.2,22081799.11,Location-2,Manufacturing
2197,8/16/2020,28702771.97,32123495.59,24311295.75,27274094.87,3480679.39,22088801.36,Location-3,Manufacturing
2198,8/16/2020,28698911.5,32118785.95,24315800.12,27271918.62,3477480.32,22099720.73,Location-4,Manufacturing
2199,8/16/2020,28711655.47,32129803,24327805.39,27296068.89,3503658.01,22101163.67,Location-5,Manufacturing
2200,8/16/2020,28666580.85,32108039.7,24337651.3,27310529.72,3438022.47,22088647.96,Location-1,Finance
2201,8/16/2020,28662408.89,32111818.47,24335841.51,27310888.39,3434682.51,22094652.33,Location-2,Finance
2202,8/16/2020,28658389.16,32114656.79,24331830.18,27307961.81,3440897.65,22092450.59,Location-3,Finance
2203,8/16/2020,28661177.68,32113433.71,24330192.38,27304291.17,3442724.15,22096026.46,Location-4,Finance
2204,8/16/2020,28687836.4,32134679.32,24353268.24,27331864.78,3449444.05,22097113.22,Location-5,Finance
2205,8/17/2020,28700328.54,32265418.59,22477421.58,25389666.73,3512319.76,22231161.45,Location-1,Retails
2206,8/17/2020,28696104.33,32267795.75,22478403.95,25392096.79,3510238.81,22227433.42,Location-2,Retails
2207,8/17/2020,28707983.65,32259523.8,22473900.69,25398708.57,3506154.77,22228888.65,Location-3,Retails
2208,8/17/2020,28704108.69,32260029,22477154.67,25389044.65,3503135.41,22229061.49,Location-4,Retails
2209,8/17/2020,28719353.6,32291402.26,22491510.07,25408711.66,3530800.94,22252716.54,Location-5,Retails
2210,8/17/2020,28699983.14,32114073.07,24308214.89,27272960.78,3475812.47,22084112.68,Location-1,Manufacturing
2211,8/17/2020,28700831.53,32121519.48,24311521.77,27266241.97,3485291.97,22083397,Location-2,Manufacturing
2212,8/17/2020,28701447.52,32119602.89,24309165.97,27266365.55,3475423.48,22094773.22,Location-3,Manufacturing
2213,8/17/2020,28700619.38,32116091.35,24310408.74,27272792.24,3485452.77,22090136.16,Location-4,Manufacturing
2214,8/17/2020,28715951.28,32144582.65,24336279.65,27296517.74,3503286.51,22110648.98,Location-5,Manufacturing
2215,8/17/2020,28658389.86,32117243.48,24337100.3,27309058.67,3432716.95,22087323.4,Location-1,Finance
2216,8/17/2020,28665984.15,32108214.06,24329545,27308720.78,3433901.9,22087350.3,Location-2,Finance
2217,8/17/2020,28669396.91,32119830.11,24332988.18,27311599.12,3434749.85,22094385.99,Location-3,Finance
2218,8/17/2020,28660470.46,32117824.86,24332935.2,27303364.68,3434195.4,22096971.49,Location-4,Finance
2219,8/17/2020,28684171.47,32123972.51,24354547.46,27330175.66,3472508.97,22108001.32,Location-5,Finance
2220,8/18/2020,28704437.06,32262137.51,24474554.4,27392156.01,3509688.93,22230458.32,Location-1,Retails
2221,8/18/2020,28698568.74,32261338.1,24480512.02,27389135.97,3502546.74,22227844.27,Location-2,Retails
2222,8/18/2020,28698420.85,32271299.14,24474470.09,27394320.64,3511361.17,22227825.59,Location-3,Retails
2223,8/18/2020,28710639.09,32276527.07,24473532.4,27400157.8,3507767.35,22237168.13,Location-4,Retails
2224,8/18/2020,28719278.51,32279213.39,24493952.86,27401416.24,3527913.27,22253042.8,Location-5,Retails
2225,8/18/2020,28694572.26,32119620.72,24316269.84,27272613.64,3477258.18,22086104.51,Location-1,Manufacturing
2226,8/18/2020,28700492.18,32111269.69,24314351.21,27275382.6,3476268.24,22092848.98,Location-2,Manufacturing
2227,8/18/2020,28698900.08,32119555.53,24317955.13,27267958.16,3476476.23,22092220.86,Location-3,Manufacturing
2228,8/18/2020,28701794.64,32111511.05,24313249.91,27274498.2,3475770.71,22094642.73,Location-4,Manufacturing
2229,8/18/2020,28711810.11,32142464.9,24322911.44,27284143.28,3517645.97,22098130.63,Location-5,Manufacturing
2230,8/18/2020,28661595.53,32106942.55,24328815.53,27308464.76,3439047.05,22093438.19,Location-1,Finance
2231,8/18/2020,28659466.84,32115729.65,24339607.5,27305168.67,3437528.84,22089121.74,Location-2,Finance
2232,8/18/2020,28668218.91,32112521.7,24340136.71,27317622.53,3437827.02,22089939.93,Location-3,Finance
2233,8/18/2020,28666217.97,32107952.75,24332199.54,27305287.53,3439918.96,22092839.15,Location-4,Finance
2234,8/18/2020,28678346.62,32137510.29,24348472.5,27339044.93,3450727.48,22102704.72,Location-5,Finance
2235,8/19/2020,28707521.88,32261857.22,24479096.67,27385148.88,3509908.52,22223576.8,Location-1,Retails
2236,8/19/2020,28697924.54,32263623.18,24469480.08,27391081.91,3503058.26,22227764.11,Location-2,Retails
2237,8/19/2020,28706169.69,32271035.06,24478128.11,27395011.02,3502396.96,22236229.57,Location-3,Retails
2238,8/19/2020,28710911.55,32263167.87,24471313.04,27391791.2,3509391.23,22228570.63,Location-4,Retails
2239,8/19/2020,28715389.61,32287446.61,24499028.18,27409048.84,3536056.72,22245357.92,Location-5,Retails
2240,8/19/2020,28700887.12,32119596.33,24309403.93,27269066.69,3476492.77,22091125.58,Location-1,Manufacturing
2241,8/19/2020,28699962.84,32113039.95,24315655.39,27271268.99,3478825.59,22086336.69,Location-2,Manufacturing
2242,8/19/2020,28696678.85,32117358.09,24310785.22,27265052.31,3484876.85,22083348.29,Location-3,Manufacturing
2243,8/19/2020,28702532.49,32126900.54,24308168.11,27278707.09,3486558.61,22095792.62,Location-4,Manufacturing
2244,8/19/2020,28710584.66,32127565.85,24340382.33,27289986.4,3494978.19,22099063.4,Location-5,Manufacturing
2245,8/19/2020,28665528.22,32112591.18,21331659.18,24308881.33,3433259.01,22088784.16,Location-1,Finance
