year,month,latitude,longitude,admin_name,excellent_sentiment,good_sentiment,negative_sentiment,neutral_sentiment
2020,4,51.63712,-0.08266,Enfield,78.22,11.78,2.94,7.06
2020,4,51.75509254,0.542498507,Essex,81.73,8.27,2.9,7.1
2020,4,56.01055,-3.778175,Falkirk,79.36,10.64,5.23,4.77
2020,4,54.59,-7.29,Fermanagh and Omagh,79.01,10.99,2.91,7.09
2020,4,56.17235217,-3.165756522,Fife,78.47,11.53,3.31,6.69
2020,4,53.22044615,-3.130053846,Flintshire,80.07,9.93,1.87,8.13
2020,4,54.94215,-1.64974,Gateshead,82.04,7.96,3.73,6.27
2020,4,55.855225,-4.271525,Glasgow City,82.56,7.44,3.01,6.99
2020,4,51.79496765,-2.205320588,Gloucestershire,81.5,8.5,2.25,7.75
2020,4,51.4735,0.0595,Greenwich,80.92,9.08,6.6,3.4
2020,4,52.97142857,-4.160785714,Gwynedd,80.03,9.97,4.03,5.97
2020,4,51.5414,-0.0266,Hackney,81.58,8.42,2.61,7.39
2020,4,53.37233333,-2.751666667,Halton,78.47,11.53,4.55,5.45
2020,4,51.4828,-0.195,Hammersmith and Fulham,82.36,7.64,5.18,4.82
2020,4,51.0235375,-1.232942188,Hampshire,79.44,10.56,4.96,5.04
2020,4,51.59103333,-0.101633333,Haringey,79.46,10.54,4.15,5.85
2020,4,51.59421667,-0.3493,Harrow,83,7,3.89,6.11
2020,4,54.6764,-1.1994,Hartlepool,78.86,11.14,3.29,6.71
2020,4,51.563,0.2147,Havering,82.45,7.55,6.58,3.42
2020,4,52.1251625,-2.721725,Herefordshire,79.63,10.37,0.52,9.48
2020,4,51.77312745,-0.263427451,Hertfordshire,82.91,7.09,5.94,4.06
2020,4,57.67166154,-4.247092308,Highland,78.09,11.91,1.01,8.99
2020,4,51.541975,-0.4593625,Hillingdon,79.28,10.72,6.14,3.86
2020,4,51.4582,-0.39195,Hounslow,78.61,11.39,5.37,4.63
2020,4,55.92778,-4.75406,Inverclyde,79.01,10.99,3.78,6.22
2020,4,53.29063333,-4.307083333,Isle of Anglesey,82.53,7.47,3.74,6.26
2020,4,50.69328462,-1.267792308,Isle of Wight,79.11,10.89,3.93,6.07
2020,4,51.548,-0.09985,Islington,79.6,10.4,4.9,5.1
2020,4,51.5,-0.19,Kensington and Chelsea,81.01,8.99,6.18,3.82
2020,4,51.26558125,0.738851042,Kent,82.79,7.21,5.72,4.28
2020,4,53.76906667,-0.350266667,"Kingston upon Hull, City of",79.83,10.17,6.04,3.96
2020,4,51.40215,-0.30325,Kingston upon Thames,82.11,7.89,4.87,5.13
2020,4,53.6477,-1.730757895,Kirklees,82.57,7.43,6.98,3.02
2020,4,53.42288333,-2.848516667,Knowsley,79.07,10.93,6.87,3.13
2020,4,51.4604,-0.116266667,Lambeth,81.88,8.12,1.68,8.32
2020,4,53.76817015,-2.614720896,Lancashire,79.04,10.96,4.93,5.07
2020,4,53.82412,-1.544528,Leeds,78.03,11.97,3.13,6.87
2020,4,52.641875,-1.133375,Leicester,82.36,7.64,3.92,6.08
2020,4,52.67251778,-1.221202222,Leicestershire,79.41,10.59,4.82,5.18
2020,4,51.4452,-0.0207,Lewisham,80.58,9.42,1.25,8.75
2020,4,53.05613774,-0.239167925,Lincolnshire,82.18,7.82,4.53,5.47
2020,4,54.5167,-6.0333,Lisburn and Castlereagh,82.27,7.73,6,4
2020,4,53.40767778,-2.930188889,Liverpool,78.08,11.92,1.86,8.14
2020,4,51.5072,-0.1275,"London, City of",78.17,11.83,6.17,3.83
2020,4,51.900075,-0.436675,Luton,78.92,11.08,5.93,4.07
2020,4,53.4387,-2.24568,Manchester,81.56,8.44,2.68,7.32
2020,4,51.37633333,0.518,Medway,79.25,10.75,4.65,5.35
2020,4,51.72346667,-3.3432,Merthyr Tydfil,81.3,8.7,3.68,6.32
2020,4,51.406925,-0.196675,Merton,80.42,9.58,0.76,9.24
2020,4,54.647,-6.745,Mid Ulster,81.79,8.21,5.72,4.28
2020,4,54.5349,-1.20765,Middlesbrough,79.72,10.28,4.73,5.27
2020,4,55.86435,-3.107733333,Midlothian,82.32,7.68,5.64,4.36
2020,4,52.05383636,-0.763636364,Milton Keynes,78.31,11.69,1.74,8.26
2020,4,51.6918,-2.815683333,Monmouthshire,79.45,10.55,3.93,6.07
2020,4,57.63918,-3.2279,Moray,82.5,7.5,0.63,9.37
2020,4,51.67286429,-3.7719,Neath Port Talbot,79.93,10.07,4.4,5.6
2020,4,54.996675,-1.64345,Newcastle upon Tyne,82.79,7.21,2.95,7.05
2020,4,51.53643333,0.020166667,Newham,82.1,7.9,6.84,3.16
2020,4,51.58096,-2.99458,Newport,82.33,7.67,4.61,5.39
2020,4,54.0991,-6.249,"Newry, Mourne and Down",79.31,10.69,6.28,3.72
2020,4,52.67440926,1.107016667,Norfolk,79.47,10.53,4.04,5.96
2020,4,55.68323636,-4.736736364,North Ayrshire,78.63,11.37,3.79,6.21
2020,4,53.5532625,-0.107425,North East Lincolnshire,80.1,9.9,4.52,5.48
2020,4,55.84690526,-3.967689474,North Lanarkshire,81.7,8.3,5.83,4.17
2020,4,53.57768571,-0.644621429,North Lincolnshire,79.36,10.64,5.52,4.48
2020,4,51.40061538,-2.798376923,North Somerset,78.75,11.25,0.64,9.36
2020,4,55.0259625,-1.474825,North Tyneside,79.4,10.6,1.15,8.85
2020,4,54.12231333,-1.309256667,North Yorkshire,81.22,8.78,6.25,3.75
2020,4,52.29424643,-0.792964286,Northamptonshire,78,12,2.79,7.21
2020,4,55.15079,-1.732905,Northumberland,78.2,11.8,6.36,3.64
2020,4,52.95825,-1.17325,Nottingham,82,8,1.67,8.33
2020,4,53.06355476,-1.107161905,Nottinghamshire,78.47,11.53,4.28,5.72
2020,4,53.53538,-2.12168,Oldham,82.97,7.03,4.43,5.57
2020,4,58.981,-2.96,Orkney Islands,79.34,10.66,6.22,3.78
2020,4,51.74759714,-1.27488,Oxfordshire,78.59,11.41,6.15,3.85
2020,4,51.7541875,-4.9396625,Pembrokeshire,81.35,8.65,3.06,6.94
2020,4,56.451075,-3.514775,Perth and Kinross,80.12,9.88,4.51,5.49
2020,4,50.38364,-4.11648,Plymouth,81.67,8.33,4.28,5.72
2020,4,50.726975,-1.9848,Poole,80.36,9.64,2.57,7.43
2020,4,50.82606667,-1.0744,Portsmouth,80.32,9.68,0.77,9.23
2020,4,52.24998333,-3.424783333,Powys,81.23,8.77,5.7,4.3
2020,4,51.4597,-0.995566667,Reading,81.22,8.78,4.98,5.02
2020,4,51.5705,0.06015,Redbridge,78.81,11.19,6.42,3.58
2020,4,54.5653,-1.059163636,Redcar and Cleveland,81.51,8.49,1.32,8.68
2020,4,55.85837,-4.51079,Renfrewshire,80.48,9.52,6.84,3.16
2020,4,51.62219167,-3.4239375,Rhondda Cynon Taff,82.58,7.42,4.14,5.86
2020,4,51.46445,-0.30745,Richmond upon Thames,80.04,9.96,6.23,3.77
2020,4,53.6072,-2.154542857,Rochdale,82.85,7.15,5.72,4.28
2020,4,53.4392,-1.312393333,Rotherham,81.92,8.08,4.57,5.43
2020,4,52.63025,-0.72775,Rutland,78.05,11.95,5.43,4.57
2020,4,53.49658889,-2.363588889,Salford,82.01,7.99,0.8,9.2
2020,4,52.4992,-2.009775,Sandwell,78.32,11.68,4.67,5.33
2020,4,55.62052222,-2.676055556,"Scottish Borders, The",82.11,7.89,3.62,6.38
2020,4,53.52422,-3.00157,Sefton,81.62,8.38,5.9,4.1
2020,4,53.39685714,-1.485642857,Sheffield,81,9,4.06,5.94
2020,4,60.155,-1.145,Shetland Islands,78.47,11.53,6.42,3.58
2020,4,52.68353478,-2.706543478,Shropshire,78.5,11.5,5.26,4.74
2020,4,51.49675,-0.55605,Slough,78.43,11.57,6.15,3.85
2020,4,52.42352222,-1.732688889,Solihull,80.54,9.46,6.77,3.23
2020,4,51.080875,-2.8844625,Somerset,80.13,9.87,5.39,4.61
2020,4,55.44415,-4.672216667,South Ayrshire,79.58,10.42,6.11,3.89
2020,4,51.5312,-2.485092857,South Gloucestershire,78.56,11.44,2.52,7.48
2020,4,55.74473846,-4.002261538,South Lanarkshire,82.74,7.26,6.2,3.8
2020,4,54.95444,-1.47962,South Tyneside,80.21,9.79,1.74,8.26
2020,4,50.9,-1.4,Southampton,82.59,7.41,3.09,6.91
2020,4,51.5419,0.755933333,Southend-on-Sea,79.23,10.77,6.28,3.72
2020,4,53.46109,-2.71413,St. Helens,82.99,7.01,4.78,5.22
2020,4,52.81114043,-2.033102128,Staffordshire,81.58,8.42,4.53,5.47
2020,4,56.13984286,-3.972257143,Stirling,80.06,9.94,3.8,6.2
2020,4,53.39133333,-2.133744444,Stockport,81.47,8.53,3.73,6.27
2020,4,54.56015,-1.310725,Stockton-on-Tees,81.95,8.05,0.79,9.21
2020,4,53.0156,-2.16074,Stoke-on-Trent,80.56,9.44,2.96,7.04
2020,4,52.23130556,1.116736111,Suffolk,78.8,11.2,4.39,5.61
2020,4,54.88501429,-1.449128571,Sunderland,78.74,11.26,2.38,7.62
2020,4,51.29146092,-0.427617241,Surrey,81.25,8.75,6.79,3.21
2020,4,51.36614,-0.19064,Sutton,80.67,9.33,1.74,8.26
2020,4,51.63607273,-4.003781818,Swansea,80.96,9.04,3.68,6.32
2020,4,51.57133333,-1.761166667,Swindon,80.93,9.07,5.63,4.37
2020,4,53.47818571,-2.087014286,Tameside,80.17,9.83,1.67,8.33
2020,4,52.68716667,-2.465811111,Telford and Wrekin,78.96,11.04,2.4,7.6
2020,4,51.4951,0.330514286,Thurrock,81.55,8.45,6.72,3.28
2020,4,50.47,-3.53,Torbay,81.78,8.22,2.76,7.24
2020,4,51.69511429,-3.035214286,Torfaen,80.32,9.68,1.1,8.9
2020,4,51.5159,-0.0606,Tower Hamlets,79.33,10.67,0.6,9.4
2020,4,53.421,-2.360366667,Trafford,79.81,10.19,4.88,5.12
2020,4,51.42071111,-3.341977778,"Vale of Glamorgan, The",78.28,11.72,4.56,5.44
2020,4,53.66297222,-1.394683333,Wakefield,79.11,10.89,5.38,4.62
2020,4,52.60443,-1.96842,Walsall,78.18,11.82,3.28,6.72
2020,4,51.59386667,0.000166667,Waltham Forest,81.07,8.93,5.64,4.36
2020,4,51.4492,-0.17225,Wandsworth,78.39,11.61,5.52,4.48
2020,4,53.407925,-2.5846125,Warrington,80.44,9.56,3,7
2020,4,52.35788,-1.554836,Warwickshire,82.52,7.48,1.04,8.96
2020,4,51.42730833,-1.2708,West Berkshire,82.49,7.51,6.29,3.71
2020,4,55.95195714,-4.510085714,West Dunbartonshire,78.3,11.7,6.81,3.19
2020,4,55.8906,-3.59928,West Lothian,81.46,8.54,2.18,7.82
2020,4,50.90101224,-0.465836735,West Sussex,78.66,11.34,1.2,8.8
2020,4,53.51954667,-2.586386667,Wigan,78.76,11.24,0.57,9.43
2020,4,51.32301724,-1.982255172,Wiltshire,79.16,10.84,4.14,5.86
2020,4,51.46113,-0.64631,Windsor and Maidenhead,81.99,8.01,0.96,9.04
2020,4,53.38508571,-3.065042857,Wirral,82.25,7.75,0.54,9.46
2020,4,51.4305,-0.894166667,Wokingham,79.38,10.62,3.27,6.73
2020,4,52.59348,-2.11376,Wolverhampton,78.73,11.27,2.38,7.62
2020,4,52.2454875,-2.134854167,Worcestershire,78.01,11.99,2,8
2020,4,53.03311111,-3.026888889,Wrexham,81.09,8.91,6.06,3.94
2020,4,53.97185833,-1.081066667,York,82.21,7.79,2.27,7.73
,4,,,,82.43,7.57,1.71,8.29
2020,5,57.14183333,-2.191283333,Aberdeen City,80.86,9.14,6.9,3.1
2020,5,57.31228889,-2.280072222,Aberdeenshire,81.92,8.08,6.59,3.41
2020,5,56.6134,-2.733785714,Angus,81.45,8.55,2.84,7.16
2020,5,54.7173,-6.2055,Antrim and Newtownabbey,81.14,8.86,1.21,8.79
2020,5,54.648,-5.7575,Ards and North Down,83,7,1.21,8.79
2020,5,55.95574286,-5.0767,Argyll and Bute,81.26,8.74,6.96,3.04
2020,5,54.343,-6.26,"Armagh, Banbridge and Craigavon",82.43,7.57,4.57,5.43
2020,5,51.53985,0.1111,Barking and Dagenham,78.05,11.95,5.87,4.13
2020,5,51.61631111,-0.201277778,Barnet,79.94,10.06,5.7,4.3
2020,5,53.544575,-1.466408333,Barnsley,81.49,8.51,0.9,9.1
2020,5,51.35338,-2.45187,Bath and North East Somerset,82.42,7.58,5.68,4.32
2020,5,52.1215125,-0.4917375,Bedford,80.75,9.25,6.95,3.05
2020,5,54.5964,-5.93,Belfast,80.21,9.79,1.8,8.2
2020,5,51.456175,0.131975,Bexley,78.84,11.16,3.98,6.02
2020,5,52.46904545,-1.896454545,Birmingham,82.19,7.81,6.98,3.02
2020,5,53.723,-2.4715,Blackburn with Darwen,82.95,7.05,4.23,5.77
2020,5,53.8331,-3.04565,Blackpool,80.47,9.53,1.68,8.32
2020,5,51.7711125,-3.1861375,Blaenau Gwent,82.35,7.65,3.75,6.25
2020,5,53.56385714,-2.459685714,Bolton,82.64,7.36,2.48,7.52
2020,5,50.71675,-1.862,Bournemouth,81.36,8.64,1.93,8.07
2020,5,51.41836,-0.75592,Bracknell Forest,81.49,8.51,5.63,4.37
2020,5,53.84582,-1.85269,Bradford,82.44,7.56,6.39,3.61
2020,5,51.5751,-0.29395,Brent,80.2,9.8,2.69,7.31
2020,5,51.54256,-3.62778,Bridgend,79.8,10.2,2.03,7.97
2020,5,50.839275,-0.130525,Brighton and Hove,78.3,11.7,5.28,4.72
2020,5,51.46086667,-2.608733333,"Bristol, City of",80.16,9.84,5.18,4.82
2020,5,51.3873875,0.0403,Bromley,79.64,10.36,4.65,5.35
2020,5,51.68953103,-0.711589655,Buckinghamshire,79.06,10.94,3.41,6.59
2020,5,53.58355,-2.310533333,Bury,79.95,10.05,2.16,7.84
2020,5,51.65393889,-3.2005,Caerphilly,78.84,11.16,1.68,8.32
2020,5,53.71190769,-1.896553846,Calderdale,80.59,9.41,6.2,3.8
2020,5,52.32057447,0.027317021,Cambridgeshire,82.4,7.6,1.6,8.4
2020,5,51.5444,-0.1315,Camden,82.23,7.77,3.08,6.92
2020,5,51.51916667,-3.250266667,Cardiff,82.89,7.11,4.47,5.53
2020,5,51.75977,-4.20512,Carmarthenshire,81.16,8.84,3.42,6.58
2020,5,52.00438421,-0.439589474,Central Bedfordshire,80.82,9.18,1.58,8.42
2020,5,52.2566,-4.22025,Ceredigion,78.17,11.83,2.37,7.63
2020,5,53.22929,-2.301205,Cheshire East,78.47,11.53,2.15,7.85
2020,5,53.24336316,-2.769231579,Cheshire West and Chester,81.71,8.29,3.51,6.49
2020,5,56.13676667,-3.755716667,Clackmannanshire,79.43,10.57,1.26,8.74
2020,5,53.27466667,-3.781833333,Conwy,82.68,7.32,3.35,6.65
2020,5,50.338445,-4.956985,Cornwall,80.83,9.17,4.69,5.31
2020,5,52.43905,-1.4953,Coventry,79.52,10.48,4.63,5.37
2020,5,51.36222,-0.09864,Croydon,80.34,9.66,5.01,4.99
2020,5,54.556875,-3.153328571,Cumbria,81.68,8.32,2.43,7.57
2020,5,54.527,-1.5526,Darlington,79.02,10.98,6.14,3.86
2020,5,53.22842857,-3.398857143,Denbighshire,79.72,10.28,3.38,6.62
2020,5,52.92191429,-1.4837,Derby,79.09,10.91,2.57,7.43
2020,5,53.12000172,-1.489143103,Derbyshire,82.91,7.09,1.4,8.6
2020,5,54.97485,-7.34835,Derry and Strabane,82.36,7.64,3.36,6.64
2020,5,50.69579545,-3.719311364,Devon,80.9,9.1,3.01,6.99
2020,5,53.53558889,-1.136133333,Doncaster,80.79,9.21,1.15,8.85
2020,5,50.78630385,-2.228388462,Dorset,80.39,9.61,6.87,3.13
2020,5,52.49144615,-2.114861538,Dudley,81.33,8.67,1.22,8.78
2020,5,55.01490909,-3.784663636,Dumfries and Galloway,82.76,7.24,4.56,5.44
2020,5,56.4646,-2.9203,Dundee City,79.6,10.4,4.1,5.9
2020,5,54.74779643,-1.589642857,Durham,78.67,11.33,1.33,8.67
2020,5,51.5288625,-0.3293625,Ealing,82.34,7.66,1.98,8.02
2020,5,55.56655,-4.388391667,East Ayrshire,78.49,11.51,3.41,6.59
2020,5,55.93512,-4.24652,East Dunbartonshire,78.03,11.97,3.96,6.04
2020,5,55.983925,-2.8457375,East Lothian,80.5,9.5,0.59,9.41
2020,5,55.78048,-4.3428,East Renfrewshire,82.17,7.83,6.33,3.67
2020,5,53.816005,-0.49142,East Riding of Yorkshire,79.97,10.03,5.52,4.48
2020,5,50.92780323,0.306025806,East Sussex,78.33,11.67,0.71,9.29
2020,5,55.9414625,-3.323325,"Edinburgh, City of",80.94,9.06,5.18,4.82
2020,5,58.209,-6.387,Eilean Siar,79.38,10.62,3.55,6.45
2020,5,51.63712,-0.08266,Enfield,79.22,10.78,6.16,3.84
2020,5,51.75509254,0.542498507,Essex,82.62,7.38,6.61,3.39
2020,5,56.01055,-3.778175,Falkirk,78.59,11.41,5.58,4.42
2020,5,54.59,-7.29,Fermanagh and Omagh,82.22,7.78,1.42,8.58
2020,5,56.17235217,-3.165756522,Fife,80.05,9.95,2.34,7.66
2020,5,53.22044615,-3.130053846,Flintshire,80.46,9.54,1.15,8.85
2020,5,54.94215,-1.64974,Gateshead,81.03,8.97,6.51,3.49
2020,5,55.855225,-4.271525,Glasgow City,81.23,8.77,1.6,8.4
2020,5,51.79496765,-2.205320588,Gloucestershire,81.62,8.38,0.69,9.31
2020,5,51.4735,0.0595,Greenwich,81.1,8.9,3.82,6.18
2020,5,52.97142857,-4.160785714,Gwynedd,79.53,10.47,6.8,3.2
2020,5,51.5414,-0.0266,Hackney,81.5,8.5,2.92,7.08
2020,5,53.37233333,-2.751666667,Halton,78.58,11.42,3.06,6.94
2020,5,51.4828,-0.195,Hammersmith and Fulham,78.09,11.91,0.92,9.08
2020,5,51.0235375,-1.232942188,Hampshire,81.95,8.05,2.88,7.12
2020,5,51.59103333,-0.101633333,Haringey,78.04,11.96,3.94,6.06
2020,5,51.59421667,-0.3493,Harrow,79.55,10.45,4.66,5.34
2020,5,54.6764,-1.1994,Hartlepool,82.01,7.99,6.73,3.27
2020,5,51.563,0.2147,Havering,79.86,10.14,1.26,8.74
2020,5,52.1251625,-2.721725,Herefordshire,81.71,8.29,6.01,3.99
2020,5,51.77312745,-0.263427451,Hertfordshire,78.63,11.37,2.09,7.91
2020,5,57.67166154,-4.247092308,Highland,78.96,11.04,2.02,7.98
2020,5,51.541975,-0.4593625,Hillingdon,80.67,9.33,3.17,6.83
2020,5,51.4582,-0.39195,Hounslow,82.9,7.1,4.36,5.64
2020,5,55.92778,-4.75406,Inverclyde,78.82,11.18,3.82,6.18
2020,5,53.29063333,-4.307083333,Isle of Anglesey,79.15,10.85,4.75,5.25
2020,5,50.69328462,-1.267792308,Isle of Wight,80.98,9.02,3.52,6.48
2020,5,51.548,-0.09985,Islington,80.8,9.2,4.82,5.18
2020,5,51.5,-0.19,Kensington and Chelsea,78.83,11.17,2.02,7.98
2020,5,51.26558125,0.738851042,Kent,78.55,11.45,2.23,7.77
2020,5,53.76906667,-0.350266667,"Kingston upon Hull, City of",78.8,11.2,2.34,7.66
2020,5,51.40215,-0.30325,Kingston upon Thames,82.02,7.98,1.48,8.52
2020,5,53.6477,-1.730757895,Kirklees,82.58,7.42,3.3,6.7
2020,5,53.42288333,-2.848516667,Knowsley,78.68,11.32,2.66,7.34
2020,5,51.4604,-0.116266667,Lambeth,81.04,8.96,1.63,8.37
2020,5,53.76817015,-2.614720896,Lancashire,79.15,10.85,6.83,3.17
2020,5,53.82412,-1.544528,Leeds,82.28,7.72,6.71,3.29
2020,5,52.641875,-1.133375,Leicester,81.23,8.77,1.51,8.49
2020,5,52.67251778,-1.221202222,Leicestershire,79.29,10.71,0.51,9.49
2020,5,51.4452,-0.0207,Lewisham,82.73,7.27,3.42,6.58
2020,5,53.05613774,-0.239167925,Lincolnshire,78.6,11.4,5.36,4.64
2020,5,54.5167,-6.0333,Lisburn and Castlereagh,81.78,8.22,5.24,4.76
2020,5,53.40767778,-2.930188889,Liverpool,80.35,9.65,1.48,8.52
2020,5,51.5072,-0.1275,"London, City of",82.64,7.36,4.91,5.09
2020,5,51.900075,-0.436675,Luton,80.66,9.34,1.81,8.19
2020,5,53.4387,-2.24568,Manchester,80.28,9.72,3.76,6.24
2020,5,51.37633333,0.518,Medway,81.25,8.75,4.18,5.82
2020,5,51.72346667,-3.3432,Merthyr Tydfil,80.66,9.34,6.36,3.64
2020,5,51.406925,-0.196675,Merton,78.12,11.88,4.61,5.39
2020,5,54.647,-6.745,Mid Ulster,79.52,10.48,2.42,7.58
2020,5,54.5349,-1.20765,Middlesbrough,81.46,8.54,3.21,6.79
2020,5,55.86435,-3.107733333,Midlothian,79.43,10.57,2.47,7.53
2020,5,52.05383636,-0.763636364,Milton Keynes,82.5,7.5,4.23,5.77
2020,5,51.6918,-2.815683333,Monmouthshire,80.27,9.73,1.43,8.57
2020,5,57.63918,-3.2279,Moray,82.57,7.43,1.32,8.68
2020,5,51.67286429,-3.7719,Neath Port Talbot,82.89,7.11,6.26,3.74
2020,5,54.996675,-1.64345,Newcastle upon Tyne,79.23,10.77,6.3,3.7
2020,5,51.53643333,0.020166667,Newham,79.6,10.4,4.86,5.14
2020,5,51.58096,-2.99458,Newport,81.38,8.62,4.87,5.13
2020,5,54.0991,-6.249,"Newry, Mourne and Down",80.8,9.2,3.85,6.15
2020,5,52.67440926,1.107016667,Norfolk,81.84,8.16,1.73,8.27
2020,5,55.68323636,-4.736736364,North Ayrshire,78.49,11.51,5.59,4.41
2020,5,53.5532625,-0.107425,North East Lincolnshire,79.94,10.06,2.16,7.84
2020,5,55.84690526,-3.967689474,North Lanarkshire,82.01,7.99,5.59,4.41
2020,5,53.57768571,-0.644621429,North Lincolnshire,80.78,9.22,6.94,3.06
2020,5,51.40061538,-2.798376923,North Somerset,80.32,9.68,5.01,4.99
2020,5,55.0259625,-1.474825,North Tyneside,81.15,8.85,6.28,3.72
2020,5,54.12231333,-1.309256667,North Yorkshire,81.15,8.85,3.25,6.75
2020,5,52.29424643,-0.792964286,Northamptonshire,80.06,9.94,1.44,8.56
2020,5,55.15079,-1.732905,Northumberland,81.69,8.31,2.16,7.84
2020,5,52.95825,-1.17325,Nottingham,80.94,9.06,2.33,7.67
2020,5,53.06355476,-1.107161905,Nottinghamshire,80.67,9.33,6.83,3.17
2020,5,53.53538,-2.12168,Oldham,81.89,8.11,3.6,6.4
2020,5,58.981,-2.96,Orkney Islands,82.27,7.73,6.93,3.07
2020,5,51.74759714,-1.27488,Oxfordshire,81.03,8.97,1.64,8.36
2020,5,51.7541875,-4.9396625,Pembrokeshire,82.78,7.22,4.46,5.54
2020,5,56.451075,-3.514775,Perth and Kinross,82.6,7.4,6.52,3.48
2020,5,50.38364,-4.11648,Plymouth,81.19,8.81,0.62,9.38
2020,5,50.726975,-1.9848,Poole,81.68,8.32,2.03,7.97
2020,5,50.82606667,-1.0744,Portsmouth,81.98,8.02,4.79,5.21
2020,5,52.24998333,-3.424783333,Powys,81.26,8.74,6.99,3.01
2020,5,51.4597,-0.995566667,Reading,78.78,11.22,6.47,3.53
2020,5,51.5705,0.06015,Redbridge,81.66,8.34,2.69,7.31
2020,5,54.5653,-1.059163636,Redcar and Cleveland,80.71,9.29,2.18,7.82
2020,5,55.85837,-4.51079,Renfrewshire,81.73,8.27,6.85,3.15
2020,5,51.62219167,-3.4239375,Rhondda Cynon Taff,79.27,10.73,4.92,5.08
2020,5,51.46445,-0.30745,Richmond upon Thames,80.78,9.22,1.2,8.8
2020,5,53.6072,-2.154542857,Rochdale,82.5,7.5,1.28,8.72
2020,5,53.4392,-1.312393333,Rotherham,78.84,11.16,1.26,8.74
2020,5,52.63025,-0.72775,Rutland,80.27,9.73,1.66,8.34
2020,5,53.49658889,-2.363588889,Salford,79.11,10.89,6.73,3.27
2020,5,52.4992,-2.009775,Sandwell,80.59,9.41,1.16,8.84
2020,5,55.62052222,-2.676055556,"Scottish Borders, The",80.88,9.12,2.8,7.2
2020,5,53.52422,-3.00157,Sefton,80.59,9.41,4.36,5.64
2020,5,53.39685714,-1.485642857,Sheffield,81.21,8.79,3.64,6.36
2020,5,60.155,-1.145,Shetland Islands,82.33,7.67,6.09,3.91
2020,5,52.68353478,-2.706543478,Shropshire,82.41,7.59,6.65,3.35
2020,5,51.49675,-0.55605,Slough,81.71,8.29,3.49,6.51
2020,5,52.42352222,-1.732688889,Solihull,80.87,9.13,5.07,4.93
2020,5,51.080875,-2.8844625,Somerset,79.69,10.31,2.58,7.42
2020,5,55.44415,-4.672216667,South Ayrshire,82.58,7.42,3.66,6.34
2020,5,51.5312,-2.485092857,South Gloucestershire,80.57,9.43,2.78,7.22
2020,5,55.74473846,-4.002261538,South Lanarkshire,79.81,10.19,0.84,9.16
2020,5,54.95444,-1.47962,South Tyneside,79.18,10.82,5.19,4.81
2020,5,50.9,-1.4,Southampton,78.28,11.72,2.96,7.04
2020,5,51.5419,0.755933333,Southend-on-Sea,79.73,10.27,2.69,7.31
2020,5,53.46109,-2.71413,St. Helens,79.29,10.71,5.43,4.57
2020,5,52.81114043,-2.033102128,Staffordshire,81.29,8.71,1.82,8.18
2020,5,56.13984286,-3.972257143,Stirling,82.95,7.05,1.16,8.84
2020,5,53.39133333,-2.133744444,Stockport,79.31,10.69,2.56,7.44
2020,5,54.56015,-1.310725,Stockton-on-Tees,81.22,8.78,6.21,3.79
2020,5,53.0156,-2.16074,Stoke-on-Trent,81.68,8.32,3.64,6.36
2020,5,52.23130556,1.116736111,Suffolk,79.71,10.29,0.62,9.38
2020,5,54.88501429,-1.449128571,Sunderland,78.59,11.41,1.04,8.96
2020,5,51.29146092,-0.427617241,Surrey,82.5,7.5,4.19,5.81
2020,5,51.36614,-0.19064,Sutton,79.8,10.2,3.65,6.35
2020,5,51.63607273,-4.003781818,Swansea,80.23,9.77,4.25,5.75
2020,5,51.57133333,-1.761166667,Swindon,80.92,9.08,0.77,9.23
2020,5,53.47818571,-2.087014286,Tameside,78.07,11.93,2.12,7.88
2020,5,52.68716667,-2.465811111,Telford and Wrekin,82.13,7.87,5.33,4.67
2020,5,51.4951,0.330514286,Thurrock,79.83,10.17,5.28,4.72
2020,5,50.47,-3.53,Torbay,80.8,9.2,0.6,9.4
2020,5,51.69511429,-3.035214286,Torfaen,79.49,10.51,6.2,3.8
2020,5,51.5159,-0.0606,Tower Hamlets,78.02,11.98,1.89,8.11
2020,5,53.421,-2.360366667,Trafford,82.02,7.98,5.89,4.11
2020,5,51.42071111,-3.341977778,"Vale of Glamorgan, The",79.49,10.51,5.29,4.71
2020,5,53.66297222,-1.394683333,Wakefield,78.67,11.33,6.98,3.02
2020,5,52.60443,-1.96842,Walsall,79.05,10.95,0.76,9.24
2020,5,51.59386667,0.000166667,Waltham Forest,81.46,8.54,1.02,8.98
2020,5,51.4492,-0.17225,Wandsworth,81.24,8.76,4.5,5.5
2020,5,53.407925,-2.5846125,Warrington,79.15,10.85,2.11,7.89
2020,5,52.35788,-1.554836,Warwickshire,82.86,7.14,1.05,8.95
2020,5,51.42730833,-1.2708,West Berkshire,81.87,8.13,4.77,5.23
2020,5,55.95195714,-4.510085714,West Dunbartonshire,82.93,7.07,3.21,6.79
2020,5,55.8906,-3.59928,West Lothian,81.48,8.52,6.53,3.47
2020,5,50.90101224,-0.465836735,West Sussex,78.92,11.08,5.29,4.71
2020,5,53.51954667,-2.586386667,Wigan,78.2,11.8,6.28,3.72
2020,5,51.32301724,-1.982255172,Wiltshire,78.45,11.55,3.47,6.53
2020,5,51.46113,-0.64631,Windsor and Maidenhead,80.24,9.76,0.55,9.45
