Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Brand,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price,Recommended Retail Price,Typical Weight Per Unit,Photo,Valid From,Valid To,Lineage Key
212,8,USB food flash drive - dim sum 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14.000,240.00,358.80,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
213,7,USB food flash drive - pizza slice,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
214,6,USB food flash drive - hot dog,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
215,5,USB food flash drive - hamburger,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
11,209,Packing knife with metal insert blade (Yellow) 9mm,N/A,Each,Each,N/A,9mm,14,5,0,N/A,14.000,1.89,2.83,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
12,208,Permanent marker red 5mm nib (Red) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14.000,2.70,4.04,0.100,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
13,207,Permanent marker blue 5mm nib (Blue) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14.000,2.70,4.04,0.100,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
14,206,Permanent marker black 5mm nib (Black) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14.000,2.70,4.04,0.100,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
15,205,Tape dispenser (Blue),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
16,204,Tape dispenser (Red),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
17,203,Tape dispenser (Black),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
18,202,Red and white urgent  heavy despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
19,201,Red and white urgent despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14.000,3.70,5.53,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
20,200,Black and yellow heavy despatch tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
21,199,Black and yellow heavy despatch tape  48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14.000,3.70,5.53,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
22,198,Black and orange this way up despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
23,197,Black and orange this way up despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14.000,3.70,5.53,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
24,196,Black and orange handle with care despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
25,195,Black and orange handle with care despatch tape  48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14.000,3.70,5.53,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
26,194,Black and orange glass with care despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
100,120,Dinosaur battery-powered slippers (Green) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
101,119,Dinosaur battery-powered slippers (Green) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
102,118,Dinosaur battery-powered slippers (Green) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
103,117,Superhero action jacket (Blue) 5XL,Blue,Each,Each,N/A,5XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
104,116,Superhero action jacket (Blue) 4XL,Blue,Each,Each,N/A,4XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
105,115,Superhero action jacket (Blue) 3XL,Blue,Each,Each,N/A,3XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
106,114,Superhero action jacket (Blue) XXL,Blue,Each,Each,N/A,XXL,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
107,113,Superhero action jacket (Blue) XL,Blue,Each,Each,N/A,XL,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
243,9,USB food flash drive - banana,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
244,8,USB food flash drive - dim sum 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14.000,240.00,358.80,0.500,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
245,7,USB food flash drive - pizza slice,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
545,7,USB food flash drive - pizza slice,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:09:00.0000000,2016-05-31 23:11:00.0000000,5
546,6,USB food flash drive - hot dog,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:09:00.0000000,2016-05-31 23:11:00.0000000,5
547,5,USB food flash drive - hamburger,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:09:00.0000000,2016-05-31 23:11:00.0000000,5
548,4,USB food flash drive - sushi roll,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:09:00.0000000,2016-05-31 23:11:00.0000000,5
549,16,DBA joke mug - mind if I join you? (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
550,17,DBA joke mug - mind if I join you? (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
551,18,DBA joke mug - daaaaaa-ta (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
552,19,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
553,20,DBA joke mug - you might be a DBA if (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
554,21,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
555,22,DBA joke mug - it depends (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
556,23,DBA joke mug - it depends (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
557,24,DBA joke mug - I will get you in order (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
558,25,DBA joke mug - I will get you in order (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
559,26,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
560,27,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
561,28,DBA joke mug - two types of DBAs (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
562,29,DBA joke mug - two types of DBAs (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
563,30,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
564,31,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
565,32,Developer joke mug - that's a hardware problem (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
566,33,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:10:00.0000000,9999-12-31 23:59:59.9999999,5
108,112,Superhero action jacket (Blue) L,Blue,Each,Each,N/A,L,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
109,111,Superhero action jacket (Blue) M,Blue,Each,Each,N/A,M,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
110,110,Superhero action jacket (Blue) S,Blue,Each,Each,N/A,S,12,1,0,N/A,12.000,25.00,37.38,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
111,109,Superhero action jacket (Blue) XS,Blue,Each,Each,N/A,XS,12,1,0,N/A,12.000,25.00,37.38,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
112,108,Superhero action jacket (Blue) XXS,Blue,Each,Each,N/A,XXS,12,1,0,N/A,12.000,25.00,37.38,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
62,158,10 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14.000,105.00,156.98,10.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
63,157,10 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14.000,30.00,44.85,6.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
64,156,10 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14.000,15.00,22.43,5.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
65,155,Large sized bubblewrap roll 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14.000,24.00,35.88,10.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
66,154,Medium sized bubblewrap roll 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14.000,20.00,29.90,6.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
67,153,Small sized bubblewrap roll 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14.000,4.50,6.73,5.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
68,152,Pack of 12 action figures (female),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2.000,16.00,23.92,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
69,151,Pack of 12 action figures (male),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2.000,16.00,23.92,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
70,150,Pack of 12 action figures (variety),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2.000,16.00,23.92,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
71,149,Halloween skull mask (Gray) XL,Gray,Each,Carton,N/A,XL,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
72,148,Halloween skull mask (Gray) L,Gray,Each,Carton,N/A,L,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
73,147,Halloween skull mask (Gray) M,Gray,Each,Carton,N/A,M,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
74,146,Halloween skull mask (Gray) S,Gray,Each,Carton,N/A,S,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
75,145,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,N/A,XL,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
76,144,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,N/A,L,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
77,143,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,N/A,M,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
78,142,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,N/A,S,12,12,0,N/A,12.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
79,141,Furry animal socks (Pink) XL,N/A,Pair,Packet,N/A,XL,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
80,140,Furry animal socks (Pink) L,N/A,Pair,Packet,N/A,L,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
405,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",White,Each,Carton,N/A,XL,7,12,0,N/A,7.000,18.00,26.91,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
406,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",White,Each,Carton,N/A,XXL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
407,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",White,Each,Carton,N/A,3XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
408,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",White,Each,Carton,N/A,4XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
409,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",White,Each,Carton,N/A,5XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
410,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",White,Each,Carton,N/A,6XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
411,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",White,Each,Carton,N/A,7XL,7,12,0,N/A,7.000,18.00,26.91,0.450,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
412,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",Black,Each,Carton,N/A,3XS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
159,61,RC toy sedan car with remote control (Green) 1/50 scale,N/A,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,25.00,37.38,1.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
160,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,25.00,37.38,1.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
161,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,25.00,37.38,1.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
262,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
263,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
264,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
265,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
266,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
267,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
268,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
269,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:10:00.0000000,5
351,161,20 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14.000,108.00,161.46,10.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
352,160,20 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14.000,33.00,49.34,6.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
353,159,20 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14.000,18.00,26.91,5.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
354,158,10 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14.000,105.00,156.98,10.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
355,157,10 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14.000,30.00,44.85,6.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
356,156,10 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14.000,15.00,22.43,5.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
357,155,Large sized bubblewrap roll 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14.000,24.00,35.88,10.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
358,154,Medium sized bubblewrap roll 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14.000,20.00,29.90,6.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
359,153,Small sized bubblewrap roll 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14.000,4.50,6.73,5.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:12:00.0000000,5
360,137,Animal with big feet slippers (Brown) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12.000,32.00,47.84,0.400,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
361,136,Animal with big feet slippers (Brown) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
362,135,Animal with big feet slippers (Brown) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
363,134,Animal with big feet slippers (Brown) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
364,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,N/A,XL,12,1,0,N/A,12.000,32.00,47.84,0.400,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
365,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,N/A,L,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
366,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,N/A,M,12,1,0,N/A,12.000,32.00,47.84,0.350,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:07:00.0000000,5
400,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",White,Each,Carton,N/A,XXS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
401,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",White,Each,Carton,N/A,XS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
402,79,"""The Gu"" red shirt XML tag t-shirt (White) S",White,Each,Carton,N/A,S,7,12,0,N/A,7.000,18.00,26.91,0.300,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
403,80,"""The Gu"" red shirt XML tag t-shirt (White) M",White,Each,Carton,N/A,M,7,12,0,N/A,7.000,18.00,26.91,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
404,81,"""The Gu"" red shirt XML tag t-shirt (White) L",White,Each,Carton,N/A,L,7,12,0,N/A,7.000,18.00,26.91,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
175,45,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
176,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
177,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
178,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
179,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
180,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
181,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
182,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
183,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
184,36,Developer joke mug - when your hammer is C++ (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
185,35,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
186,34,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
187,33,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12.000,13.00,19.44,0.150,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
