Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,ProductCategory,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%),link,description,Dates
FY20,Q1,1,Australia,Asia Pacific,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,30,540,330,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,UK,Europe,Non-Loyalty,Online,Cheese chunk,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,France,Europe,Loyalty,Online,Brown Shoes,Running Shoes,0,0,0,210,4530,2700,1800,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Online,Black Shoes,Running Shoes,0,210,0,0,0,0,0,H1 Actual,-7,-1,NULL,NULL,00:00.0
FY20,Q3,9,Australia,Asia Pacific,Non-Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Italy,Europe,Loyalty,Online,Wineglass,Cocktail Glasses,9030,2850,10080,0,0,0,0,H1 Actual,206,2,NULL,NULL,00:00.0
FY20,Q2,6,Canada,North & Central America,Loyalty,Retail Store,Beach Shoes,Running Shoes,0,0,0,0,120,60,60,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Brazil,South America,Loyalty,Online,Cheese chunk,Cheese,0,16650,0,0,0,0,0,H1 Actual,-555,-1,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Non-Loyalty,Television,Crystal Wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,China,Asia Pacific,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Germany,Europe,Non-Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,600,16800,11760,5040,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Loyalty,Online,Brown SurfBoard,Surf Board,114000,14340,121620,0,0,0,0,H2 Forecast,3322,6,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,22230,18660,23340,990,23340,4680,18660,H1 Actual,119,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Television,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Indonesia,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Television,White Shoes,Running Shoes,0,0,0,90,1590,1110,480,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Korea,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,36210,0,38310,0,0,0,0,H1 Actual,1207,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,USA,North & Central America,Loyalty,Television,Beach Shoes,Running Shoes,0,0,0,60,1470,1170,300,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Italy,Europe,Non-Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,240,0,30,1530,37530,22530,15000,H2 Forecast,8,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Non-Loyalty,Online,Cheese chunk,Cheese,314820,312060,322620,540,10320,5160,5160,H2 Forecast,92,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Loyalty,Online,Orange SurfBoard,Surf Board,60,34710,60,-1380,-26520,-15930,-10620,H2 Forecast,-1155,-1,NULL,NULL,00:00.0
FY20,Q2,6,Turkey,Europe,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Non-Loyalty,Online,Black Shoes,Running Shoes,-30,0,-30,330,7200,4320,2880,H2 Forecast,-1,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Retail Store,Blue Surf Board,Surf Board,1770,13110,1830,0,0,0,0,H2 Forecast,-378,0,NULL,NULL,00:00.0
FY20,Q1,1,Spain,Europe,Loyalty,Retail Store,Pink Shoes,Running Shoes,0,120,0,0,0,0,0,H1 Actual,-4,-1,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,15630,11070,18000,330,6060,3030,3030,H1 Actual,152,0,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Loyalty,Retail Store,Black Shoes,Running Shoes,240,240,270,30,720,360,360,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,60,1500,900,600,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Loyalty,Wholesale,Orange SurfBoard,Surf Board,8850,97710,10410,30,780,540,240,H2 Forecast,-2962,0,NULL,NULL,00:00.0
FY20,Q1,3,Germany,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,1830,1830,540,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Online,Yellow mature Dutch cheese,Cheese,153690,183210,169110,0,0,0,0,H2 Forecast,-985,0,NULL,NULL,00:00.0
FY20,Q1,1,USA,North & Central America,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,13170,0,0,0,0,0,H1 Actual,-439,-1,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Online,French cheese,Cheese,270,0,330,0,0,0,0,H2 Forecast,9,0,NULL,NULL,00:00.0
FY20,Q1,1,Germany,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,13380,0,4110,81810,40890,40890,H2 Forecast,-446,-1,NULL,NULL,00:00.0
FY20,Q3,9,Brazil,South America,Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Loyalty,Television,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Korea,Asia Pacific,Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,570,11490,4590,6900,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Turkey,Europe,Non-Loyalty,Retail Store,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Germany,Europe,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,960,27870,1080,540,16140,6450,9690,H2 Forecast,-897,0,NULL,NULL,00:00.0
FY20,Q1,1,Canada,North & Central America,Loyalty,Retail Store,Orange SurfBoard,Surf Board,11970,12030,13680,90,1680,840,840,H1 Actual,-2,0,NULL,NULL,00:00.0
FY20,Q1,3,Australia,Asia Pacific,Loyalty,Retail Store,Blue Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Korea,Asia Pacific,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,China,Asia Pacific,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,60,0,0,0,0,0,H2 Forecast,-2,-1,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Loyalty,Retail Store,Black with red sole shoes,Running Shoes,5790,5280,6480,0,0,0,0,H2 Forecast,17,0,NULL,NULL,00:00.0
FY20,Q2,4,Mexico,North & Central America,Loyalty,Wholesale,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Non-Loyalty,Television,Blue Surf Board,Surf Board,42480,0,42810,0,0,0,0,H1 Actual,1416,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,France,Europe,Loyalty,Online,Pink Shoes,Running Shoes,0,0,0,30,480,300,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,60,0,60,0,0,0,0,H2 Forecast,2,0,NULL,NULL,00:00.0
FY20,Q1,1,Canada,North & Central America,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,30,390,210,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Television,Cheese chunk,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Mexico,North & Central America,Loyalty,Wholesale,Brown Shoes,Running Shoes,0,0,0,-150,-3330,-1320,-2010,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Loyalty,Online,Black Shoes,Running Shoes,0,12150,0,0,0,0,0,H1 Actual,-405,-1,NULL,NULL,00:00.0
FY20,Q1,3,Australia,Asia Pacific,Non-Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,India,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,3300,1080,3570,0,0,0,0,H2 Forecast,74,2,NULL,NULL,00:00.0
FY20,Q4,12,Turkey,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Japan,Asia Pacific,Loyalty,Wholesale,Unbreakable wineglass,Cocktail Glasses,540,65760,150,0,0,0,0,H1 Actual,-2174,0,NULL,NULL,00:00.0
FY20,Q4,12,Japan,Asia Pacific,Non-Loyalty,Retail Store,Crystal Wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Non-Loyalty,Retail Store,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,1110,25110,15060,10050,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,India,Asia Pacific,Non-Loyalty,Online,Brown SurfBoard,Surf Board,3450,300,3840,0,0,0,0,H2 Forecast,105,10,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,USA,North & Central America,Non-Loyalty,Online,Yellow mature Dutch cheese,Cheese,44370,33030,50670,120,2250,1350,900,H1 Actual,378,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Retail Store,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Japan,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,150,4590,2760,1830,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,180,0,180,0,0,0,0,H1 Actual,6,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Italy,Europe,Loyalty,Online,Brown Shoes,Running Shoes,0,0,0,60,1260,630,630,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,China,Asia Pacific,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,570,0,630,1050,23160,13890,9270,H2 Forecast,19,0,NULL,NULL,00:00.0
FY20,Q1,3,USA,North & Central America,Non-Loyalty,Television,Cheese chunk,Cheese,3210,3060,1080,2130,40590,24360,16230,H1 Actual,5,0,NULL,NULL,00:00.0
FY20,Q2,5,USA,North & Central America,Non-Loyalty,Online,Orange SurfBoard,Surf Board,6930,-120,7320,1920,48330,29010,19350,H1 Actual,235,-58,NULL,NULL,00:00.0
FY20,Q2,6,Spain,Europe,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,France,Europe,Non-Loyalty,Television,Black Shoes,Running Shoes,1080,0,1200,510,9840,3930,5910,H2 Forecast,36,0,NULL,NULL,00:00.0
FY20,Q2,5,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Spain,Europe,Non-Loyalty,Retail Store,Blue Surf Board,Surf Board,780,2280,900,0,0,0,0,H1 Actual,-50,0,NULL,NULL,00:00.0
FY20,Q3,8,Spain,Europe,Loyalty,Retail Store,Pink Shoes,Running Shoes,0,270,0,0,0,0,0,H2 Forecast,-9,-1,NULL,NULL,00:00.0
FY20,Q2,4,Korea,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,570,2430,660,60,1950,960,960,H1 Actual,-62,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Germany,Europe,Non-Loyalty,Retail Store,French cheese,Cheese,18180,18180,20910,30,930,450,450,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Non-Loyalty,Television,Blue Shoes,Running Shoes,0,0,0,60,1440,870,570,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Germany,Europe,Loyalty,Television,Blue Stripped SurfBoard,Surf Board,4110,3360,4770,30,450,240,240,H2 Forecast,25,0,NULL,NULL,00:00.0
FY20,Q1,1,Indonesia,Asia Pacific,Loyalty,Online,Orange SurfBoard,Surf Board,210,210,240,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,84180,155250,94020,0,0,0,0,H2 Forecast,-2370,0,NULL,NULL,00:00.0
FY20,Q3,7,France,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,30,0,0,0,0,0,H2 Forecast,-1,-1,NULL,NULL,00:00.0
FY20,Q4,11,Canada,North & Central America,Loyalty,Online,French cheese,Cheese,19380,0,20340,0,0,0,0,H2 Forecast,646,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Loyalty,Online,White Shoes,Running Shoes,0,1560,0,330,10350,5160,5160,H2 Forecast,-52,-1,NULL,NULL,00:00.0
FY20,Q2,4,Brazil,South America,Non-Loyalty,Retail Store,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Online,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,China,Asia Pacific,Non-Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,90,2670,1320,1320,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Turkey,Europe,Loyalty,Retail Store,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Germany,Europe,Loyalty,Online,Orange SurfBoard,Surf Board,8460,17670,8670,570,11370,6840,4560,H1 Actual,-307,0,NULL,NULL,00:00.0
FY20,Q2,4,Brazil,South America,Loyalty,Television,Orange SurfBoard,Surf Board,1260,1200,1290,60,1200,720,480,H1 Actual,2,0,NULL,NULL,00:00.0
FY20,Q1,1,China,Asia Pacific,Loyalty,Online,Blue Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Non-Loyalty,Retail Store,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Brazil,South America,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,90,0,0,0,0,0,H2 Forecast,-3,-1,NULL,NULL,00:00.0
FY20,Q3,8,Australia,Asia Pacific,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,450,420,240,0,0,0,0,H2 Forecast,1,0,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Loyalty,Online,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Canada,North & Central America,Loyalty,Wholesale,Blue Surf Board,Surf Board,30,0,30,0,0,0,0,H2 Forecast,1,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Retail Store,Pink Shoes,Running Shoes,0,0,0,30,360,150,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Canada,North & Central America,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,630,0,270,0,0,0,0,H1 Actual,21,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Retail Store,Blue Shoes,Running Shoes,0,0,0,30,690,480,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,UK,Europe,Non-Loyalty,Online,Cheese chunk,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Mexico,North & Central America,Non-Loyalty,Retail Store,Brown Shoes,Running Shoes,0,0,0,270,5010,2010,3000,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Turkey,Europe,Loyalty,Online,Black Shoes,Running Shoes,0,900,0,0,0,0,0,H2 Forecast,-30,-1,NULL,NULL,00:00.0
FY20,Q2,5,Australia,Asia Pacific,Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Spain,Europe,Loyalty,Retail Store,Black Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Loyalty,Retail Store,Black Shoes,Running Shoes,510,150,600,0,0,0,0,H1 Actual,12,2,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,100080,58260,102570,0,0,0,0,H2 Forecast,1394,0,NULL,NULL,00:00.0
FY20,Q4,12,Australia,Asia Pacific,Non-Loyalty,Wholesale,Crystal Wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Turkey,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,330,9810,4890,4890,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Spain,Europe,Non-Loyalty,Online,Brown SurfBoard,Surf Board,7290,150,8460,0,0,0,0,H2 Forecast,238,47,NULL,NULL,00:00.0
FY20,Q3,8,India,Asia Pacific,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,China,Asia Pacific,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,91110,99390,95670,780,20070,12060,8040,H2 Forecast,-276,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Television,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Japan,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Online,White Shoes,Running Shoes,0,0,0,210,4710,2370,2370,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Indonesia,Asia Pacific,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,90,0,90,0,0,0,0,H2 Forecast,3,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Japan,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,60,1200,840,360,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Brazil,South America,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,1140,0,300,330,7410,5190,2220,H2 Forecast,38,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Loyalty,Wholesale,Cheese chunk,Cheese,51300,424500,56880,60,1500,600,900,H2 Forecast,-12440,0,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Online,Orange SurfBoard,Surf Board,12150,-120,12450,4650,98520,59130,39420,H2 Forecast,409,-102,NULL,NULL,00:00.0
FY20,Q1,3,Switzerland,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Germany,Europe,Non-Loyalty,Online,Black Shoes,Running Shoes,20670,0,20850,3270,76410,45840,30570,H1 Actual,689,0,NULL,NULL,00:00.0
FY20,Q3,8,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Non-Loyalty,Retail Store,Blue Surf Board,Surf Board,1260,1230,1410,0,0,0,0,H2 Forecast,1,0,NULL,NULL,00:00.0
FY20,Q2,5,France,Europe,Loyalty,Wholesale,Pink Shoes,Running Shoes,0,210,0,0,0,0,0,H1 Actual,-7,-1,NULL,NULL,00:00.0
FY20,Q1,1,Mexico,North & Central America,Non-Loyalty,Retail Store,White Shoes,Running Shoes,2640,1770,3000,240,5130,3090,2070,H1 Actual,29,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,3660,3660,4050,30,990,480,480,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,60,1290,270,1050,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Australia,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Germany,Europe,Loyalty,Online,Orange SurfBoard,Surf Board,690,11880,300,30,480,240,240,H2 Forecast,-373,0,NULL,NULL,00:00.0
FY20,Q2,4,Germany,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,13860,13860,14910,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Online,Yellow mature Dutch cheese,Cheese,93840,150660,107190,0,0,0,0,H2 Forecast,-1894,0,NULL,NULL,00:00.0
