Region,Country,ProductCategory,Campaign_ID,Campaign_Name,Qualification,Qualification_Number,Response_Status,Responses,Cost,Revenue,ROI,Lead_Generation,Revenue_Target,Campaign_Tactic,Customer_Segment,Status,Profit,Marketing_Cost,CampaignID,Date
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,706,240,23515.76,1980,NA,216223,Boomer; GenX; GenY; GenZ,Email,Purchase,1520.31,76.364,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,30,24388.44,5940,NA,2673.28,Gen X (60 ? 80s),Social,Awareness,33.61,946.151,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,156,24388.44,5940,NA,2673.28,Gen Y (80 ? 2000s),Social,Awareness,33.61,946.151,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,230,7474.56,7920,NA,260117,Boomer; GenX; GenY; GenZ,TV,Intent,-79.39,117.351,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,113,156,54292.89,13860,NA,4628.88,Baby Boomers (45 ? 60s),Event,Awareness,81.55,995.086,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,163,191,75870.29,11880,NA,-6629.15,Gen Y (80 ? 2000s),Social,Consideration,-72.22,527.714,11,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,471,270,18679.6,19800,NA,283407,Baby Boomers (45 ? 60s),Event,Inquiries,2115.48,63.75,34,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,656,191,91855.56,13860,NA,4658.03,Boomer; GenX; GenY; GenZ,Social,Intent,480.56,747.206,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,253,174,38201.18,11880,NA,301597,Boomer; GenX; GenY; GenZ,Email,Inquiries,1874.76,97.631,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,23,270,9698.16,5940,NA,126701,Boomer; GenX; GenY; GenZ,TV,Inquiries,1112.48,98.073,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,240,17848.64,13860,NA,254235,Gen X (60 ? 80s),Event,Inquiries,1433.27,29.954,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,656,174,91855.56,13860,NA,4658.03,Boomer; GenX; GenY; GenZ,Social,Intent,480.56,747.206,11,00:00.0
South America,Brazil,NULL,105,BeUnique,NA,NA,Accepted,616,290,20393.2,19800,NA,325193,Baby Boomers (45 ? 60s),Email,Purchase,-999.6,98.957,105,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,500,270,21612.58,5940,NA,200073,Gen X (60 ? 80s),Social,Awareness,261.29,43.061,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,340,1.25,28060.01,13860,NA,6969.69,Gen Z (2000s - now),Social,Inquiries,-197.42,183.048,21,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-154.9,272.576,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
Asia Pacific,Japan,NULL,105,BeUnique,NA,NA,Qualified,427,174,21108.56,3960,NA,236895,Gen Y (80 ? 2000s),Email,Intent,-677.45,39.712,105,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1032,197,24077.17,7920,NA,157165,Boomer; GenX; GenY; GenZ,Email,Inquiries,698.19,17.085,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,1.25,52296.03,1980,NA,3042.13,Baby Boomers (45 ? 60s),Event,Inquiries,-527.65,800.198,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,636,191,22431.02,15840,NA,133892,Gen Z (2000s - now),TV,Consideration,12.07,117.878,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,240,11636.16,15840,NA,311984,Gen Y (80 ? 2000s),Social,Inquiries,481.1,50.609,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,482,1.25,20389.12,1980,NA,266883,Boomer; GenX; GenY; GenZ,Social,Inquiries,1387.54,39.593,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,314,56,12580,13860,NA,268430,Baby Boomers (45 ? 60s),Social,Consideration,899.98,73.967,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,949,174,13326.57,9900,NA,-1478.58,Gen X (60 ? 80s),Email,Awareness,-518.92,519.663,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,56,21939.52,9900,NA,292876,Gen Y (80 ? 2000s),Social,Consideration,1773.27,84.694,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,174,23813.6,19800,NA,237711,Gen Y (80 ? 2000s),Social,Intent,1160.93,52.836,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,107,240,28928.53,1980,NA,6158.5,Gen Z (2000s - now),TV,Inquiries,536.08,250.282,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,693,191,64016.53,5940,NA,-4082.14,Gen Z (2000s - now),Event,Awareness,597.23,15.148,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,174,35960.85,1980,NA,326655,Gen X (60 ? 80s),Social,Consideration,1000.96,43.724,11,00:00.0
South America,Brazil,NULL,105,BeUnique,NA,NA,Accepted,58,1.25,19195.04,17820,NA,263194,NULL,Media Placements,Purchase,1289.11,63.767,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Baby Boomers (45 ? 60s),Social,Awareness,-141.24,18.513,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,151,56,22041.52,13860,NA,239037,NULL,Media Placements,Purchase,1065.9,24.905,50,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,807,174,13534.72,9900,NA,224927,Gen X (60 ? 80s),Email,Awareness,169.15,104.465,34,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,191,23630.95,5940,NA,145928,Gen Z (2000s - now),TV,Awareness,-540.6,33.541,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,171,174,31210.35,11880,NA,1556.5,Gen Z (2000s - now),Media Placements,Consideration,25.81,240.743,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1091,290,42890.12,7920,NA,6352.43,Gen X (60 ? 80s),TV,Awareness,31.19,702.446,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1021,270,6940.08,15840,NA,115583,Baby Boomers (45 ? 60s),Social,Consideration,-576.81,26.656,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,174,12202.74,7920,NA,195126,Boomer; GenX; GenY; GenZ,TV,Awareness,-1755.42,25.551,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,200,26845.04,19800,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Gen Z (2000s - now),Social,Consideration,348.54,881.446,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,174,12202.74,7920,NA,195126,Boomer; GenX; GenY; GenZ,TV,Awareness,-1755.42,25.551,11,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,549,270,14939.38,11880,NA,1808.48,Gen Y (80 ? 2000s),Event,Consideration,156.07,206.139,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,31719.8,13860,NA,-4678.72,Baby Boomers (45 ? 60s),Social,Awareness,-261.63,575.652,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,191,35960.85,1980,NA,326655,Gen Z (2000s - now),Social,Consideration,1000.96,43.724,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,1103,191,9879.04,7920,NA,167756,Boomer; GenX; GenY; GenZ,Event,Awareness,517.48,88.077,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,420,240,22861.6,9900,NA,173026,Baby Boomers (45 ? 60s),TV,Inquiries,2122.11,36.023,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,200,26845.04,19800,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,945,270,24562.96,7920,NA,336073,Gen Z (2000s - now),Social,Awareness,2382.89,111.129,34,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,1.25,39537.51,15840,NA,224604,Gen X (60 ? 80s),Event,Inquiries,2073.32,72.556,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,70894.56,19800,NA,4132.38,Gen X (60 ? 80s),Media Placements,Consideration,308.96,160.095,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,174,43027.05,15840,NA,-3147.15,Boomer; GenX; GenY; GenZ,Social,Intent,152.98,306.179,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Y (80 ? 2000s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,270,79168.7,15840,NA,-5002.4,Gen X (60 ? 80s),Social,Awareness,-332.49,952.677,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,6,290,22889.93,17820,NA,-2538.11,Baby Boomers (45 ? 60s),Media Placements,Awareness,-233.86,999.886,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,72,56,22784.08,7920,NA,235467,Gen Z (2000s - now),Media Placements,Consideration,185.3,85.391,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,174,27788.95,9900,NA,-4809.95,Gen Z (2000s - now),Social,Inquiries,-28.28,375.501,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,19800,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,62,270,19434.4,13860,NA,178279,Gen X (60 ? 80s),Email,Awareness,819.4,84.099,34,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,177,191,12202.74,9900,NA,195126,Boomer; GenX; GenY; GenZ,TV,Awareness,-1755.42,25.551,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Boomer; GenX; GenY; GenZ,Social,Awareness,94.47,535.718,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,842,1.25,52239.34,9900,NA,-3208.23,Gen Z (2000s - now),Event,Awareness,349.84,373.078,34,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,545,1.25,27038.02,13860,NA,3302.53,Gen X (60 ? 80s),TV,Awareness,-490.87,908.016,21,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,174,69885.53,13860,NA,5659.36,Boomer; GenX; GenY; GenZ,TV,Awareness,88.23,886.014,11,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,1069,174,88231.32,7920,NA,3294.48,Boomer; GenX; GenY; GenZ,Event,Inquiries,-736.49,800.849,34,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,191,23630.95,15840,NA,145928,Boomer; GenX; GenY; GenZ,TV,Awareness,-540.6,33.541,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Baby Boomers (45 ? 60s),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,534,197,19349.05,19800,NA,-4352.28,Boomer; GenX; GenY; GenZ,Event,Awareness,190.86,299.046,45,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,68,191,77344.84,3960,NA,-1505.55,Gen X (60 ? 80s),Media Placements,Inquiries,125.48,365.542,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,270,21939.52,17820,NA,292876,Boomer; GenX; GenY; GenZ,Social,Consideration,1773.27,84.694,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,200,66520.49,19800,NA,-3935.54,Gen Z (2000s - now),Social,Awareness,-154.9,272.576,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,117,156,91003.98,17820,NA,-2634.23,Baby Boomers (45 ? 60s),TV,Inquiries,379.24,728.333,105,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,151,270,28702.92,7920,NA,2371.27,NULL,Media Placements,Purchase,-3,974.783,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,479,97,31843.18,7920,NA,199223,Gen Z (2000s - now),Event,Consideration,-1043.29,19.72,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1019,191,81952.87,15840,NA,-3938.91,Baby Boomers (45 ? 60s),Event,Consideration,526.62,531.453,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1111,240,13525.2,15840,NA,231608,Gen X (60 ? 80s),TV,Awareness,408.68,118.847,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,240,7474.56,7920,NA,260117,NULL,TV,Intent,-79.39,117.351,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Gen Y (80 ? 2000s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,478,230,96598.88,17820,NA,-985.33,Baby Boomers (45 ? 60s),Media Placements,Consideration,268.56,513.638,105,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen Y (80 ? 2000s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,47,156,8050.35,7920,NA,6161.59,Gen Y (80 ? 2000s),TV,Consideration,-267.89,146.824,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,22784.08,7920,NA,235467,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,185.3,85.391,50,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,798,1,92565.76,7920,NA,-7740.21,Boomer; GenX; GenY; GenZ,TV,Consideration,48.73,677.643,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,270,13148.48,17820,NA,249186,Boomer; GenX; GenY; GenZ,Social,Consideration,-1077.29,26.418,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,494,56,23515.76,9900,NA,216223,NULL,Email,Purchase,1520.31,76.364,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,894,174,52888.34,3960,NA,-305.32,Boomer; GenX; GenY; GenZ,Event,Consideration,942.76,775.493,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,162,56,14198.03,19800,NA,1511.42,Baby Boomers (45 ? 60s),TV,Intent,304.61,292.977,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,232,240,15040.24,9900,NA,324003,Gen Z (2000s - now),Event,Intent,-837.93,37.791,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,258,191,15756.28,11880,NA,248302,Gen Z (2000s - now),Event,Awareness,-1283.67,113.288,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Gen X (60 ? 80s),Social,Awareness,94.47,535.718,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,240,13148.48,9900,NA,249186,Boomer; GenX; GenY; GenZ,Social,Consideration,-1077.29,26.418,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,240,40325.19,17820,NA,4352.91,Gen X (60 ? 80s),Social,Consideration,-73.83,783.449,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,483,56,9525.25,15840,NA,-3232.75,Baby Boomers (45 ? 60s),Event,Consideration,751.47,910.655,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,933,270,45883.28,9900,NA,-5515.95,Boomer; GenX; GenY; GenZ,TV,Inquiries,-331.11,188.036,21,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1091,174,42890.12,7920,NA,6352.43,Baby Boomers (45 ? 60s),TV,Awareness,31.19,702.446,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,1.25,35960.85,13860,NA,326655,Gen Z (2000s - now),Social,Consideration,1000.96,43.724,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,191,17848.64,13860,NA,254235,Baby Boomers (45 ? 60s),Event,Inquiries,1433.27,29.954,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,174,35022.18,7920,NA,324666,Baby Boomers (45 ? 60s),Email,Awareness,1023.06,118.099,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,971,30,21612.58,1980,NA,200073,Boomer; GenX; GenY; GenZ,Social,Awareness,261.29,43.061,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,258,156,15756.28,11880,NA,248302,Boomer; GenX; GenY; GenZ,Event,Awareness,-1283.67,113.288,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,537,240,75604,7920,NA,321.09,Baby Boomers (45 ? 60s),Media Placements,Consideration,240.75,132.806,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,NULL,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,53502.31,5940,NA,-4465.11,Gen Y (80 ? 2000s),Media Placements,Inquiries,14.67,62.566,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,807,174,57168.15,7920,NA,-3493.2,Gen Y (80 ? 2000s),Email,Awareness,-634.44,510.12,34,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,776,174,10720.08,1980,NA,-3830.71,Gen Y (80 ? 2000s),Event,Awareness,-423.62,61.311,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,56,21939.52,9900,NA,292876,Boomer; GenX; GenY; GenZ,Social,Consideration,1773.27,84.694,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Gen Y (80 ? 2000s),Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,534,156,58852.64,1980,NA,96322,Boomer; GenX; GenY; GenZ,Email,Awareness,1569.61,19.499,45,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,201,174,36390.88,1980,NA,130645,Boomer; GenX; GenY; GenZ,Social,Inquiries,1562.13,65.722,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Gen Z (2000s - now),Social,Awareness,-141.24,18.513,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-154.9,272.576,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,174,35960.85,1980,NA,326655,Gen X (60 ? 80s),Social,Consideration,1000.96,43.724,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,230,3039.77,5940,NA,-1065.13,Gen X (60 ? 80s),Social,Consideration,242.73,779.604,50,00:00.0
South America,Brazil,NULL,45,LetsRun,NA,NA,Accepted,498,1.25,9376.01,17820,NA,5302.52,Baby Boomers (45 ? 60s),Media Placements,Purchase,434.28,643.843,45,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,798,230,21556,11880,NA,318767,Baby Boomers (45 ? 60s),TV,Consideration,1372.24,68.119,34,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,234,290,24054.05,5940,NA,286348,Gen Z (2000s - now),Social,Intent,754.29,64.141,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,537,240,11512.4,3960,NA,130118,Gen Y (80 ? 2000s),Media Placements,Consideration,-919.7,109.48,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,200,26845.04,5940,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,57,174,23688.75,15840,NA,317611,Gen Z (2000s - now),TV,Intent,-1137.3,79.934,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,329,290,45969.66,1980,NA,-801.06,Baby Boomers (45 ? 60s),Social,Intent,-609.21,445.401,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,420,56,22861.6,9900,NA,173026,Boomer; GenX; GenY; GenZ,TV,Inquiries,2122.11,36.023,50,00:00.0
South America,Brazil,NULL,45,LetsRun,NA,NA,Accepted,811,174,22532.48,3960,NA,167280,NULL,Media Placements,Purchase,-1343,103.343,45,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,483,191,8136.86,17820,NA,1264.59,Boomer; GenX; GenY; GenZ,TV,Consideration,210.73,958.147,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,200,71998,5940,NA,-58.22,Gen Z (2000s - now),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,945,1.25,67447.7,13860,NA,-1946.86,Baby Boomers (45 ? 60s),Social,Awareness,-71.29,394.945,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,227,56,27860.67,5940,NA,-3315.53,Boomer; GenX; GenY; GenZ,Social,Consideration,-806.41,726.803,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Y (80 ? 2000s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,174,26360.07,7920,NA,7726.54,Gen Z (2000s - now),TV,Consideration,157.72,343.04,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1062,56,61348.69,5940,NA,-2871.71,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,-57.33,444.443,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,191,39537.51,5940,NA,224604,Gen X (60 ? 80s),Event,Inquiries,2073.32,72.556,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,107,270,28928.53,1980,NA,6158.5,Gen Z (2000s - now),TV,Inquiries,536.08,250.282,50,00:00.0
