Date,Accessories_count,Entertainment_count,Gaming,Kids,Mens,Phone_and_GPS,Womens
15-09-2017,264,63,93,2,24,3,79
07-05-2016,276,2,35,72,99,51,17
28-08-2017,300,14,73,73,79,10,51
01-07-2019,157,23,50,1,5,69,9
15-11-2019,245,62,14,52,20,22,75
08-08-2015,219,46,13,49,30,38,43
17-08-2016,290,39,79,69,33,28,42
12-03-2015,396,73,65,88,97,21,52
30-06-2018,353,39,47,71,51,49,96
27-06-2016,361,75,70,14,94,94,14
07-03-2017,270,28,44,89,37,32,40
30-03-2018,289,44,49,28,67,94,7
08-08-2019,376,73,94,33,78,33,65
31-01-2017,356,89,93,15,33,99,27
18-04-2018,267,18,61,14,79,45,50
02-02-2016,323,52,31,94,75,57,14
02-09-2017,379,68,41,73,82,94,21
21-11-2017,309,66,12,34,49,97,51
24-10-2017,307,54,16,99,39,84,15
07-07-2018,313,5,59,33,70,57,89
19-10-2015,297,59,34,62,90,51,1
11-06-2016,212,29,14,12,91,18,48
22-07-2018,238,3,98,29,75,11,22
23-06-2015,241,13,37,34,98,6,53
23-02-2020,406,71,86,31,72,92,54
13-08-2020,271,82,1,66,4,75,43
15-08-2019,249,48,46,15,19,38,83
03-03-2017,278,3,30,99,88,40,18
25-12-2017,279,72,84,61,16,25,21
01-02-2016,238,78,2,12,33,38,75
30-04-2016,234,52,67,1,1,98,15
11-08-2015,328,14,81,3,62,78,90
25-10-2020,292,29,51,91,3,78,40
03-12-2020,252,51,63,29,28,26,55
30-10-2018,380,91,40,48,80,46,75
15-11-2016,261,62,53,57,29,45,15
24-06-2017,388,98,66,78,30,21,95
23-04-2020,395,86,98,70,61,70,10
26-10-2015,363,48,82,92,25,33,83
08-02-2019,263,66,44,18,21,42,72
09-10-2016,313,7,84,56,85,70,11
14-12-2015,181,22,10,86,21,15,27
02-11-2019,370,66,59,6,94,64,81
21-07-2019,337,10,98,38,59,37,95
25-07-2019,326,15,34,86,54,48,89
23-11-2016,332,14,25,84,35,78,96
28-08-2019,349,46,86,85,74,25,33
05-10-2015,311,92,73,82,41,4,19
13-09-2017,215,8,13,85,61,36,12
05-11-2016,407,77,56,71,50,98,55
03-08-2019,260,36,64,21,47,18,74
01-09-2018,345,86,92,13,25,96,33
07-05-2020,206,77,20,2,55,27,25
07-02-2016,307,20,70,29,66,79,43
10-11-2017,348,49,66,26,60,56,91
17-09-2015,388,96,75,82,7,73,55
05-11-2017,381,74,41,58,66,76,66
07-07-2020,333,87,9,68,79,17,73
08-06-2018,290,55,18,88,39,44,46
22-09-2016,384,68,63,54,95,75,29
12-07-2019,355,69,51,83,52,33,67
21-07-2020,305,90,13,27,94,12,69
30-07-2019,297,48,39,9,87,32,82
18-05-2017,145,0,59,44,13,5,24
28-10-2017,368,88,53,79,7,85,56
12-02-2019,372,24,43,70,63,99,73
04-02-2015,251,72,34,47,42,33,23
30-06-2020,376,89,72,99,69,27,20
13-05-2017,240,46,51,50,58,5,30
19-09-2017,298,15,97,60,94,24,8
05-05-2017,273,81,20,20,11,79,62
21-06-2016,430,83,73,81,22,86,85
08-08-2020,414,34,99,92,60,74,55
11-02-2016,351,75,69,38,29,60,80
05-10-2019,254,43,36,23,48,13,91
13-09-2019,225,16,30,25,96,42,16
21-07-2020,232,72,50,54,53,1,2
09-09-2017,313,25,82,39,47,67,53
19-05-2020,276,16,32,42,50,41,95
20-12-2015,375,14,93,55,71,96,46
13-10-2019,360,49,86,35,76,83,31
21-09-2016,284,97,12,4,76,74,21
20-11-2015,254,85,24,7,64,7,67
10-03-2015,371,45,37,68,55,84,82
29-03-2020,247,27,95,2,9,65,49
02-09-2020,315,66,1,78,65,50,55
15-06-2017,178,56,14,16,35,44,13
02-07-2016,253,3,93,77,20,24,36
06-12-2020,297,31,9,31,97,52,77
23-08-2016,290,28,13,76,77,62,34
31-10-2016,271,20,76,93,45,8,29
11-08-2018,184,2,33,44,29,33,43
11-01-2015,412,92,72,59,36,87,66
02-07-2017,204,3,72,35,47,2,45
24-06-2019,384,87,17,87,94,10,89
06-05-2015,183,36,51,19,26,26,25
14-10-2018,293,81,35,57,98,9,13
09-09-2020,186,80,11,21,9,40,25
15-09-2016,286,41,70,5,95,3,72
01-05-2019,262,85,2,76,51,4,44
21-12-2018,348,51,62,20,56,87,72
31-08-2019,286,69,15,33,13,74,82
25-03-2017,272,5,44,59,84,15,65
08-12-2019,325,54,22,37,77,95,40
30-01-2017,302,85,17,48,57,30,65
19-06-2017,236,5,30,48,56,47,50
16-07-2017,254,12,0,98,50,63,31
14-12-2015,290,27,22,35,80,87,39
31-05-2017,333,43,90,69,31,70,30
10-04-2015,247,4,82,75,29,8,49
10-04-2017,269,44,88,69,15,1,52
16-01-2020,245,92,5,99,11,35,3
29-12-2015,253,72,28,22,66,46,19
04-10-2018,315,59,35,89,83,7,42
10-06-2017,337,27,36,85,91,34,64
25-05-2020,149,5,10,57,18,3,56
26-06-2017,232,22,39,56,18,29,68
16-11-2016,400,67,96,66,71,72,28
11-06-2016,208,45,34,70,1,14,44
16-08-2016,244,0,54,46,70,30,44
15-03-2018,346,52,55,79,30,89,41
13-03-2018,240,57,74,88,0,16,5
23-08-2016,244,82,10,17,91,28,16
21-07-2017,409,51,70,92,74,75,47
03-11-2016,243,96,14,12,5,88,28
07-08-2019,137,2,98,1,1,25,10
12-06-2019,166,6,31,20,49,37,23
24-09-2017,270,5,35,56,34,84,56
09-10-2020,240,6,9,10,63,81,71
21-08-2016,255,55,76,30,1,92,1
07-01-2018,186,8,84,24,32,32,6
24-04-2019,364,13,65,66,95,59,66
06-04-2020,196,17,53,40,0,29,57
20-08-2017,417,62,93,17,95,67,83
21-01-2019,314,88,99,39,17,71,0
23-07-2016,333,52,22,85,85,28,61
17-10-2015,397,62,85,96,1,67,86
01-08-2016,199,6,8,44,17,76,48
13-05-2016,371,54,49,81,67,95,25
24-08-2017,183,17,31,7,20,40,68
11-12-2019,221,42,0,45,79,43,12
02-07-2019,322,27,70,94,20,73,38
03-02-2020,323,3,71,36,66,64,83
10-03-2017,261,74,67,73,7,23,17
17-12-2018,243,15,60,25,18,66,59
08-08-2019,309,77,25,58,67,27,55
05-05-2015,300,13,96,93,80,13,5
24-08-2019,227,57,14,1,31,44,80
22-02-2015,218,1,73,57,21,44,22
03-10-2016,265,10,60,77,46,14,58
09-09-2016,310,22,69,42,81,73,23
14-01-2019,300,71,50,11,86,81,1
05-05-2017,397,97,16,30,69,89,96
30-01-2016,332,63,78,59,4,35,93
01-08-2017,432,91,52,68,91,79,51
17-09-2018,275,8,81,96,1,7,82
31-08-2020,417,75,87,66,15,90,84
12-02-2015,340,52,43,82,52,26,85
27-09-2015,356,94,89,48,74,39,12
16-07-2018,310,18,79,13,91,11,98
03-05-2018,351,19,94,30,70,99,39
22-04-2019,273,34,83,23,74,4,55
04-03-2018,235,27,28,32,20,71,57
20-05-2018,356,52,99,50,23,49,83
18-11-2020,241,8,63,20,56,23,71
25-04-2019,358,97,89,49,42,69,12
22-08-2019,333,31,14,83,83,72,50
13-01-2015,283,65,65,78,24,47,4
09-02-2019,341,97,54,43,53,5,89
25-10-2015,202,18,58,47,47,8,24
18-08-2020,143,21,5,6,11,5,95
19-09-2018,325,69,71,88,30,55,12
12-03-2016,217,45,18,7,80,7,60
01-05-2019,263,6,26,81,87,8,55
08-01-2020,340,73,35,21,84,36,91
17-09-2015,268,0,71,16,13,71,97
14-07-2017,326,94,80,25,46,6,75
12-10-2018,359,42,64,97,76,22,58
03-10-2016,270,35,21,42,83,45,44
14-11-2019,231,8,73,56,36,50,8
06-03-2020,101,6,14,39,17,22,3
29-08-2018,319,20,81,95,13,28,82
09-05-2018,278,24,97,2,58,52,45
07-04-2020,272,74,36,57,7,2,96
29-04-2017,396,78,62,98,64,44,50
02-11-2018,343,95,21,26,98,49,54
14-05-2016,216,46,8,81,43,28,10
26-10-2016,329,94,9,48,94,30,54
04-03-2015,309,15,77,91,95,26,5
01-05-2015,253,79,53,90,2,5,24
14-06-2019,166,10,5,50,32,15,54
07-07-2020,404,81,19,63,80,82,79
22-11-2016,363,22,72,54,66,75,74
01-07-2020,386,29,59,76,96,40,86
08-01-2020,321,87,79,82,10,0,63
14-09-2020,274,43,84,43,30,6,68
13-06-2018,357,17,84,74,77,10,95
18-12-2019,382,99,66,85,75,56,1
15-08-2018,150,12,46,26,7,13,46
21-04-2017,214,23,13,91,54,28,5
13-05-2019,270,62,28,60,54,64,2
02-06-2016,293,15,52,90,32,68,36
12-09-2018,343,32,46,84,86,39,56
07-07-2019,240,63,8,48,13,30,78
13-10-2015,323,39,77,83,86,14,24
16-12-2020,443,80,70,88,60,59,86
30-03-2019,228,3,61,59,9,14,82
30-09-2016,113,65,8,17,2,13,8
08-08-2019,354,75,56,0,96,78,49
16-07-2018,267,97,94,19,17,13,27
21-06-2015,440,95,75,97,97,40,36
11-02-2016,245,7,36,94,11,8,89
27-09-2019,60,6,1,7,6,6,34
17-03-2019,349,97,49,88,57,5,53
04-09-2020,297,30,38,40,78,29,82
21-04-2015,209,33,61,6,3,25,81
09-12-2018,276,23,64,82,19,87,1
20-07-2020,236,12,12,76,94,8,34
22-09-2017,224,42,64,11,12,53,42
09-10-2018,372,94,58,2,32,93,93
12-12-2019,334,18,75,73,75,19,74
02-01-2016,286,92,81,15,40,6,52
04-05-2020,436,93,37,94,54,98,60
15-11-2016,253,82,0,67,41,45,18
09-08-2018,265,84,80,6,52,4,39
01-02-2019,210,94,12,58,2,38,6
02-09-2017,259,59,72,36,3,5,84
10-08-2015,373,38,92,80,92,36,35
14-08-2015,161,2,66,52,15,8,18
15-01-2020,260,5,7,53,73,69,53
22-08-2015,241,51,2,17,79,48,44
15-05-2018,257,50,76,73,38,14,6
28-07-2020,243,92,36,6,31,28,50
02-08-2015,329,92,17,56,78,82,4
14-12-2020,272,49,98,82,5,35,3
01-01-2016,310,19,30,86,71,94,10
10-07-2015,289,74,56,75,25,41,18
05-04-2020,174,9,54,56,2,27,26
07-03-2015,229,26,5,52,58,41,47
19-06-2016,327,80,78,42,31,92,4
25-01-2017,319,80,50,86,54,11,38
05-02-2015,408,82,56,61,64,50,95
12-02-2016,335,73,55,83,29,69,26
14-12-2018,300,67,26,53,61,2,91
31-07-2019,347,25,47,87,57,37,94
02-01-2017,375,75,80,42,85,8,85
05-09-2020,342,28,26,55,78,91,64
10-02-2018,280,52,16,77,42,43,50
16-01-2017,370,90,78,68,97,15,22
08-02-2020,277,13,21,53,85,8,97
22-03-2019,319,37,69,68,47,11,87
12-09-2020,229,6,6,65,10,92,50
23-11-2019,278,17,72,27,55,10,97
24-10-2016,292,44,31,92,51,19,55
14-08-2016,267,48,89,51,45,5,29
18-02-2018,372,52,93,22,90,36,79
17-02-2016,230,28,23,90,27,27,35
06-03-2017,210,53,20,3,97,29,8
14-03-2020,352,79,88,36,54,12,83
20-06-2018,383,73,49,42,72,96,51
08-07-2015,262,48,64,65,18,43,24
26-08-2016,209,23,8,88,54,12,24
22-04-2020,230,67,39,6,52,10,56
14-05-2015,405,87,52,39,89,92,46
29-07-2016,316,91,42,56,23,11,93
29-05-2018,298,27,58,77,19,20,97
07-12-2020,362,31,98,62,47,88,36
29-03-2016,250,19,59,83,59,11,19
25-06-2015,262,59,31,59,57,33,23
12-07-2017,294,2,91,2,37,80,82
22-04-2018,405,64,92,92,48,35,74
23-11-2018,272,16,67,69,48,2,70
23-06-2017,381,51,74,50,90,48,68
05-10-2015,344,91,17,48,97,68,23
28-07-2019,246,23,49,25,46,34,69
21-08-2020,291,44,44,52,50,80,21
15-01-2017,196,28,12,17,78,43,18
04-07-2018,235,53,76,23,25,14,44
17-08-2019,399,90,54,70,81,84,20
01-11-2017,276,20,48,77,65,4,62
02-07-2017,178,21,18,27,47,2,63
02-06-2017,197,15,93,25,11,42,11
23-11-2016,325,25,72,73,75,54,26
23-10-2020,288,33,86,20,28,94,27
15-08-2020,316,66,52,96,29,1,72
25-11-2019,222,90,8,7,31,0,86
31-01-2019,317,66,86,50,43,5,67
25-01-2019,354,63,82,18,63,83,45
06-08-2018,252,41,30,90,12,21,58
21-07-2019,299,50,49,38,90,43,29
12-05-2018,186,16,13,60,26,71,0
08-10-2015,350,41,67,1,98,67,76
08-09-2020,328,33,71,74,55,77,18
18-01-2017,224,10,49,13,44,13,95
07-05-2017,268,99,41,13,26,45,44
23-05-2020,349,97,89,33,29,18,83
28-03-2018,363,72,95,28,79,4,85
22-02-2020,344,51,92,83,73,11,34
17-09-2020,165,2,19,39,33,40,32
09-06-2017,275,38,68,66,76,20,7
11-01-2016,284,90,73,38,14,0,69
24-07-2017,267,7,33,63,10,97,57
16-04-2016,338,87,79,47,68,29,28
28-11-2020,276,19,56,55,75,61,10
08-01-2019,210,51,2,26,25,23,83
25-04-2019,296,54,17,59,75,66,25
29-05-2018,307,48,5,72,42,70,70
23-09-2016,290,62,1,82,65,33,47
16-02-2016,149,4,5,84,5,18,33
17-05-2018,307,18,44,24,60,72,89
07-11-2020,409,86,73,55,93,34,68
21-12-2018,314,98,43,90,31,17,35
19-06-2015,368,21,49,83,86,39,90
01-06-2017,260,26,53,98,16,51,16
09-01-2020,340,45,41,94,61,78,21
17-01-2018,253,6,52,33,54,30,78
03-03-2015,291,83,43,2,23,45,95
30-06-2015,242,25,50,10,29,42,86
05-03-2016,218,58,1,51,56,14,38
20-11-2017,347,60,52,35,91,44,65
05-12-2016,187,9,69,35,26,22,26
10-10-2017,154,5,32,5,9,12,91
17-08-2015,419,42,92,63,98,50,74
09-03-2019,242,20,26,55,96,2,43
20-05-2016,317,22,61,76,91,62,5
01-05-2019,221,37,95,27,32,5,25
26-06-2016,350,61,84,25,45,75,60
11-07-2019,210,20,84,13,38,36,19
06-05-2020,305,80,7,11,99,25,83
09-10-2015,329,58,82,28,57,5,99
09-10-2016,390,64,79,91,88,14,54
25-05-2019,329,2,16,63,79,95,74
21-02-2018,313,72,38,40,39,61,63
28-04-2016,199,16,75,26,50,10,22
02-06-2018,324,42,74,58,78,28,44
19-06-2018,463,87,70,68,93,99,46
23-05-2019,347,37,29,95,41,49,96
08-11-2018,362,16,89,77,93,69,18
14-02-2020,191,57,21,9,13,53,38
08-03-2020,206,50,39,56,8,26,27
15-09-2019,332,50,82,69,40,31,60
25-07-2017,318,43,68,30,26,68,83
21-11-2019,290,90,0,77,11,79,33
01-09-2015,217,11,81,16,19,5,85
14-09-2020,280,80,4,39,4,93,60
23-10-2018,269,56,17,50,32,60,54
27-08-2017,375,91,73,79,1,68,63
10-06-2018,198,18,64,32,51,1,32
13-01-2017,355,15,98,52,51,53,86
16-12-2017,341,77,92,84,25,16,47
09-03-2017,290,12,4,86,89,86,13
07-07-2015,309,86,41,37,94,39,12
19-08-2017,268,6,29,88,52,32,61
20-05-2019,300,14,98,85,23,58,22
06-12-2016,367,50,90,9,75,62,81
30-08-2016,243,36,39,48,69,10,41
24-03-2018,350,44,43,71,86,49,57
23-08-2019,361,95,60,80,8,87,31
17-09-2015,433,90,82,68,80,20,93
13-03-2016,274,12,41,66,65,38,52
12-10-2018,343,55,27,29,56,82,94
17-07-2016,315,98,17,92,28,0,80
19-09-2019,272,92,9,79,39,11,42
26-03-2016,370,80,27,45,48,90,80
05-10-2017,352,53,49,41,90,37,82
02-04-2017,256,14,50,15,13,88,76
16-07-2017,297,0,65,19,97,34,82
30-10-2020,316,92,30,36,34,79,45
18-06-2017,309,85,51,93,9,50,21
30-07-2016,363,90,43,71,11,58,90
15-03-2020,318,33,64,87,19,49,66
27-07-2020,355,78,99,81,33,22,42
14-10-2019,340,81,37,54,42,71,55
06-04-2015,284,93,67,50,2,59,13
20-10-2015,368,85,26,82,53,36,86
01-03-2016,251,13,78,3,73,68,16
01-07-2017,193,2,6,53,26,39,67
21-03-2015,175,12,72,46,17,22,6
05-06-2016,292,53,22,44,42,88,43
22-04-2019,459,98,74,63,91,64,69
12-07-2015,275,44,3,99,26,16,87
01-09-2018,260,26,24,39,90,32,49
08-07-2019,270,92,72,40,10,3,53
25-11-2018,274,69,63,95,37,4,6
25-02-2019,269,3,13,84,29,98,42
07-05-2017,186,7,55,8,54,15,47
12-10-2019,223,66,13,17,40,54,33
18-01-2015,344,43,5,82,78,80,56
13-06-2019,262,1,22,99,61,59,20
12-05-2015,305,96,38,1,17,84,69
20-08-2019,367,56,98,83,8,90,32
12-05-2015,374,35,54,97,60,57,71
10-07-2017,188,23,13,24,46,45,37
19-11-2016,323,63,8,77,10,88,77
28-10-2016,304,72,67,40,40,58,27
13-01-2020,200,48,15,41,8,64,24
30-05-2015,361,3,58,97,10,98,95
19-04-2016,390,52,96,47,93,25,77
27-12-2017,134,40,18,31,10,32,3
16-06-2019,271,84,9,82,19,52,25
22-03-2018,181,3,1,49,14,44,70
03-11-2016,247,40,23,84,73,0,27
16-08-2019,354,47,81,89,66,54,17
28-05-2017,337,83,97,13,58,43,43
23-08-2020,270,63,53,93,3,45,13
21-09-2020,220,53,21,7,61,73,5
26-02-2018,204,0,26,85,1,63,29
24-01-2020,413,76,53,96,59,62,67
24-09-2019,211,20,8,11,56,71,45
27-04-2016,208,31,42,15,20,45,55
17-10-2019,327,48,57,26,93,11,92
10-04-2018,243,37,20,11,65,59,51
03-05-2016,337,93,75,39,51,11,68
08-08-2018,247,34,50,69,18,22,54
25-08-2018,263,54,6,42,29,94,38
17-05-2019,342,78,48,51,48,40,77
28-12-2015,131,1,19,6,20,81,4
22-04-2017,250,53,43,85,14,46,9
16-12-2018,372,86,81,54,11,66,74
02-07-2016,306,88,49,38,56,22,53
24-11-2017,314,37,46,49,6,96,80
21-06-2019,120,16,21,23,51,4,5
23-06-2018,351,78,50,31,69,91,32
07-11-2015,349,35,86,49,70,66,43
07-08-2020,321,25,14,83,50,98,51
05-12-2019,221,8,57,35,3,31,87
04-11-2019,332,30,68,89,6,56,83
16-02-2016,375,93,51,94,91,28,18
08-10-2020,206,7,53,24,40,1,81
27-07-2018,358,84,62,47,52,99,14
29-09-2019,351,77,33,73,15,84,69
19-04-2020,326,99,61,66,31,38,31
01-11-2019,249,25,42,20,58,28,76
26-01-2017,419,92,97,99,16,37,78
05-11-2017,286,15,5,57,63,89,57
07-10-2015,223,34,42,26,10,48,63
21-05-2017,323,24,39,89,43,63,65
31-03-2018,272,22,37,83,53,16,61
17-03-2016,315,42,95,51,34,81,12
19-07-2018,370,66,90,66,45,79,24
10-10-2015,317,64,57,76,19,69,32
26-04-2019,252,0,11,18,71,64,88
05-08-2017,358,45,24,83,98,95,13
16-11-2018,365,91,60,99,32,28,55
21-03-2016,297,20,99,83,20,55,20
28-07-2018,357,25,84,89,66,67,26
06-09-2016,303,70,98,1,91,12,31
06-04-2019,291,80,43,18,42,53,55
06-02-2019,276,96,92,46,1,8,33
21-09-2017,364,99,60,81,0,25,99
21-11-2020,194,69,16,19,3,14,73
15-03-2017,385,54,73,7,68,91,92
06-04-2018,311,62,33,87,25,21,83
15-12-2019,263,58,20,85,8,4,88
23-05-2015,356,76,89,54,50,85,2
04-04-2018,248,33,56,10,39,26,84
01-11-2017,328,50,88,77,10,72,31
23-06-2018,235,25,41,85,3,68,13
11-07-2016,278,46,84,55,65,25,3
18-10-2017,198,97,14,39,15,13,20
10-03-2018,355,58,11,58,36,99,93
29-03-2017,287,75,86,7,21,28,70
27-02-2019,256,34,18,45,76,81,2
27-03-2015,367,77,7,78,58,90,57
18-01-2019,320,57,28,42,72,25,96
02-03-2020,302,37,66,3,83,49,64
09-09-2019,333,42,50,76,43,69,53
05-09-2018,368,85,33,40,80,57,73
02-09-2019,389,91,55,14,96,70,63
25-10-2020,330,72,13,58,89,12,86
03-03-2015,364,94,73,0,95,83,19
17-10-2015,227,11,39,66,75,10,26
22-02-2020,290,38,67,15,40,96,34
30-08-2016,338,87,79,17,74,80,1
08-06-2015,539,77,94,97,93,98,80
04-10-2020,197,22,9,4,77,78,7
17-10-2019,188,71,3,38,71,3,2
19-12-2018,273,27,81,54,22,48,41
13-06-2015,281,20,59,52,47,52,51
14-01-2020,383,80,77,12,57,86,71
12-11-2017,300,36,62,72,90,38,2
22-11-2016,216,0,28,45,44,82,17
20-06-2018,195,32,11,71,38,38,5
28-11-2019,341,14,71,48,82,60,66
28-03-2020,414,68,96,35,98,44,73
21-02-2020,304,85,4,87,14,87,27
25-09-2020,179,43,28,2,19,59,28
19-12-2018,398,59,60,83,48,74,74
18-01-2015,380,78,42,66,85,82,27
10-04-2017,214,50,72,0,17,2,73
17-09-2017,233,6,9,33,57,54,74
21-11-2016,333,82,51,67,50,70,13
25-08-2015,266,84,66,22,6,48,40
01-08-2019,379,78,43,53,62,59,84
04-04-2017,346,38,73,76,59,30,70
04-06-2015,250,53,53,2,47,95,0
23-09-2015,294,14,95,36,36,28,85
10-10-2015,266,90,0,44,41,80,11
28-08-2015,358,35,55,38,80,63,87
11-05-2017,292,13,54,76,68,70,11
04-06-2016,295,7,99,60,32,48,49
01-08-2020,289,64,60,21,22,40,82
08-04-2016,175,22,9,7,40,70,27
14-08-2019,218,30,43,57,39,3,46
29-08-2019,348,76,94,67,48,56,7
06-12-2020,301,59,31,51,39,86,35
07-09-2020,388,66,5,95,49,85,88
12-01-2019,286,0,33,51,76,67,59
19-03-2015,268,58,74,51,20,36,29
12-09-2016,317,32,71,89,64,60,1
23-03-2016,421,54,89,80,43,79,76
01-10-2017,264,52,35,24,30,94,29
23-09-2018,256,24,20,85,12,39,76
17-05-2019,314,35,37,76,23,62,81
23-01-2018,271,13,33,44,52,54,75
20-05-2018,294,1,45,90,35,59,64
06-03-2018,332,24,69,95,78,64,2
11-12-2018,249,23,14,85,58,64,5
18-12-2015,226,2,63,40,52,49,20
29-08-2019,320,70,79,98,54,13,6
15-01-2015,321,84,21,68,57,10,81
15-03-2016,327,78,2,94,41,67,45
14-09-2018,392,63,72,50,88,79,40
27-11-2020,367,81,84,66,68,18,50
16-08-2019,288,11,39,13,96,90,39
11-03-2018,266,86,30,47,55,36,12
08-05-2020,433,43,95,94,13,89,99
05-02-2018,297,32,25,98,42,13,87
14-07-2018,79,1,7,29,18,20,4
04-10-2016,298,22,51,82,6,70,67
14-08-2020,299,16,90,59,24,38,72
15-02-2018,374,6,98,83,63,33,91
26-02-2015,292,64,99,1,32,94,2
27-08-2020,240,7,59,25,17,97,35
14-02-2016,413,64,43,79,94,34,99
19-12-2017,277,86,32,88,39,15,17
12-07-2018,364,87,89,61,67,45,15
05-07-2019,184,45,6,22,4,9,98
06-08-2018,352,13,50,61,48,87,93
13-01-2017,335,87,9,40,94,10,95
07-10-2019,224,81,4,58,27,7,47
06-08-2020,409,55,99,62,91,80,22
08-07-2017,270,41,0,93,43,47,46
31-05-2016,268,35,33,19,77,14,90
16-08-2018,236,43,46,23,89,16,19
02-03-2017,390,93,82,33,7,91,84
25-12-2020,207,21,63,47,8,20,48
13-11-2018,227,93,11,31,22,10,60
20-07-2018,332,94,62,19,32,34,91
23-05-2018,307,66,25,47,39,61,69
26-08-2019,350,79,60,67,33,33,78
31-08-2015,351,68,90,56,39,66,32
01-06-2018,339,52,64,86,69,63,5
23-06-2019,341,86,77,38,29,78,33
25-02-2019,369,96,93,45,34,52,49
28-03-2019,350,22,73,71,96,15,73
15-12-2016,191,44,5,5,43,44,50
11-12-2019,407,69,27,76,85,96,54
04-06-2017,338,66,57,60,17,87,51
10-03-2015,247,93,17,70,8,18,41
06-11-2017,233,17,32,2,12,83,87
10-11-2019,313,17,55,53,7,90,91
17-10-2016,312,66,68,8,8,84,78
02-01-2020,256,56,62,11,59,38,30
29-12-2018,288,45,7,19,64,95,58
16-10-2017,261,11,16,23,92,34,85
01-08-2016,294,57,43,41,53,17,83
25-07-2020,234,10,29,44,15,90,46
17-06-2018,236,51,3,90,22,40,30
01-07-2016,224,76,21,7,44,69,7
17-01-2017,331,83,80,3,57,11,97
17-09-2020,227,66,10,44,21,23,63
08-08-2016,131,21,0,17,4,36,53
14-03-2019,341,79,50,0,72,71,69
16-07-2018,148,0,30,16,65,7,30
24-07-2019,330,79,97,20,59,26,49
17-06-2020,271,61,38,71,6,78,17
20-06-2019,159,0,0,82,25,37,15
28-01-2020,326,14,60,39,73,67,73
14-05-2015,214,3,1,47,2,97,64
20-12-2016,192,8,79,58,8,23,16
16-03-2020,149,0,39,53,26,27,4
17-11-2019,267,48,50,19,20,65,65
18-07-2016,283,30,90,85,33,10,35
24-01-2019,192,43,54,7,44,16,28
22-01-2020,240,16,95,1,38,60,30
14-07-2018,231,59,12,41,42,69,8
15-09-2015,299,56,1,94,60,46,42
27-08-2017,362,84,14,87,93,37,47
01-02-2019,398,95,16,89,57,97,44
19-11-2016,207,65,51,4,27,6,54
13-03-2019,369,99,85,70,71,25,19
14-08-2020,258,35,92,58,11,1,61
29-11-2020,376,88,93,98,46,14,37
04-12-2016,359,41,56,72,82,16,92
10-05-2016,346,75,43,53,28,60,87
22-02-2017,362,69,49,72,49,96,27
08-07-2015,339,36,65,75,34,74,55
17-06-2020,428,98,94,78,87,21,50
25-09-2018,368,55,65,91,58,19,80
21-12-2016,122,42,4,0,5,30,41
07-11-2017,301,85,49,36,95,7,29
27-01-2019,327,56,10,11,82,69,99
18-07-2017,278,53,34,53,36,22,80
29-04-2020,274,26,51,31,60,89,17
15-01-2017,379,93,51,77,48,37,73
21-01-2015,293,83,43,61,15,67,24
18-10-2017,112,15,27,2,3,17,48
02-03-2019,324,71,2,92,39,48,72
25-12-2017,233,54,19,55,23,15,67
24-09-2020,154,9,3,91,40,6,5
18-04-2015,204,8,39,6,48,98,5
22-10-2018,359,70,53,23,52,88,73
04-04-2017,307,0,53,61,50,53,90
08-09-2015,336,51,45,66,66,44,64
29-11-2016,319,18,69,34,95,17,86
15-01-2018,328,82,36,4,27,81,98
02-10-2017,266,86,53,8,43,63,13
28-03-2017,323,13,42,11,71,94,92
12-07-2017,247,83,6,19,60,70,9
20-07-2015,301,61,39,74,78,10,39
15-11-2015,271,21,32,89,28,17,84
05-04-2015,233,60,44,30,79,6,14
11-12-2015,329,82,83,69,12,52,31
28-10-2015,298,94,49,7,85,28,35
22-03-2020,318,58,93,40,38,37,52
19-02-2015,301,63,28,33,66,65,46
05-09-2015,284,4,97,27,85,15,56
09-07-2017,272,33,36,21,37,68,77
21-08-2016,312,19,62,53,58,82,38
24-10-2020,245,19,59,89,46,2,30
08-02-2018,249,23,33,16,91,26,60
10-08-2020,341,51,5,90,57,50,88
14-05-2019,208,22,44,12,18,65,47
05-07-2017,297,50,26,29,75,87,30
11-06-2015,253,18,92,41,34,10,58
07-03-2016,288,91,31,42,56,1,67
26-11-2016,229,29,58,1,84,46,11
04-06-2017,273,37,21,92,25,8,90
29-01-2018,431,73,93,86,93,43,43
12-01-2015,390,76,46,91,95,38,44
08-07-2018,378,23,93,85,9,79,89
12-04-2018,286,14,11,53,82,32,94
03-01-2016,301,2,37,59,38,87,78
05-08-2015,418,95,87,91,58,26,61
08-05-2018,375,66,96,70,87,22,34
14-07-2017,171,22,25,12,43,39,30
01-07-2017,205,84,1,82,6,19,13
03-02-2020,296,19,11,87,63,88,28
08-10-2019,116,18,6,16,46,18,12
25-06-2018,284,42,9,76,0,96,61
14-08-2019,365,60,88,70,25,88,34
07-01-2017,392,72,73,22,97,79,49
18-11-2019,261,53,53,40,1,71,43
08-12-2015,313,14,54,30,98,63,54
03-11-2016,292,25,80,27,92,9,59
15-03-2015,234,88,8,17,61,54,6
28-06-2016,225,14,8,18,35,81,69
29-11-2017,368,55,96,24,45,96,52
31-01-2016,441,95,19,67,75,93,92
21-12-2018,377,46,83,94,66,71,17
17-02-2020,319,92,52,30,57,39,49
13-11-2017,233,15,90,56,25,4,43
23-12-2016,469,53,70,96,99,80,71
