Symbol,Name,Url,Date_Published,Description,Sentiment,Positive_Score,Negative_Score,Neutral_Score
ZM,Why Zoom Video Communications Stock Popped 10% Today,https://markets.businessinsider.com/news/stocks/why-zoom-video-communications-stock-popped-10percent-today-9896951,2021-03-10T00:10:00.0000000Z,Disclaimer | Commerce Policy | Made In NYC | Stock quotes by finanzen.net Shares of videoconferencing star Zoom Video Communications (NASDAQ: ZM) closed 10% higher after a busy trading day Tuesday.,neutral,0.0,0.02,0.98
ZM,Barron's,https://www.barrons.com/articles/tech-stocks-set-for-rebound-ahead-of-house-vote-on-stimulus-51615289074,2021-03-10T02:19:00.0000000Z,"Investors bought the dip in technology stocks on Tuesday, after the Nasdaq Composite index dropped into correction territory on Monday with a decline of more than 10% from its record high. More cyclical areas of the market rose too,",negative,0.04,0.48,0.48
ZM,3 Growth Tech Stocks to Buy as Wall Street Buys the Nasdaq Dip,https://markets.businessinsider.com/news/stocks/3-growth-tech-stocks-to-buy-as-wall-street-buys-the-nasdaq-dip-9897037,2021-03-10T00:14:00.0000000Z,"Inc. (ZM): Free Stock Analysis Report Pinterest, Inc. (PINS): Free Stock Analysis Report CrowdStrike Holdings Inc. (CRWD): Free Stock Analysis Report To read this article on Zacks.com click here.",neutral,0.05,0.02,0.93
ZM,ZCCM: ZCCM-IH NOTICE OF EXTRAORDINARY GENERAL MEETING,https://www.finanznachrichten.de/nachrichten-2021-03/52250058-zccm-zccm-ih-notice-of-extraordinary-general-meeting-650.htm,2021-03-10T11:13:00.0000000Z,"\"ISSUER ZCCM INVESTMENTS HOLDINGS PLC (\"\"ZCCM-IH\"\") [Incorporated in the Republic of Zambia] Company registration number: 119540000771 Share Code:\"",neutral,0.0,0.0,1.0
ZM,The Bachelor NZ episode 5 recap: Moses Mackay 'a game' and an emotional rollercoaster,https://www.nzherald.co.nz/entertainment/the-bachelor-nz-episode-5-recap-moses-mackay-a-game-and-an-emotional-rollercoaster/Y5A25R6Y3HMKSFOMFS6FKK6INI/,2021-03-10T07:35:00.0000000Z,"\"\"\"This is a very strange place to be in.\"\" Does Moses have a degree in how to deal with emotionally tough situations? Because at the first sign of tears","he embraces instead of running away - like I would have.\"",negative,0.0,0.99
ZM,"Wizards vs Grizzlies Odds, Spread, Line, Over/Under, Prediction & Betting Insights for NBA Game",https://www.fanduel.com/theduel/posts/wizards-grizzlies-odds-spread-line-over-under-prediction-betting-insights-nba-game-01f0ejgeh2zm,2021-03-10T17:47:00.0000000Z,- Washington is 1-6 against the spread (ATS) in its last seven games against Memphis. - The total has hit the under in four of Washington's last five games. - Memphis is 4-1 ATS in its last five games against an Eastern Conference opponent. - The total has ...,neutral,0.01,0.04,0.95
ZM,Digital Communication Cannot Measure Up Its In-Person Predecessor,https://www.marketwatch.com/press-release/digital-communication-cannot-measure-up-its-in-person-predecessor-2021-03-10,2021-03-10T14:34:00.0000000Z,"The digital age has allowed us to connect in ways we couldn't have imagined only a few decades ago, making distance just geography. Platforms like Zoom Vide Communications (NASDAQ: ZM) have become a must have tool for remote working and learning and therefore,",neutral,0.21,0.05,0.74
ZM,The Growth Of Remote Workflow Stocks In A Year Unlike Any Other,https://www.msn.com/en-us/money/news/the-growth-of-remote-workflow-stocks-in-a-year-unlike-any-other/ar-BB1eskQx,2021-03-10T18:05:12.0000000Z,"The pandemic forced companies into finding ways for employees to work remotely from home. In order to make this a possibility, companies harnessed technology to allow businesses to continue to operate virtually.",negative,0.0,0.99,0.01
ZM,Why $5 in Zomedica Stock Looks Possible,https://www.msn.com/en-us/finance/topstocks/why-245-in-zomedica-stock-looks-possible/ar-BB1erl9a,2021-03-10T19:23:26.0000000Z,There's plenty and growing reasons off and on the price chart for ZOM stock investors to be appreciatively upbeat about.More From InvestorPlace Why Everyone Is Investing in 5G All WRONG It doesn’t matter if you have $500 in savings or $5 million.,negative,0.25,0.75,0.0
ZM,Beware of These 3 Overvalued Work-From-Home Stocks,https://stocknews.com/news/zm-wix-flsy-beware-of-these-3-overvalued-work-from-home-stocks/,2021-03-10T18:20:00.0000000Z,"As the world slowly emerges from a public health crisis that has gripped it over the past year, the U.S. economy stands at the cusp of a return to normal. While this is a positive development, it doesn't bode well for companies that thrived on remote working and learning amid the pandemic.",negative,0.09,0.91,0.0
ZM,Looking For The Best Tech Stocks To Buy Now? 4 In Focus,http://finance.dailyherald.com/dailyherald/news/read/41091493/looking_for_the_best_tech_stocks_to_buy_now?_4_in_focus,2021-03-10T22:34:00.0000000Z,"Are These Top Tech Stocks Worth Investing In Now? Tech stocks appear to be on the rebound after a pretty rough session over the past week. Overall, the tech-heavy Nasdaq composite saw gains of over 3.",mixed,0.54,0.38,0.08
ZM,"8×8, Inc. (NYSE:EGHT) Stock Forecast: Potential to Pass $50 in A Year",https://stocksregister.com/2021/03/10/8x8-inc-nyseeght-stock-forecast-potential-to-pass-50-in-a-year-2/,2021-03-10T16:30:00.0000000Z,"Inc. (NYSE:EGHT) price closed higher on Tuesday, Mar 09, jumping 5.75% above its previous close. Get the hottest stocks to trade every day before the market opens 100% free. Click here now. A look at the daily price movement shows that the last close reads $32.",positive,0.8,0.0,0.2
ZM,"PubMatic, Inc. (NASDAQ:PUBM) Down 0% This Year: What is Going to Happen Next",https://stocksregister.com/2021/03/10/pubmatic-inc-nasdaqpubm-down-0-this-year-what-is-going-to-happen-next/,2021-03-10T13:00:00.0000000Z,"PubMatic, Inc. (NASDAQ:PUBM) price closed higher on Tuesday, Mar 09, jumping 12.73% above its previous close. Get the hottest stocks to trade every day before the market opens 100",neutral,0.03,0.01,0.96
ZM,CHILUBI HEADMEN IN PRESIDENTIAL BICYCLES,https://www.znbc.co.zm/news/chilubi-headmen-in-presidential-bicycles/,2021-03-10T16:57:00.0000000Z,The distribution of 250 bicycles donated by President Edgar Lungu to Headmen and Women in Chilubi Constituency has started. Northern Province Permanent Secretary Royd Chakaba delivered the bicycles on behalf of President LUNGU to Chilubi Member of ...,neutral,0.0,0.01,0.99
ZM,Meghan and Harry interview: Urgent Palace talks over claims,https://www.znbc.co.zm/news/meghan-and-harry-interview-urgent-palace-talks-over-claims/,2021-03-10T05:12:00.0000000Z,BBC royal correspondent Daniela Relph said it was “increasingly unsustainable for Buckingham Palace to say nothing” about Prince Harry and Meghan’s claims. She said the Palace “will not want to feel rushed into saying something”.,negative,0.04,0.6,0.36
ZM,Tesla Shares Up By 19 Percent On Tuesday,https://sokodirectory.com/2021/03/tesla-shares-up-by-19-percent-on-tuesday/,2021-03-10T11:34:00.0000000Z,"For example, ZOOM (ZM), a video communications company that has kept the world connected and has benefitted from a 2020 share price increase of 396%. Peloton (PTON) brought health and fitness into the planet’s living rooms and was rewarded with a 434% ...",positive,0.79,0.01,0.2
ZM,How to Build a Black Soldier Fly Compost Bin,https://www.grit.com/animals/poultry/black-soldier-fly-bin-zm0z21mazbut,2021-03-10T05:51:00.0000000Z,"Building a black soldier fly compost bin will enable you to sustainably eliminate kitchen waste while providing tasty treats for your backyard chicken flock. By creating a black soldier fly farm, you’ll have direct access to protein and fat sources for your chickens to snack on.",neutral,0.03,0.01,0.96
ZM,Mail Call: Backyard Wildlife,https://www.grit.com/community/reader-letters/backyard-wildlife-zm0z21mazbut,2021-03-10T02:25:00.0000000Z,"Backyard Wildlife. I've attached some wildlife pictures from our yard and around our house. We live in Soldotna, Alaska, and have a bounty of wildlife to view. Even in the city, w",neutral,0.18,0.02,0.8
NFLX,5 Fast Growers That Gurus Are Buying,https://news.yahoo.com/5-fast-growers-gurus-buying-225355645.html,2021-03-10T22:53:00.0000000Z,"One way to help identify which of these fast growers could still be good buys despite the prices is to look at whether investing gurus have been buying or selling the stock recently. With this in mind,",positive,0.58,0.0,0.42
NFLX,Barron's,https://www.barrons.com/articles/roblox-is-making-its-market-debut-today-51615398770,2021-03-10T22:24:00.0000000Z,"Roblox competes against traditional videogaming companies like Electronic Arts (ticker: EA) and Ubisoft, but is also challenging other entertainment options such as Netflix (NFLX) and YouTube. Roblox isn’t purely a videogame company anymore, Palandrani said.",mixed,0.21,0.45,0.34
NFLX,Fox Is Understating Tubi's Potential,https://www.msn.com/en-us/finance/companies/fox-is-understating-tubis-potential/ar-BB1ertvp,2021-03-10T12:45:00.0000000Z,"CEO Lachlan Murdoch is calling it a billion-dollar opportunity, but that's only about half of what could be in the cards.",negative,0.06,0.63,0.31
NFLX,7 Media Stocks That Are Contrarian Plays on the Future of Cable,https://www.msn.com/en-us/finance/topstocks/7-media-stocks-that-are-contrarian-plays-on-the-future-of-cable/ss-BB1esdG1,2021-03-10T18:21:13.0000000Z,"As pay-TV subscription declines level off because of too many streaming services, revenue growth will accelerate for these media stocks.",positive,0.43,0.35,0.22
NFLX,"Disney+ actually pulled ‘Dumbo,’ ‘Peter Pan’ and ‘The Aristocats’ from children’s profiles 5 months ago, folks",https://www.marketwatch.com/story/disney-actually-pulled-dumbo-peter-pan-and-the-aristocats-from-childrens-profiles-5-months-ago-folks-11615396621,2021-03-10T17:17:00.0000000Z,"And Dr. Seuss Enterprises is still publishing beloved books like “The Cat in the Hat” and “Horton Hears a Who”— and raked in $33 million in 2020, to boot, thanks in part to on-screen adaptations like “Green Eggs and Ham” for Netflix NFLX ...",neutral,0.16,0.0,0.84
NFLX,Cash in on the Reopening US Economy Optimism With These ETFs,https://au.finance.yahoo.com/news/cash-reopening-us-economy-optimism-210009399.html,2021-03-10T23:02:00.0000000Z,"Meanwhile, stocks like Apple AAPL, Alphabet (GOOGL) and Netflix NFLX that have largely gained from ‘new normal’ trends like work from home, increasing online streaming and online shopping declined more than 4% on the same day. Moreover, beneficiaries ...",neutral,0.17,0.1,0.73
NFLX,Dollar Advantage—Your Dollars Buy As Much As 32% More In These 3 Top Overseas Property Markets,https://www.forbes.com/sites/kathleenpeddicord/2021/03/10/dollar-advantage-your-dollars-buy-as-much-as-32-more-in-these-3-top-overseas-property-markets/,2021-03-10T09:56:00.0000000Z,Where does the dollar buy you almost 32% more in overseas property? We outline our top 3 overseas property markets.,neutral,0.07,0.05,0.88
NFLX,Netflix Inc. stock underperforms Wednesday when compared to competitors,https://www.msn.com/en-us/money/topstocks/netflix-inc-stock-underperforms-wednesday-when-compared-to-competitors/ar-BB1esw2D,2021-03-10T21:31:00.0000000Z,"Shares of Netflix Inc. NFLX slid 0.38% to $504.54 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index SPX rising 0.60% to 3,898.81 and the Dow Jones Industrial Average DJIA rising 1.46% to ...",neutral,0.06,0.08,0.86
NFLX,"Streaming, Sports Betting Will Stoke Fox Stock After Hollywood Exit",https://markets.businessinsider.com/news/stocks/streaming-sports-betting-will-stoke-fox-stock-after-hollywood-exit-1030167812,2021-03-10T11:17:00.0000000Z,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips Think of Fox (NASDAQ:FOX) and you think of Fox News. That’s",neutral,0.03,0.02,0.95
NFLX,"Tesla, FAANG-Led Nasdaq Rebound Unlikely To Last For Long, Wharton Professor Warns",https://markets.businessinsider.com/news/stocks/tesla-faang-led-nasdaq-rebound-unlikely-to-last-for-long-wharton-professor-warns-1030167058,2021-03-10T07:53:00.0000000Z,"The recent tech-led rebound seen on the Nasdaq may be short-lived, according to Jeremy Siegel, a finance professor at the Wharton School, CNBC reported Tuesday.",neutral,0.01,0.06,0.93
NFLX,Making A List Of Top Entertainment Stocks To Watch Right Now? 4 To Know,https://www.nasdaq.com/articles/making-a-list-of-top-entertainment-stocks-to-watch-right-now-4-to-know-2021-03-10,2021-03-10T16:33:00.0000000Z,"This rings especially true when compared to Netflix’s (NASDAQ: NFLX) 204 million paying subscribers as of the last year-end. With the company still rolling out Disney+ to other parts of the globe, subscriber figures could continue to skyrocket.",neutral,0.03,0.17,0.8
NFLX,Can Roblox live up to the hype?,https://www.fxstreet.com/news/can-roblox-live-up-to-the-hype-202103101217,2021-03-10T12:17:00.0000000Z,"Can RBLX move beyond gaming? Investors betting that RBLX will be a breakout winner. Roblox, (RBLX) the gaming juggernaut that played babysitter to the world during the year of COVID is dropping its IPO today and the hype couldn’t be bigger.",negative,0.04,0.62,0.34
NFLX,"Prince Harry, Meghan Markle a ratings coup for CBS; finances under scrutiny",https://au.finance.yahoo.com/news/heres-where-prince-harry-and-meghan-markles-finances-stand-ahead-of-oprah-tell-all-145039536.html,2021-03-10T16:47:00.0000000Z,"Most recently, the Duke and Duchess of Sussex signed a 3-year podcast deal with Spotify (SPOT) for an estimated $15 million - $18 million — but it was their 5-year Netflix (NFLX) deal that's generated the most buzz. Multiple reports said the deal could ...",neutral,0.04,0.07,0.89
NFLX,Netflix's Special from Ryan O'Connell will end with season 2,https://news.yahoo.com/netflixs-special-ryan-oconnell-end-202514853.html,2021-03-10T23:22:00.0000000Z,"\"\"\"It would surprise no one that it wasn't my decision","\"\" O'Connell told The Hollywood Reporter in an interview. \"\"Netflix told me pretty early on that it was going to be the final se\"",negative,0.09,0.82
NFLX,Idris Elba confirms April 2 release date for new Netflix movie Concrete Cowboy,https://finance.yahoo.com/news/idris-elba-confirms-april-2-141700839.html,2021-03-10T23:06:00.0000000Z,"\"Idris Elba's Netflix movie Concrete Cowboy will gallop onto screens next month. The Luther actor announced the official release date on Twitter this week, alongside a poster. \"\"Concrete Cowboy coming to Netflix April 2",",neutral,0.01,0.01,0.98","","",""
NFLX,Netflix’s Marriage or Mortgage Dances Around the Dark Reality of Americans’ Finances,https://www.msn.com/en-us/news/us/netflixs-marriage-or-mortgage-dances-around-the-dark-reality-of-americans-finances/ar-BB1esMhK,2021-03-10T22:15:11.0000000Z,"In the first episode of the new Netflix reality series Marriage or Mortgage, engaged couple Liz and Evan are torn about their future. The last of their friends to get married, they are moving from Naples,",negative,0.0,0.99,0.01
NFLX,38 best movies on Netflix,https://www.cnet.com/news/the-38-best-movies-on-netflix/,2021-03-10T23:06:00.0000000Z,"Here are some of the best movies Netflix has to offer. If you're stuck in the endless Netflix scroll, hopefully this list will help you decide what to watch. Netflix occasionally brings in big directors to serve up originals that make it all the way to the Oscars.",mixed,0.61,0.28,0.11
NFLX,"Netflix, Inc. (NASDAQ:NFLX) Up 46.16% This Year: What is Going to Happen Next",https://stocksregister.com/2021/03/10/netflix-inc-nasdaqnflx-up-46-16-this-year-what-is-going-to-happen-next/,2021-03-10T21:00:00.0000000Z,"Netflix, Inc. (NASDAQ:NFLX) price is hovering higher on Wednesday, Mar 10, jumping 0.46% above its previous close. A look at today’s price movement shows that the recent level at last check reads $506.",neutral,0.01,0.02,0.97
NFLX,"Netflix, Inc. (NASDAQ:NFLX) Shares Acquired by First Horizon Corp",https://www.modernreaders.com/news/2021/03/10/netflix-inc-nasdaqnflx-shares-acquired-by-first-horizon-corp.html,2021-03-10T01:16:00.0000000Z,"First Horizon Corp increased its holdings in Netflix, Inc. (NASDAQ:NFLX) by 7.0% during the 4th quarter, Holdings Channel.com reports. The institutional investor owned 13,595 shares of the Internet television network’s stock after purchasing an additional 884 shares during the quarter.",neutral,0.0,0.02,0.98
NFLX,Netflix Stocks – Netflix Inc. (NFLX) Moves 1.00% Higher: These Numbers are Too Good to be True,https://fintechzoom.com/fintech_news_stock-market/netflix-stocks-netflix-inc-nflx-moves-1-00-higher-these-numbers-are-too-good-to-be-true/,2021-03-10T00:22:00.0000000Z,"Witnessing the stock’s movement on the chart, on March 05, 2021, Netflix Inc. (NASDAQ: NFLX) set off with pace as it heaved 1.00% to $516.39. During the day, the stock rose to $517.76 and sunk to $498.",neutral,0.0,0.2,0.8
NFLX,Roblox Game – Can Roblox live up to the hype?,https://fintechzoom.com/fintech_news_roblox/roblox-game-can-roblox-live-up-to-the-hype/,2021-03-10T12:30:00.0000000Z,Roblox is an engaging gaming platform that allows users to both play and create games with ease thus creating a virtuous cycle of attracting more and more users while providing an ever expanding library of what the company calls “experiences”.,neutral,0.12,0.0,0.88
NFLX,The Streaming Wars Heat Up Even More. Here’s What You Need To Know…,https://www.streetauthority.com/18999/the-streaming-wars-heat-up-even-more-heres-what-you-need-to-know/,2021-03-10T02:29:00.0000000Z,"A new player recently entered the game -- and shares have been on fire. If you missed the boat, here's how you can still",negative,0.03,0.93,0.04
NFLX,Netflix: Where are Evan and Liz now? Marriage or Mortgage couple updates!,https://www.realitytitbit.com/netflix-reality-shows/evan-and-liz-now-marriage-or-mortgage,2021-03-10T13:54:00.0000000Z,Evan and Liz’s engagement is featured on Netflix’s latest reality show Marriage or Mortgage. Let’s find out where they are today… They are one of several couples who will be left with a pretty important decision – to choose their dream home or ...,positive,0.6,0.05,0.35
CVS,COVID-19 vaccine now available at over 600 in-store CVS locations at select Target stores across 17 states,https://www.msn.com/en-us/money/companies/covid-19-vaccine-now-available-at-over-600-in-store-cvs-locations-at-select-target-stores-across-17-states/ar-BB1esb8a,2021-03-10T22:17:30.0000000Z,The COVID-19 vaccine is now available in more than 600 in-store CVS pharmacies at Target stores across 17 states including California and Florida.,neutral,0.0,0.01,0.99
CVS,Target partners with CVS for COVID-19 vaccinee distribution effort,https://www.msn.com/en-us/finance/other/target-partners-with-cvs-for-covid-19-vaccinee-distribution-effort/ar-BB1eschj,2021-03-10T16:51:00.0000000Z,"Target is partnering with CVS to distribute coronavirus vaccines in store locations across 17 states, the companies announced Wednesday.",neutral,0.0,0.01,0.99
CVS,CVS locations in Target stores to begin giving COVID-19 vaccinations,https://www.khou.com/article/news/health/coronavirus/vaccine/target-covid-19-vaccine-appointments-cvs/507-a2a447e7-27eb-4b11-85fd-5bdd5e8189aa,2021-03-10T15:26:00.0000000Z,"The COVID-19 vaccines will be available by appointment to customers and Target employees, based on state and federal guidelines for who is eligible.",neutral,0.0,0.01,0.99
CVS,Car Smashes Into CVS Pharmacy In San Jose,https://www.msn.com/en-us/news/us/car-smashes-into-cvs-pharmacy-in-san-jose/ar-BB1esFKT,2021-03-10T22:51:30.0000000Z,A car plowed into the front of a CVS Pharmacy in San Jose Wednesday. The San Jose Fire Department said the crash happened at around 12:11 p.m. at the CVS store on Blossom Hill Road in South San Jose.,negative,0.0,1.0,0.0
CVS,CVS Health Corporation Announces Quarterly Dividend,https://finance.yahoo.com/news/cvs-health-corporation-announces-quarterly-165600609.html,2021-03-10T16:56:00.0000000Z,"CVS Health Corporation (NYSE: CVS) today announced that its board of directors has approved a quarterly dividend of $0.50 (50 cents) per share on the corporation's common stock. The dividend is payable on May 3,",neutral,0.0,0.01,0.99
CVS,COVID vaccine now available at in-store CVS locations at select Target stores in California,https://www.msn.com/en-us/finance/companies/covid-vaccine-now-available-at-in-store-cvs-locations-at-select-target-stores-in-california/ar-BB1esAmo,2021-03-10T20:39:14.0000000Z,"Target said it would make its fitting rooms at select stores available to CVS for appointments, which are booked through the drug store chain.",neutral,0.01,0.1,0.89
CVS,Target partners with CVS to bring COVID vaccine to 600+ stores,https://www.wistv.com/2021/03/10/target-partners-with-cvs-bring-covid-vaccine-stores/,2021-03-10T20:20:00.0000000Z,COVID vaccines will soon be available at hundreds of Target stores across the country. The retailer announced that it will partner with CVS to provide vaccinations at 600+ locations within Target stores.,neutral,0.01,0.02,0.97
CVS,Car plows into San Jose CVS Pharmacy,https://www.kron4.com/news/bay-area/car-crashes-into-san-jose-cvs/,2021-03-10T21:40:00.0000000Z,San Jose firefighters responded to reports of a car crashing into the front window of a CVS around 12:11 pm on Wednesday. The store is on Blossom Hill Road.,negative,0.0,0.97,0.03
CVS,Target stores get COVID-19 vaccines via CVS pharmacies,https://www.supermarketnews.com/issues-trends/target-stores-get-covid-19-vaccines-cvs-pharmacies,2021-03-10T18:12:00.0000000Z,"Target Corp. is making about a third of its stores COVID-19 vaccination destinations through its partnership with CVS Pharmacy. Target said Wednesday that more than 600 of its 1,700-plus stores with CVS Pharmacy departments have begun administering coronavirus shots in 17 states.",neutral,0.0,0.13,0.87
CVS,"3 trends payers should watch in 2021, per CVS",https://www.beckershospitalreview.com/payer-issues/3-trends-payers-should-watch-in-2021-per-cvs.html,2021-03-10T18:46:00.0000000Z,"The next year will be marked by several trends that will affect health insurance companies, CVS Health said March 9 in its annual Health Trends report. Three trends to know: 1. As advances in cancer care continue,",negative,0.42,0.57,0.01
CVS,"Car plows into San Jose CVS store, no injuries reported",https://www.ktvu.com/news/car-plows-into-san-jose-cvs-store-no-injuries-reported,2021-03-10T22:18:00.0000000Z,Firefighters with the San Jose fire department responded early Wednesday afternoon to a sedan that had crashed into a CVS store. There are no reports of injuries.,negative,0.17,0.8,0.03
CVS,More COVID vaccine appointments expected at CVS locations in SWFL,https://nbc-2.com/news/health/covid/2021/03/10/more-covid-vaccine-appointments-expected-at-cvs-locations-in-swfl/,2021-03-10T23:32:00.0000000Z,"More vaccine appointments are expected to open at CVS locations across Lee, Collier, and Charlotte counties Thursday.",negative,0.06,0.49,0.45
CVS,"Target to partner with CVS, distribute vaccine in stores in 17 states, including South Carolina",https://www.wbtw.com/news/target-to-partner-with-cvs-distribute-vaccine-in-stores-in-17-states-including-south-carolina/,2021-03-10T16:05:00.0000000Z,Target and CVS announced a partnership Wednesday that will allow CVS to administer the COVID-19 vaccine to people at CVS pharmacies located within Target stores.,neutral,0.0,0.01,0.99
CVS,CVS Adds 76 Florida Stores To Begin COVID Vaccinations This Week,https://wusfnews.wusf.usf.edu/health-news-florida/2021-03-10/cvs-adds-76-florida-stores-to-begin-covid-vaccinations-this-week,2021-03-10T20:28:00.0000000Z,Ron DeSantis on Tuesday announced that 76 more CVS pharmacies in Florida will begin administering coronavirus vaccines later this week. Appointments open Thursday for vaccinations that will begin Friday.,neutral,0.06,0.05,0.89
CVS,CVS First Retailer to Move into Skyland,https://eastoftheriverdcnews.com/2021/03/10/cvs-first-retailer-to-move-into-skyland/,2021-03-10T20:18:00.0000000Z,"After more than 30 years of work on the project, a retailer is open at Skyland Town Center. Rappaport and WC Smith welcomed CVS to its new home at Skyland Town Center, marking the opening of the first retailer in a permanent location at the 18.",neutral,0.02,0.15,0.83
CVS,Coronavirus: Target partners with CVS to bring COVID-19 vaccines to 600-plus stores,https://www.fox23.com/news/trending/coronavirus-target-partners-with-cvs-bring-covid-19-vaccines-600-plus-stores/XG4VSOOOABFSZI3XVNFADRF3QI/,2021-03-10T20:30:00.0000000Z,"Target, the nation’s eighth-largest retailer, announced Wednesday it will soon begin offering COVID-19 vaccines at more than one-third of the 1,700 CVS Pharmacy locations within its stores.",neutral,0.0,0.01,0.99
CVS,Target partners with CVS to bring COVID shots to 600+ stores,https://www.kltv.com/2021/03/10/target-partners-with-cvs-bring-covid-shots-stores/,2021-03-10T15:43:00.0000000Z,COVID vaccines will soon be available at hundreds of Target stores across the country. The retailer announced Tuesday that it will partner with CVS to provide vaccinations at 600+ locations within Target stores.,neutral,0.01,0.02,0.97
CVS,"Target to partner with CVS, distribute COVID vaccine in stores in 17 states including NC",https://www.cbs17.com/community/health/coronavirus/target-to-partner-with-cvs-distribute-covid-vaccine-in-stores-in-17-states-including-nc/,2021-03-10T16:28:00.0000000Z,"MYRTLE BEACH, S.C. (NEXSTAR/WNCN) — Target and CVS announced a partnership Wednesday that will allow CVS to administer the COVID-19 vaccine to people at CVS pharmacies located within Target stores. This applies to more than 600 locations in 17 states ...",neutral,0.01,0.01,0.98
CVS,Here is why CVS Health Corporation (CVS) stock volatility recorded over the last month was 2.26%,https://investchronicle.com/2021/03/10/here-is-why-cvs-health-corporation-cvs-stock-volatility-recorded-over-the-last-month-was-2-26/,2021-03-10T17:00:00.0000000Z,"For the readers interested in the stock health of CVS Health Corporation (CVS). It is currently valued at $71.23. When the transactions were called off in the previous session, Stock hit the highs of $73.",positive,0.96,0.0,0.04
CVS,CVS Pharmacist Shares What it’s Like to Give Vaccine,https://www.mynews13.com/fl/orlando/coronavirus/2021/03/10/cvs-pharmacist-shares-what-it-s-like-to-give-vaccine,2021-03-10T22:50:00.0000000Z,"More than 5 million coronavirus vaccine doses have been administered across the state of Florida. Millions of people spending five minutes with someone who is changing their life. As soon as the pandemic began,",negative,0.03,0.75,0.22
CVS,"CVS, Walgreens and Walmart share how to navigate vaccinations at the local pharmacy",https://www.healthcarefinancenews.com/news/cvs-walgreens-and-walmart-share-how-navigate-vaccinations-local-pharmacy,2021-03-10T22:06:00.0000000Z,"\"But vaccination confusion plagued some initial pharmacy efforts in February. A spokesman for CVS, among the biggest pharmacies in the Federal Pharmacy Retail Program, acknowledged the potential for vaccine appointment confusion. \"\"When the first two ...\"",negative,0.01,0.93,0.06
CVS,"Target to partner with CVS, distribute vaccine in stores in 17 states",https://www.wspa.com/news/top-stories/target-to-partner-with-cvs-distribute-vaccine-in-stores-in-17-states/,2021-03-10T16:22:00.0000000Z,"MYRTLE BEACH, S.C. (NEXSTAR) — Target and CVS announced a partnership Wednesday that will allow CVS to administer the COVID-19 vaccine to people at CVS pharmacies located within Target stores. This applies to more than 600 locations in 17 states ...",neutral,0.01,0.01,0.98
CVS,"Retail Drug Market to Witness Massive Growth from 2021 to 2026: London Drugs, CVS Health, McKesson",http://www.sbwire.com/press-releases/retail-drug-market-to-witness-massive-growth-from-2021-to-2026-london-drugs-cvs-health-mckesson-1330818.htm,2021-03-10T22:31:00.0000000Z,"A Qualitative research study accomplished by HTF MI titled on Global Retail Drug market strategy of the industry players in the precision of import/export consumption, supply and demand (2021-2026).",neutral,0.0,0.0,1.0
RNG,Clean Energy to Make More Carbon-Negative Fuel Available for Transportation with bp,https://finance.yahoo.com/news/clean-energy-more-carbon-negative-110000300.html,2021-03-10T11:00:00.0000000Z,"Clean Energy Fuels Corp. (Nasdaq: CLNE) today announced plans that it will work with BP Products North America Inc, a subsidiary of BP p.l.c. (NYSE: BP) to develop, own and operate new renewable natural gas (RNG) facilities at dairies and other agriculture facilities that will produce one of the cleanest fuels in the world.",neutral,0.15,0.0,0.85
RNG,Clean Energy Fuels Corp (CLNE) Q4 2020 Earnings Call Transcript,https://www.msn.com/en-us/finance/companies/clean-energy-fuels-corp-clne-q4-2020-earnings-call-transcript/ar-BB1erlGN,2021-03-10T15:00:00.0000000Z,"This should keep us in a great position for maintaining our lead in providing RNG to the transportation industry. And I will speak more about that in a moment. In the fourth quarter of last year, we delivered 96 million gallons of fuel which was slightly ...",mixed,0.5,0.29,0.21
RNG,Clean Energy Fuels Gets $50M BP Deal for Natural-Gas Plants,https://www.thestreet.com/investing/clean-energy-fuels-gets-50-million-bp-renewable-natural-gas-deal,2021-03-10T21:50:00.0000000Z,"Clean Energy Fuels shares climbed after the company signed a $50 million deal with BP to develop, own and operate renewable-natural-gas facilities.",neutral,0.24,0.0,0.76
RNG,Clean Energy Reports 96.0 Million Gallons Delivered and Revenue of $75.0 Million for Fourth Quarter of 2020,https://apnews.com/press-release/business-wire/business-renewable-power-generation-earnings-outlook-coronavirus-pandemic-energy-industry-3e9c9d129aec42afaa1c8896cf63d1a6,2021-03-10T05:35:00.0000000Z,"Clean Energy Fuels Corp. (NASDAQ: CLNE) (“Clean Energy” or the “Company”) today announced its operating results for the fourth quarter of 2020. Andrew J. Littlefair, Clean Energy’s President and Chief Executive Officer,",positive,0.7,0.0,0.3
RNG,Clean Energy Sees Greater Demand for Carbon-Negative Fuel — Commodity Comment,https://www.morningstar.com/news/dow-jones/202103105084/clean-energy-sees-greater-demand-for-carbon-negative-fuel-commodity-comment,2021-03-10T06:12:00.0000000Z,"Clean Energy Fuels Corp. said Wednesday that it is working with BP Products North America Inc, a unit of BP PLC, to develop and operate new renewable natural gas facilities at dairies and other agriculture facilities.",neutral,0.16,0.0,0.84
