Country,Product_Category,Product,Channel,Gender,Sessions,Device_Category,Sources,Conversations,Page,Visits,Unique_Visitors,Browser,Sentiment,Duration_min,Region,Customer_Segment,Daily_Users,Conversion_Rate,Return_Visitors,Tweets,Retweets,Hashtags,Campaign_Name
USA,Helmet,Alienzone Black Matte,Online,Female,855,Tablet,Direct,Forum,Shipping Details,506,87,Internet Explorer,Positive,1,North & Central America,Baby Boomers (45 – 60s),203,18,87,1126,28,ShadesOfSteel,Hit the Track
USA,Spoiler,GTS Style Carbon Fiber Rear Trunk Spoiler,Online,Female,685,Mobile,Direct,Forum,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,789,32,Formula1,Wheels That Matter
USA,Brake Pad,Ceramic NTC,Online,Fem; Male,1278,Mobile,Others,Forum,Shipping Details,585,151,Internet Explorer,Negative,8,South America,Boomer; GenX; GenY; GenZ,458,10,182,1340,33,Sunglasses,Hit the Track
USA,Sunglasses,NovaVision Track,Online,Male,1304,Desktop,Bing,Blogs,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,1211,28,HulkHelmet,Hit the Track
USA,Helmet,Carbon XTR,Online,Female,747,Tablet,Facebook,Forum,Contact Us,431,158,Internet Explorer,Positive,3,Asia Pacific,Gen X (60 – 80s),234,25,158,1102,38,BeatMySteel,Racer Club
USA,Hat,Newsboy,Online,Female,867,Desktop,Facebook,Facebook,Products,592,59,Internet Explorer,Neutral,5,Asia Pacific,Gen X (60 – 80s),410,48,59,742,33,BinoTheDino,Racer Club
USA,Alloy Wheel,SLEEVE NUT M22 X 1.5 MM 32MM HEX CAST STEEL DRIVE USE,Online,Male,756,Tablet,Yahoo,Twitter,Contact Us,445,200,Firefox,Negative,1,North & Central America,Gen Y (80 – 2000s),491,46,200,1307,48,NightFight,Fun with Colors
USA,Spoiler,Lighted?Spoiler,Online,Male,617,Mobile,Facebook,Forum,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,1413,30,RaceTrack,Hit the Track
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Fem; Male,632,Mobile,Yahoo,Twitter,Contact Us,567,193,Firefox,Positive,4,South America,Gen Y (80 – 2000s),282,38,193,986,34,RaceEachother,Hit the Track
USA,Sunglasses,Sportax RADR,Online,Male,884,Desktop,Yahoo,Forum,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,515,50,Anytime,Wheels of Steel
USA,Helmet,Alienzone Black Matte,Online,Female,916,Mobile,Bing,Forum,Shipping Details,538,69,Firefox,Positive,5,Asia Pacific,Gen Z (2000s - now),481,48,69,1130,31,HotRide,Hit the Track
USA,Binoculars,AstraTrack PRO IR 10x42,Online,Female,893,Tablet,Others,Facebook,HomePage,500,76,Internet Explorer,Neutral,3,Asia Pacific,Gen X (60 – 80s),405,14,76,705,33,Race,Get Sporty
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Male,541,Tablet,Direct,Blogs,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,1868,44,ChromeRims,Wheels of Steel
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Female,923,Mobile,Bing,Twitter,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,1322,39,Race,Wheels of Steel
USA,Alloy Wheel,WHEEL FORGED 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Male,961,Tablet,Others,Twitter,HomePage,579,154,Internet Explorer,Positive,2,South America,Gen Y (80 – 2000s),269,15,154,1957,50,OffRoad,Hit the Track
USA,Brake Pad,NAO 31XST,Online,Male,940,Tablet,Facebook,Twitter,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1897,25,BurnRubber,Racer Club
USA,Helmet,Alienzone Black Matte,Online,Female,803,Mobile,Others,Forum,Contact Us,515,124,Internet Explorer,Negative,1,Asia Pacific,Baby Boomers (45 – 60s),361,25,124,1865,45,Racing,Get Sporty
USA,Hat,Top Hat,Online,Fem; Male,511,Mobile,Yahoo,Twitter,Contact Us,431,158,Internet Explorer,Positive,3,Asia Pacific,Gen X (60 – 80s),234,25,158,653,94,EmeraldBeauty,Racer Club
USA,Spoiler,GTS Style Carbon Fiber Rear Trunk Spoiler,Online,Male,658,Tablet,Others,Forum,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,1279,44,SportsCar,Wheels of Steel
USA,Brake Pad,XTR Ceramic STM,Online,Fem; Male,630,Mobile,Google,Forum,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,1874,21,TitaniumWheel,Racer Club
USA,Sunglasses,NovaVision Track,Online,Female,774,Tablet,Yahoo,Forum,Contact Us,462,140,Firefox,Negative,2,South America,Gen Y (80 – 2000s),414,41,140,1645,30,UltraLux,Get Sporty
USA,Alloy Wheel,SLEEVE NUT M22 X 1.5 MM 32MM HEX CAST STEEL DRIVE USE,Online,Female,716,Tablet,Bing,Facebook,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,1310,48,RaceTrack,Get Sporty
USA,Helmet,Alienzone Black Matte,Online,Female,503,Mobile,Facebook,Blogs,Shipping Details,459,127,Internet Explorer,Neutral,8,South America,Boomer; GenX; GenY; GenZ,221,45,76,1676,33,DancingWithTires,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Male,884,Desktop,Yahoo,Forum,Shipping Details,538,69,Firefox,Positive,5,Asia Pacific,Gen Z (2000s - now),481,48,69,1945,27,BoringBeige,Hit the Track
USA,Brake Pad,Semi Metallic 33LR,Online,Male,764,Tablet,Bing,Forum,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,904,24,SportsCar,Racer Club
USA,Brake Pad,Ceramic NTC,Online,Fem; Male,1251,Mobile,Direct,Twitter,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,612,25,ShadesOfSteel,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 17.5 X 6.75 225 PCD 26 BOLT 10 STUD,Online,Male,640,Mobile,Bing,Facebook,Shipping Details,445,168,Internet Explorer,Positive,1,South America,Gen Y (80 – 2000s),274,10,168,851,40,GettingTraction,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Male,840,Tablet,Others,Facebook,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,1684,32,BoringBeige,Fun with Colors
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,799,Mobile,Others,Twitter,Shipping Details,400,183,Firefox,Positive,6,South America,Boomer; GenX; GenY; GenZ,271,34,105,788,92,Extravagant,Racer Club
USA,Brake Pad,Low Metallic NAO 35XST,Online,Male,940,Tablet,Facebook,Twitter,Contact Us,515,124,Internet Explorer,Negative,1,Asia Pacific,Baby Boomers (45 – 60s),361,25,124,1452,28,DancingWithTires,Hit the Track
USA,Brake Pad,XTR Ceramic STM,Online,Other,878,Desktop,Google,Twitter,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,821,45,Race,Racer Club
USA,Helmet,Cruiser WRX,Online,Female,767,Desktop,Yahoo,Blogs,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,851,33,RubberToTheRoad,Racer Club
USA,Sunglasses,Shark NXT Field Track,Online,Male,854,Mobile,Direct,Blogs,Contact Us,435,163,Internet Explorer,Negative,3,South America,Gen Y (80 – 2000s),400,50,163,1729,40,DazzleSpin,Hit the Track
USA,Hat,Trapper Hat,Online,Female,992,Mobile,Bing,Facebook,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,1633,66,RedHotRuby,Fun with Colors
USA,Brake Pad,NAO 31XST,Online,Female,889,Mobile,Direct,Facebook,Shipping Details,458,195,Internet Explorer,Positive,4,South America,Boomer; GenX; GenY; GenZ,214,26,109,606,38,RaceEachother,Racer Club
USA,Sunglasses,NovaVision Track,Online,Female,992,Mobile,Bing,Facebook,Products,580,180,Internet Explorer,Neutral,1,Asia Pacific,Baby Boomers (45 – 60s),328,23,180,1547,48,LetsRace,Hit the Track
USA,Hat,Snapback,Online,Female,889,Mobile,Direct,Facebook,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,518,48,GettingTraction,Racer Club
USA,Helmet,Air Flow Shark,Online,Female,639,Tablet,Yahoo,Facebook,Products,592,59,Internet Explorer,Neutral,5,Asia Pacific,Gen X (60 – 80s),410,48,59,1399,46,BoringBeige,Fun with Colors
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Female,773,Mobile,Bing,Twitter,Shipping Details,475,98,Internet Explorer,Positive,4,South America,Gen X (60 – 80s),461,19,98,1874,89,SportsCar,Wheels That Matter
USA,Helmet,Air Flow Shark,Online,Female,636,Desktop,Yahoo,Facebook,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,748,25,NeedForSpeed,Racer Club
USA,Brake Pad,NAO 31XST,Online,Fem; Male,1301,Desktop,Google,Facebook,HomePage,527,109,Internet Explorer,Neutral,1,South America,Gen Z (2000s - now),226,33,109,546,50,RainbowRocks,Racer Club
USA,Alloy Wheel,LUG NUT FOR WHEELS M24 X 1.5 33 MM HEX CAST STEEL.,Online,Female,752,Mobile,Bing,Twitter,Products,569,191,Internet Explorer,Neutral,2,Asia Pacific,Gen Z (2000s - now),322,44,191,1220,32,GoCart,Hit the Track
USA,Hat,Bowler,Online,Male,720,Mobile,Bing,Facebook,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,1845,33,BeatMySteel,Racer Club
USA,Brake Pad,Low Metallic NAO 35XST,Online,Male,952,Mobile,Google,Facebook,HomePage,500,76,Internet Explorer,Neutral,3,Asia Pacific,Gen X (60 – 80s),405,14,76,559,59,HotRide,Racer Club
USA,Spoiler,Front?Spoiler,Online,Fem; Male,893,Mobile,Yahoo,Facebook,Contact Us,596,136,Internet Explorer,Positive,3,South America,Baby Boomers (45 – 60s),407,43,136,1366,22,RedHotRuby,Get Sporty
USA,Brake Pad,Low Metallic NAO 35XST,Online,Female,558,Desktop,Facebook,Blogs,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,779,37,OffRoad,Beyond Wheels
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Male,1285,Tablet,Yahoo,Facebook,Contact Us,491,119,Firefox,Positive,1,South America,Baby Boomers (45 – 60s),362,20,119,1314,40,StoneAge,Racer Club
USA,Hat,Baseball Cap,Online,Fem; Male,917,Mobile,Direct,Twitter,Products,493,120,Internet Explorer,Neutral,1,Asia Pacific,Gen X (60 – 80s),206,23,120,1434,66,Premium,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,665,Mobile,Google,Forum,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1257,92,RaceTrack,Wheels of Steel
USA,Alloy Wheel,WHEEL FORGED 10.15 X 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,1291,Tablet,Yahoo,Twitter,Contact Us,431,158,Internet Explorer,Positive,3,Asia Pacific,Gen X (60 – 80s),234,25,158,707,39,DancingWithTires,Racer Club
USA,Sunglasses,Sportax Path,Online,Male,1253,Desktop,Google,Facebook,Shipping Details,519,132,Internet Explorer,Neutral,3,South America,Boomer; GenX; GenY; GenZ,283,44,82,682,27,Premium,Hit the Track
USA,Binoculars,Sportax HD 20x50,Online,Female,590,Mobile,Others,Facebook,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,645,39,Race,Beyond Wheels
USA,Helmet,Alienzone Black Matte,Online,Male,731,Desktop,Google,Blogs,Shipping Details,507,144,Firefox,Positive,3,South America,Boomer; GenX; GenY; GenZ,375,45,180,1063,29,HulkHelmet,Get Sporty
USA,Alloy Wheel,WHEEL FORGED 10.15 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Other,542,Mobile,Direct,Twitter,Contact Us,442,187,Internet Explorer,Positive,5,Asia Pacific,Gen X (60 – 80s),373,28,87,1038,39,UltraLux,Wheels That Matter
USA,Helmet,Carbon XTR,Online,Fem; Male,1261,Tablet,Yahoo,Facebook,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,289,38,GorgeousGlares,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Male,1307,Desktop,Google,Twitter,Shipping Details,538,69,Firefox,Positive,5,Asia Pacific,Gen Z (2000s - now),481,48,69,888,30,DancingWithTires,Fun with Colors
USA,Spoiler,Lighted?Spoiler,Online,Fem; Male,1245,Mobile,Direct,Facebook,Shipping Details,543,112,Firefox,Positive,8,South America,Boomer; GenX; GenY; GenZ,445,10,79,1266,46,SportsConvertible,Wheels That Matter
USA,Hat,Fedora,Online,Female,579,Mobile,Google,Facebook,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,1677,25,RainbowRocks,Racer Club
Japan,Brake Pad,Ceramic NTC,Online,Male,854,Mobile,Direct,Blogs,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,782,89,OffRoad,Hit the Track
USA,Spoiler,Lighted?Spoiler,Online,Fem; Male,972,Mobile,Bing,Facebook,HomePage,585,138,Internet Explorer,Positive,5,Asia Pacific,Gen X (60 – 80s),432,17,138,1952,25,LetsRace,Wheels of Steel
USA,Helmet,Cruiser WRX,Online,Fem; Male,1297,Tablet,Yahoo,Facebook,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,1744,42,RaceEachother,Beyond Wheels
USA,Spoiler,Front?Spoiler,Online,Female,532,Desktop,Yahoo,Blogs,Contact Us,515,124,Internet Explorer,Negative,1,Asia Pacific,Baby Boomers (45 – 60s),361,25,124,1718,59,NeedForSpeed,Wheels That Matter
USA,Brake Pad,XTR Ceramic STM,Online,Fem; Male,1282,Tablet,Facebook,Forum,Products,408,141,Firefox,Negative,6,North & Central America,Boomer; GenX; GenY; GenZ,330,14,77,607,63,DazzleSpin,Hit the Track
USA,Hat,Trapper Hat,Online,Fem; Male,1248,Mobile,Others,Blogs,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,1739,51,Sunglasses,Racer Club
Japan,Helmet,Carbon XTR,Online,Female,773,Mobile,Bing,Twitter,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,1663,22,DazzleSpin,Racer Club
USA,Brake Pad,Semi Metallic 33LR,Online,Fem; Male,1252,Tablet,Facebook,Blogs,Contact Us,443,175,Internet Explorer,Positive,7,Asia Pacific,Boomer; GenX; GenY; GenZ,438,46,151,626,58,DazzleSpin,Racer Club
USA,Hat,Fedora,Online,Fem; Male,1301,Desktop,Google,Facebook,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,1995,63,TealNoFeel,Beyond Wheels
USA,Spoiler,Lighted?Spoiler,Online,Female,534,Tablet,Others,Twitter,Shipping Details,459,127,Internet Explorer,Neutral,8,South America,Boomer; GenX; GenY; GenZ,221,45,76,1998,29,DazzleSpin,Hit the Track
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Other,596,Desktop,Others,Blogs,Products,425,158,Firefox,Negative,3,North & Central America,Baby Boomers (45 – 60s),329,11,158,824,35,Race,Get Sporty
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1296,Mobile,Others,Blogs,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,763,67,Race,Racer Club
Japan,Helmet,Alienzone Black Matte,Online,Fem; Male,1245,Mobile,Direct,Facebook,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,927,77,AttackTheTrack,Racer Club
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,1292,Desktop,Bing,Blogs,Contact Us,596,120,Internet Explorer,Neutral,8,Asia Pacific,Boomer; GenX; GenY; GenZ,336,13,154,1434,51,BurnRubber,Wheels That Matter
USA,Sunglasses,PlayMax Field,Online,Male,521,Tablet,Others,Forum,Shipping Details,445,99,Internet Explorer,Positive,5,Europe,Gen Z (2000s - now),495,11,99,1314,28,Formula1,Hit the Track
USA,Spoiler,Pedestal?Spoiler,Online,Male,527,Desktop,Yahoo,Facebook,Shipping Details,400,183,Firefox,Positive,6,South America,Boomer; GenX; GenY; GenZ,271,34,105,791,43,OffRoad,Get Sporty
USA,Helmet,Carbon XTR,Online,Male,605,Desktop,Google,Blogs,Contact Us,408,184,Firefox,Negative,3,North & Central America,Gen Z (2000s - now),473,18,184,787,42,BoringBeige,Racer Club
USA,Hat,Top Hat,Online,Male,1284,Mobile,Others,Blogs,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,1371,31,Anytime,Get Sporty
Japan,Helmet,Cruiser WRX,Online,Fem; Male,1286,Desktop,Bing,Forum,Contact Us,455,200,Edge,Neutral,6,Asia Pacific,Boomer; GenX; GenY; GenZ,395,32,184,1279,20,ShadesOfSteel,Fun with Colors
USA,Alloy Wheel,35MM LUG NUT COVERS,Online,Fem; Male,1296,Mobile,Others,Blogs,Contact Us,568,188,Firefox,Neutral,5,Asia Pacific,Boomer; GenX; GenY; GenZ,215,36,155,1179,61,RaceCar,Wheels of Steel
USA,Hat,Baseball Cap,Online,Female,993,Tablet,Facebook,Twitter,Contact Us,474,82,Firefox,Negative,3,Europe,Gen Z (2000s - now),242,47,82,1433,30,ShadesOfSteel,Racer Club
USA,Hat,Trilby,Online,Female,761,Tablet,Bing,Twitter,Shipping Details,458,195,Internet Explorer,Positive,4,South America,Boomer; GenX; GenY; GenZ,214,26,109,723,28,NeedForSpeed,Racer Club
USA,Helmet,Warrior Hulk,Online,Male,748,Desktop,Others,Twitter,Shipping Details,506,87,Internet Explorer,Positive,1,North & Central America,Baby Boomers (45 – 60s),203,18,87,246,24,GorgeousGlares,Racer Club
USA,Sunglasses,PlayMax Field,Online,Male,818,Tablet,Google,Forum,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,1527,53,ChromeRims,Hit the Track
Japan,Helmet,Alienzone Black Matte,Online,Female,650,Mobile,Facebook,Forum,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1766,44,MetalWheel,Hit the Track
USA,Spinner,SPINNER WHEEL ADVANCED COMPOSITE SPINNER 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Male,818,Tablet,Google,Forum,Shipping Details,423,194,Internet Explorer,Positive,5,Asia Pacific,Gen Z (2000s - now),306,37,194,1045,31,ChromeRims,Racer Club
USA,Binoculars,Sportax Ultrasharp 30x100,Online,Female,624,Mobile,Google,Twitter,Shipping Details,403,194,Internet Explorer,Positive,2,Europe,Gen X (60 – 80s),422,20,194,1981,40,Formula1,Beyond Wheels
USA,Spinner,SPINNER WHEEL ADVANCED COMPOSITE SPINNER 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,637,Mobile,Facebook,Twitter,HomePage,527,109,Internet Explorer,Neutral,1,South America,Gen Z (2000s - now),226,33,109,1524,92,OffRoad,Wheels That Matter
USA,Spoiler,Roof?Spoiler,Online,Female,644,Tablet,Facebook,Forum,Contact Us,445,200,Firefox,Negative,1,North & Central America,Gen Y (80 – 2000s),491,46,200,1917,31,AttackTheTrack,Hit the Track
USA,Brake Pad,NAO 31XST,Online,Fem; Male,1256,Desktop,Bing,Blogs,Products,592,59,Internet Explorer,Neutral,5,Asia Pacific,Gen X (60 – 80s),410,48,59,973,58,RedHotRuby,Racer Club
Japan,Alloy Wheel,WHEEL FORGED12.15 X 23.02.335 PCD 26 BOLT,Online,Female,822,Mobile,Direct,Facebook,Shipping Details,428,150,Edge,Neutral,7,South America,Boomer; GenX; GenY; GenZ,289,26,107,1087,23,Funky,Hit the Track
USA,Alloy Wheel,WHEEL ALLOY STEEL SUPERCHROME 10.15 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1256,Desktop,Bing,Blogs,Contact Us,410,182,Firefox,Positive,8,Asia Pacific,Boomer; GenX; GenY; GenZ,258,37,189,1694,53,Racing,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Female,514,Mobile,Direct,Forum,Shipping Details,516,136,Firefox,Positive,5,Europe,Gen X (60 – 80s),253,16,136,579,30,GorgeousMatte,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1259,Desktop,Google,Twitter,Contact Us,491,119,Firefox,Positive,1,South America,Baby Boomers (45 – 60s),362,20,119,1997,60,Anytime,Fun with Colors
USA,Sunglasses,SportBand Flak RADR ,Online,Male,517,Desktop,Yahoo,Forum,HomePage,455,134,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),462,45,134,1652,39,GettingTraction,Hit the Track
USA,Spoiler,Lighted?Spoiler,Online,Fem; Male,1246,Tablet,Facebook,Forum,HomePage,500,76,Internet Explorer,Neutral,3,Asia Pacific,Gen X (60 – 80s),405,14,76,1220,46,BeatMySteel,Hit the Track
Japan,Sunglasses,Shark Track,Online,Female,558,Mobile,Others,Forum,Products,519,190,Edge,Positive,4,North & Central America,Boomer; GenX; GenY; GenZ,299,34,81,881,21,BurnRubber,Hit the Track
USA,Hat,Bowler,Online,Fem; Male,1246,Tablet,Facebook,Forum,Products,405,196,Firefox,Negative,3,North & Central America,Boomer; GenX; GenY; GenZ,293,30,116,776,58,BoringBeige,Fun with Colors
USA,Alloy Wheel,WHEEL SUPERCHROME 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Fem; Male,1277,Desktop,Google,Facebook,HomePage,599,177,Internet Explorer,Positive,7,Europe,Boomer; GenX; GenY; GenZ,268,30,138,1634,81,Race,Wheels of Steel
USA,Brake Pad,Ceramic NTC,Online,Fem; Male,1255,Tablet,Yahoo,Twitter,Shipping Details,507,144,Firefox,Positive,3,South America,Boomer; GenX; GenY; GenZ,375,45,180,1721,71,Anytime,Racer Club
USA,Sunglasses,PlayMax Field,Online,Female,670,Tablet,Direct,Facebook,Shipping Details,444,125,Firefox,Positive,2,North & Central America,Baby Boomers (45 – 60s),246,46,125,1408,24,UltraLux,Hit the Track
USA,Alloy Wheel,WHEEL CARBON FIBER 10.15 X 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,1274,Desktop,Bing,Forum,Contact Us,431,158,Internet Explorer,Positive,3,Asia Pacific,Gen X (60 – 80s),234,25,158,1374,98,Premium,Fun with Colors
Japan,Helmet,Carbon XTR,Online,Female,923,Mobile,Bing,Twitter,Products,498,159,Edge,Neutral,3,North & Central America,Gen X (60 – 80s),480,47,159,686,56,StoneAge,Hit the Track
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1302,Mobile,Others,Forum,Products,453,171,Internet Explorer,Positive,7,North & Central America,Boomer; GenX; GenY; GenZ,421,13,88,1865,99,Extravagant,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Female,854,Mobile,Google,Twitter,Contact Us,499,103,Firefox,Negative,2,Europe,Gen Z (2000s - now),298,30,103,728,43,Rims,Wheels of Steel
USA,Sunglasses,Shark Track,Online,Fem; Male,1283,Desktop,Google,Twitter,Shipping Details,585,151,Internet Explorer,Negative,8,South America,Boomer; GenX; GenY; GenZ,458,10,182,1333,94,RainbowRocks,Racer Club
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Male,767,Mobile,Bing,Forum,Shipping Details,522,138,Internet Explorer,Positive,2,North & Central America,Gen Y (80 – 2000s),223,25,138,626,44,HotRide,Racer Club
USA,Brake Pad,Organic PPST,Online,Fem; Male,1278,Mobile,Others,Forum,Shipping Details,538,69,Firefox,Positive,5,Asia Pacific,Gen Z (2000s - now),481,48,69,1954,67,MetalWheel,Hit the Track
Japan,Sunglasses,Shark Track,Online,Male,952,Mobile,Google,Facebook,Products,415,193,Edge,Neutral,4,North & Central America,Gen Z (2000s - now),201,12,193,930,86,UltraLux,Beyond Wheels
USA,Sunglasses,Shark Track,Online,Fem; Male,1306,Tablet,Facebook,Forum,Products,500,154,Firefox,Positive,8,North & Central America,Boomer; GenX; GenY; GenZ,274,18,98,840,98,ShadesOfSteel,Fun with Colors
USA,Brake Pad,Semi Metallic 33LR,Online,Fem; Male,1272,Mobile,Others,Blogs,Contact Us,539,104,Internet Explorer,Negative,3,Asia Pacific,Boomer; GenX; GenY; GenZ,221,16,167,1837,80,BeatMySteel,Racer Club
USA,Sunglasses,NovaVision Track,Online,Female,708,Desktop,Facebook,Twitter,Contact Us,567,193,Firefox,Positive,4,South America,Gen Y (80 – 2000s),282,38,193,1498,43,Premium,Racer Club
USA,Brake Pad,Semi Metallic 33LR,Online,Male,753,Mobile,Direct,Twitter,Contact Us,504,181,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),200,19,181,1019,32,TealNoFeel,Hit the Track
USA,Hat,Fedora,Online,Fem; Male,1257,Mobile,Direct,Facebook,Contact Us,515,124,Internet Explorer,Negative,1,Asia Pacific,Baby Boomers (45 – 60s),361,25,124,1391,31,NightFight,Racer Club
Japan,Sunglasses,NovaVision Track,Online,Fem; Male,1279,Tablet,Yahoo,Twitter,HomePage,575,105,Edge,Positive,4,Asia Pacific,Gen Y (80 – 2000s),365,45,105,906,36,Racing,Wheels of Steel
USA,Alloy Wheel,WHEEL FORGED 12.25 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1257,Mobile,Direct,Facebook,HomePage,538,162,Internet Explorer,Positive,3,Europe,Boomer; GenX; GenY; GenZ,245,14,75,1956,33,Racing,Racer Club
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Other,1276,Tablet,Facebook,Blogs,Contact Us,490,133,Firefox,Positive,3,Asia Pacific,Boomer; GenX; GenY; GenZ,242,41,92,1613,29,UltraLux,Get Sporty
